hand,suited,connectedness,pair,high_card,low_card,rank_diff,hand_type,ace,broadway,low_pair,medium_pair,high_pair,suited_broadway,connector,one_gap,two_gap,suited_connector,suited_one_gap,suited_two_gap,tot_win_perc,high_card_win_perc,one_pair_win_perc,two_pair_win_perc,three_of_a_kind_win_perc,straight_win_perc,flush_win_perc,full_house_win_perc,four_of_a_kind_win_perc,straight_flush_win_perc,BB_play10,BB_play2,BB_play3,BB_play4,BB_play5,BB_play6,BB_play7,BB_play8,BB_play9,D_play10,D_play3,D_play4,D_play5,D_play6,D_play7,D_play8,D_play9,SB_play10,SB_play2,SB_play3,SB_play4,SB_play5,SB_play6,SB_play7,SB_play8,SB_play9,pos3_play10,pos3_play4,pos3_play5,pos3_play6,pos3_play7,pos3_play8,pos3_play9,pos4_play10,pos4_play5,pos4_play6,pos4_play7,pos4_play8,pos4_play9,pos5_play10,pos5_play6,pos5_play7,pos5_play8,pos5_play9,pos6_play10,pos6_play7,pos6_play8,pos6_play9,pos7_play10,pos7_play8,pos7_play9,pos8_play10,pos8_play9,pos9_play10
76s,1,1,0,5,4,1,suited,0,0,0,0,0,0,1,0,0,1,0,0,0.4512383408083604,0.0201141716002176,0.2724894656964929,0.2873148232002857,0.0622181658063173,0.171013441004561,0.1360135331705335,0.0438193298491924,0.0024109249269417,0.0046061447454576,-0.1,0.04,-0.12,-0.04,-0.17,-0.14,-0.06,-0.14,-0.03,0.12,0.09,0.05,0.0,0.02,0.03,-0.01,0.06,-0.17,-0.03,-0.1,-0.11,-0.1,-0.16,-0.29,-0.07,-0.12,-0.04,0.02,0.02,-0.03,-0.2,0.08,0.05,-0.02,0.03,-0.19,-0.05,-0.04,-0.11,-0.04,-0.15,-0.12,-0.07,0.1,-0.03,0.29,0.13,0.0,0.0,0.0,-0.06,0.03,-0.08,0.0
77o,0,0,1,5,5,0,pair,0,0,0,1,0,0,0,0,0,0,0,0,0.6640355861919338,0.0,0.2891122327862174,0.3731221325997345,0.1573800639329771,0.0256582531371977,0.0220475068417544,0.1199214257490651,0.0124382426392629,0.0003201423137906,-0.01,0.3,0.25,0.16,0.15,-0.05,-0.06,-0.03,0.04,0.15,0.41,0.36,0.28,0.13,0.19,0.29,0.16,-0.06,0.3,0.25,0.15,0.18,0.07,-0.09,0.03,0.01,0.03,0.33,0.17,0.03,0.21,0.05,0.0,0.11,0.3,0.16,0.01,0.24,0.19,0.07,0.09,0.03,0.06,0.03,0.14,0.28,0.13,0.05,0.11,0.24,0.03,0.19,0.16,0.16
82o,0,6,0,6,0,6,offsuit,0,0,0,0,0,0,0,0,0,0,0,0,0.3606373120390695,0.0374968567478463,0.3526697202980306,0.3685559435722159,0.0814478844915272,0.0627547179705558,0.0392327952982434,0.0543535624680359,0.003058150270788,0.0004303688827566,-0.4,-0.18,-0.27,-0.32,-0.37,-0.33,-0.36,-0.36,-0.41,-0.01,-0.02,-0.01,-0.01,-0.02,-0.02,-0.02,-0.01,-0.27,-0.23,-0.25,-0.26,-0.26,-0.25,-0.27,-0.26,-0.28,-0.08,-0.03,-0.04,-0.09,-0.08,-0.04,-0.09,0.02,-0.01,-0.03,-0.01,-0.01,-0.02,-0.01,-0.03,-0.01,0.0,-0.01,-0.01,-0.02,-0.01,-0.01,-0.02,-0.01,-0.01,-0.01,-0.01,-0.01
82s,1,6,0,6,0,6,suited,0,0,0,0,0,0,0,0,0,0,0,0,0.3973965346584561,0.0311181087345614,0.3054226094993654,0.3259570186518268,0.0728563642426688,0.0525321166866235,0.1597864497232389,0.0491714138566265,0.0027665817247784,0.0003893368803099,-0.35,-0.14,-0.15,-0.22,-0.32,-0.3,-0.15,-0.28,-0.31,-0.03,-0.06,-0.08,-0.08,-0.11,-0.1,-0.06,-0.08,-0.26,-0.22,-0.22,-0.27,-0.25,-0.22,-0.34,-0.25,-0.23,-0.15,-0.1,-0.11,-0.26,-0.28,-0.11,-0.1,-0.08,-0.08,-0.12,-0.06,-0.06,-0.1,-0.09,-0.12,-0.09,-0.09,-0.03,-0.08,-0.1,-0.04,-0.06,-0.06,-0.06,-0.06,-0.06,-0.07,0.05
83o,0,5,0,6,1,5,offsuit,0,0,0,0,0,0,0,0,0,0,0,0,0.3675985094069373,0.0388256468266571,0.3555591313692682,0.3662199331185308,0.0796326732231344,0.0633385710015071,0.0393884046443113,0.0535525808318323,0.0029997849673453,0.0004832740174132,-0.41,-0.16,-0.29,-0.33,-0.38,-0.34,-0.29,-0.38,-0.39,-0.01,-0.02,-0.01,-0.02,0.04,-0.02,-0.02,-0.02,-0.29,-0.23,-0.26,-0.25,-0.25,-0.24,-0.28,-0.28,-0.27,-0.08,-0.03,-0.03,-0.08,-0.08,-0.08,-0.08,-0.04,-0.02,-0.03,-0.03,-0.03,-0.02,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.01,-0.01,-0.02,-0.01,-0.01,0.0,-0.01,-0.01,-0.01
83s,1,5,0,6,1,5,suited,0,0,0,0,0,0,0,0,0,0,0,0,0.4037473406472007,0.0323410343677229,0.3089861735700311,0.3249996399459622,0.0714722675919367,0.0531946469313841,0.1572867157096069,0.0486107807632178,0.0027229649339496,0.0003857761861884,-0.31,-0.14,-0.25,-0.22,-0.29,-0.37,-0.28,-0.31,-0.34,-0.12,-0.06,-0.08,-0.1,-0.09,-0.15,-0.06,-0.09,-0.25,-0.19,-0.26,-0.25,-0.24,-0.29,-0.31,-0.25,-0.29,-0.12,-0.11,-0.09,-0.11,-0.19,-0.09,-0.13,-0.07,-0.08,-0.16,-0.12,0.07,-0.17,-0.07,-0.09,-0.14,-0.12,-0.1,-0.09,-0.03,-0.08,-0.06,-0.11,-0.05,-0.05,-0.05,-0.08,-0.08
84o,0,4,0,6,2,4,offsuit,0,0,0,0,0,0,0,0,0,0,0,0,0.3883550889097271,0.0364066063412485,0.3450321228547178,0.3485853161221088,0.0751751614538174,0.1024626240351058,0.038067418778748,0.0509157398882279,0.0028396738401504,0.000515336685875,-0.38,-0.13,-0.25,-0.29,-0.34,-0.35,-0.36,-0.3,-0.35,-0.02,-0.02,-0.01,-0.01,-0.03,-0.02,-0.04,-0.02,-0.28,-0.22,-0.25,-0.26,-0.26,-0.33,-0.27,-0.3,-0.29,-0.08,-0.03,-0.05,-0.07,-0.11,-0.07,-0.07,-0.03,-0.02,-0.02,-0.04,-0.03,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.02,-0.03,-0.02,-0.01,-0.02,-0.06,-0.02,-0.02,-0.02,-0.01
84s,1,4,0,6,2,4,suited,0,0,0,0,0,0,0,0,0,0,0,0,0.4230148158600485,0.0305819180308953,0.3024431350498003,0.3119606356944535,0.068041595753346,0.0871431246346098,0.1490910571158873,0.0466057665261248,0.0025993586263188,0.0015334085685638,-0.3,-0.05,-0.15,-0.18,-0.28,-0.17,-0.02,-0.29,-0.28,-0.14,-0.08,-0.04,-0.07,0.19,0.1,-0.08,-0.08,-0.2,-0.17,-0.19,-0.2,-0.22,-0.14,-0.26,-0.19,-0.15,-0.12,-0.08,-0.1,-0.12,-0.11,-0.11,-0.16,-0.1,-0.07,-0.09,-0.07,-0.04,-0.11,-0.08,-0.12,-0.06,-0.11,-0.09,-0.1,-0.07,-0.08,-0.1,-0.08,0.13,-0.13,-0.09,-0.07,-0.14
85o,0,3,0,6,3,3,offsuit,0,0,0,0,0,0,0,0,1,0,0,0,0.409408206615151,0.0357665920070431,0.3345026085283513,0.3319092907374079,0.0710024233811105,0.1383762042515569,0.0367542859714835,0.0484547429812339,0.0026907241991027,0.0005431279427098,-0.36,-0.13,-0.22,-0.27,-0.3,-0.27,-0.32,-0.34,-0.35,-0.02,-0.02,-0.01,-0.02,-0.07,0.0,-0.02,-0.03,-0.25,-0.21,-0.21,-0.23,-0.25,-0.32,-0.29,-0.25,-0.26,-0.07,-0.03,-0.04,-0.07,-0.08,-0.06,-0.05,-0.03,-0.02,-0.03,-0.01,-0.02,-0.03,-0.03,-0.02,-0.04,-0.03,-0.02,-0.02,-0.02,-0.02,-0.03,-0.02,-0.03,-0.03,0.0,-0.02,-0.02
85s,1,3,0,6,3,3,suited,0,0,0,0,0,0,0,0,1,0,0,1,0.4425128718471985,0.0302738550363756,0.2955843439985401,0.2993883800506818,0.064773799163191,0.1188485340503121,0.1413686052758836,0.0447027575194529,0.0024824908208437,0.0025772340847188,-0.27,-0.1,-0.12,-0.17,-0.2,-0.12,-0.2,-0.25,-0.26,-0.03,-0.02,0.0,-0.05,-0.22,-0.05,-0.02,-0.1,-0.23,-0.13,-0.09,-0.16,-0.2,-0.29,-0.34,-0.19,-0.22,-0.1,-0.09,-0.09,-0.08,-0.11,-0.07,-0.12,-0.1,-0.04,-0.11,0.0,-0.11,-0.08,-0.05,-0.07,-0.08,-0.12,-0.12,-0.1,-0.04,-0.14,0.01,-0.1,-0.1,-0.11,-0.05,-0.09,-0.11
86o,0,2,0,6,4,2,offsuit,0,0,0,0,0,0,0,1,0,0,0,0,0.4287851553024192,0.0349713681051458,0.3300627466609696,0.3193466701790906,0.0676598637343659,0.1629269706335943,0.035627185296837,0.0463266962538662,0.0025614663910839,0.0005170327450463,-0.3,-0.06,-0.21,-0.23,-0.27,-0.31,-0.3,-0.35,-0.31,-0.02,-0.03,-0.03,-0.03,-0.05,-0.01,-0.05,-0.04,-0.25,-0.18,-0.21,-0.21,-0.24,-0.22,-0.26,-0.26,-0.23,-0.09,-0.04,-0.06,-0.08,-0.08,-0.09,-0.09,-0.03,-0.04,-0.08,-0.03,-0.03,-0.05,-0.05,-0.05,0.01,-0.02,-0.04,-0.04,-0.04,-0.03,-0.03,-0.03,-0.01,-0.03,-0.03,-0.04,-0.03
86s,1,2,0,6,4,2,suited,0,0,0,0,0,0,0,1,0,0,1,0,0.4605180070500358,0.0297769564415404,0.2936518393917645,0.2899733179599292,0.06213465218159,0.1410685765518354,0.1345059566473742,0.0430223257218191,0.0023789310563163,0.0034874440478306,-0.22,0.07,-0.09,-0.07,-0.13,-0.13,-0.06,-0.17,-0.29,0.0,-0.07,0.05,0.01,-0.1,-0.04,-0.05,-0.05,-0.17,0.0,-0.13,-0.17,-0.15,-0.09,-0.17,-0.19,-0.19,-0.05,-0.04,-0.05,-0.14,-0.23,0.01,-0.09,-0.09,-0.01,0.07,-0.03,-0.05,-0.03,-0.08,-0.24,-0.06,-0.13,-0.04,-0.07,-0.01,0.05,-0.08,-0.02,0.0,-0.08,-0.04,-0.07,-0.02
87o,0,1,0,6,5,1,offsuit,0,0,0,0,0,0,1,0,0,0,0,0,0.4480590899142344,0.034909364195888,0.3271602875127388,0.3076156920211368,0.0646446019118743,0.183838457572192,0.0345464968112396,0.0443505581273588,0.0024416900495175,0.0004928517980539,-0.31,-0.05,-0.18,-0.19,-0.27,-0.25,-0.21,-0.26,-0.28,-0.08,-0.05,-0.03,-0.03,-0.05,-0.09,-0.04,-0.07,-0.23,-0.13,-0.19,-0.2,-0.22,-0.15,-0.24,-0.22,-0.23,-0.12,-0.07,-0.1,-0.09,-0.12,-0.11,-0.12,-0.08,-0.07,-0.03,-0.1,-0.06,-0.06,-0.08,-0.02,-0.04,-0.07,-0.06,-0.07,-0.04,-0.05,-0.06,-0.06,-0.07,-0.08,-0.08,-0.04,-0.09
87s,1,1,0,6,5,1,suited,0,0,0,0,0,0,1,0,0,1,0,0,0.4783899869912305,0.0298878515018196,0.2928768134103849,0.2810593696565007,0.0597326968061291,0.1603274424318279,0.128073461134737,0.0414422521079274,0.0022817891851726,0.0043183237655005,-0.19,0.04,-0.04,-0.04,-0.09,-0.21,0.15,-0.11,-0.11,0.02,0.08,0.08,0.0,-0.14,0.02,0.02,0.02,-0.17,0.0,-0.12,-0.11,-0.03,-0.04,-0.28,-0.07,-0.13,0.11,0.12,0.06,0.04,-0.06,-0.05,-0.01,-0.02,0.02,0.1,-0.22,-0.04,-0.04,-0.09,0.05,-0.05,0.0,0.0,-0.05,0.14,-0.02,-0.03,-0.02,-0.05,-0.01,-0.07,-0.02,0.0
88o,0,0,1,6,6,0,pair,0,0,0,1,0,0,0,0,0,0,0,0,0.6933537281945752,0.0,0.2966442743324217,0.3782596255545579,0.1506999618470096,0.0245410651820712,0.0218015920068114,0.1158332295728733,0.0119140485313452,0.0003062029729095,0.07,0.4,0.4,0.28,0.26,0.46,0.32,0.14,0.15,0.26,0.46,0.5,0.38,0.13,0.17,0.27,0.18,0.1,0.36,0.33,0.29,0.17,0.03,-0.05,0.07,-0.07,0.21,0.37,0.32,0.16,0.25,0.12,0.17,0.09,0.39,0.35,0.23,0.15,0.17,0.14,0.33,0.32,0.19,0.2,0.19,0.19,0.25,0.24,0.15,0.24,0.2,0.26,0.25,0.23
92o,0,7,0,7,0,7,offsuit,0,0,0,0,0,0,0,0,0,0,0,0,0.3850455928435367,0.0476792204348127,0.3690263934308502,0.3548801333072249,0.0782855782723212,0.0585784324435339,0.0372921950612197,0.0509633744034679,0.0028929445321,0.0004017281144692,-0.39,-0.15,-0.28,-0.32,-0.36,-0.38,-0.37,-0.4,-0.42,-0.01,-0.01,-0.01,-0.01,-0.03,-0.02,-0.02,-0.02,-0.26,-0.23,-0.25,-0.25,-0.25,-0.32,-0.27,-0.26,-0.28,-0.08,-0.04,-0.04,-0.1,-0.07,-0.07,-0.08,-0.02,-0.02,-0.06,-0.02,-0.02,-0.02,0.01,-0.02,-0.01,-0.02,-0.02,-0.01,-0.01,-0.02,-0.01,-0.01,-0.01,-0.02,-0.02,-0.01,-0.02
92s,1,7,0,7,0,7,suited,0,0,0,0,0,0,0,0,0,0,0,0,0.4202567098581453,0.0399723642463066,0.322091230782963,0.3168319956925687,0.0706507221666496,0.049517713012002,0.1513689147645621,0.0465572341856731,0.0026428292404825,0.000366995908792,-0.34,-0.13,-0.2,-0.24,-0.31,-0.2,-0.37,-0.31,-0.24,-0.09,-0.06,-0.06,-0.03,-0.13,0.0,-0.09,-0.04,-0.22,-0.2,-0.19,-0.16,-0.25,-0.31,-0.29,-0.28,-0.31,-0.11,-0.1,-0.12,-0.13,-0.14,-0.07,-0.12,-0.06,-0.11,-0.05,-0.17,-0.05,-0.09,-0.1,-0.11,-0.09,-0.07,-0.06,-0.08,-0.05,-0.05,-0.07,-0.1,-0.08,-0.1,-0.11,-0.06,-0.08
93o,0,6,0,7,1,6,offsuit,0,0,0,0,0,0,0,0,0,0,0,0,0.3947392680629688,0.0478036954283716,0.3697143450496402,0.3500161289790477,0.0761904234204418,0.0658379511253148,0.0372240646940387,0.049942174505325,0.0028225222936245,0.0004486945041954,-0.41,-0.14,-0.26,-0.31,-0.35,-0.3,-0.35,-0.38,-0.4,-0.02,-0.02,-0.01,-0.02,-0.02,-0.01,-0.01,-0.02,-0.26,-0.24,-0.23,-0.26,-0.26,-0.29,-0.3,-0.27,-0.28,-0.08,-0.03,-0.04,-0.1,-0.08,-0.07,-0.08,-0.03,-0.02,-0.04,-0.03,-0.03,-0.02,-0.02,0.0,-0.01,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,-0.01,0.0,-0.02,-0.02,-0.01,-0.02
93s,1,6,0,7,1,6,suited,0,0,0,0,0,0,0,0,0,0,0,0,0.4291608797495121,0.0402440522978469,0.3240330947596218,0.3137481038669847,0.0690338050740275,0.0558769660561868,0.1482567510340466,0.0458068727407033,0.0025888123773639,0.0004115417932181,-0.37,-0.16,-0.19,-0.24,-0.24,-0.31,0.02,-0.32,-0.32,-0.09,-0.08,-0.09,-0.09,0.0,-0.09,-0.08,-0.03,-0.17,-0.16,-0.2,-0.25,-0.28,-0.36,-0.28,-0.2,-0.29,-0.11,-0.05,-0.12,-0.05,-0.14,-0.19,-0.09,-0.07,-0.07,-0.07,-0.08,-0.06,-0.07,-0.06,-0.07,-0.07,-0.03,-0.06,-0.16,-0.08,-0.06,-0.02,-0.09,-0.09,-0.1,-0.04,-0.06,-0.09
94o,0,5,0,7,2,5,offsuit,0,0,0,0,0,0,0,0,0,0,0,0,0.40162398795984,0.0490724896036172,0.3718437069253616,0.348184152627715,0.0746360100176455,0.0663640997401581,0.0373343754860767,0.0492947039990205,0.0027737519292656,0.0004967096711393,-0.42,-0.17,-0.27,-0.3,-0.34,-0.38,-0.36,-0.36,-0.38,-0.02,-0.01,-0.01,-0.02,-0.01,-0.01,-0.02,-0.02,-0.28,-0.22,-0.24,-0.25,-0.25,-0.27,-0.29,-0.28,-0.27,-0.08,-0.03,-0.04,-0.08,-0.07,-0.08,-0.08,-0.02,-0.02,-0.05,-0.03,-0.02,-0.02,-0.02,-0.04,-0.02,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01,-0.02,0.01,-0.01,-0.01,-0.02,0.01
94s,1,5,0,7,2,5,suited,0,0,0,0,0,0,0,0,0,0,0,0,0.4354505250233721,0.0414388325491398,0.3268463944013306,0.3129982107983873,0.0678148630740602,0.0564771867724612,0.1461245589297045,0.045340729895716,0.0025512651496907,0.0004079584295092,-0.38,-0.1,-0.22,-0.2,-0.29,-0.21,-0.38,-0.3,-0.34,-0.08,-0.07,-0.06,-0.09,-0.2,-0.06,-0.04,-0.07,-0.29,-0.18,-0.24,-0.21,-0.25,-0.2,-0.24,-0.24,-0.28,-0.1,-0.09,-0.12,-0.15,-0.12,-0.05,-0.15,-0.1,-0.08,-0.08,-0.06,-0.12,-0.12,-0.08,-0.1,-0.06,-0.02,-0.09,-0.04,-0.17,-0.09,-0.09,-0.08,-0.13,-0.08,-0.07,-0.06,-0.11
95o,0,4,0,7,3,4,offsuit,0,0,0,0,0,0,0,0,0,0,0,0,0.422780373879412,0.0479940908289671,0.3611863320976826,0.3320856395874825,0.0706650271038158,0.1018479285789966,0.0360864991037873,0.0469782204378551,0.0026320174653146,0.000524244796098,-0.39,-0.11,-0.21,-0.28,-0.32,-0.25,-0.35,-0.38,-0.4,-0.02,-0.01,-0.02,-0.02,0.05,-0.01,-0.02,0.01,-0.27,-0.21,-0.24,-0.25,-0.26,-0.3,-0.26,-0.27,-0.28,-0.08,-0.03,-0.04,-0.07,-0.08,-0.08,-0.09,-0.04,-0.02,-0.02,-0.02,-0.03,-0.04,-0.02,-0.02,-0.02,0.0,-0.02,-0.02,-0.02,-0.02,-0.02,-0.03,-0.01,-0.01,-0.02,-0.02,-0.02
95s,1,4,0,7,3,4,suited,0,0,0,0,0,0,0,0,0,0,0,0,0.4550530513719877,0.0408222415629572,0.3199211955678061,0.3007616248467388,0.0646877171196692,0.0876604593196564,0.1387067444493733,0.0435322077430901,0.0024390065455324,0.0014688028451762,-0.29,-0.05,-0.17,-0.2,-0.23,-0.15,-0.29,-0.26,-0.27,-0.08,-0.02,-0.05,-0.02,-0.03,-0.06,-0.03,-0.04,-0.23,-0.12,-0.15,-0.2,-0.2,-0.3,-0.18,-0.23,-0.17,-0.11,-0.09,-0.11,0.07,-0.09,-0.11,-0.07,-0.09,-0.1,-0.14,-0.13,-0.04,-0.05,-0.1,-0.14,-0.1,-0.09,-0.08,-0.1,-0.06,-0.11,-0.08,-0.08,-0.01,-0.04,-0.07,-0.06,-0.08
96o,0,3,0,7,4,3,offsuit,0,0,0,0,0,0,0,0,1,0,0,0,0.4421506215467425,0.0467649546019153,0.3556751260969336,0.3198020961243022,0.067427142816302,0.1273263182615839,0.0350183351588611,0.0449771750446067,0.0025090948623817,0.0004997570331132,-0.34,-0.08,-0.19,-0.25,-0.31,-0.26,-0.35,-0.34,-0.34,-0.03,-0.01,-0.02,-0.03,-0.06,-0.07,-0.05,-0.03,-0.29,-0.19,-0.23,-0.23,-0.26,-0.26,-0.28,-0.3,-0.25,-0.09,-0.04,-0.05,-0.08,-0.07,-0.07,-0.09,-0.04,-0.03,-0.04,-0.03,-0.04,-0.03,-0.02,-0.03,-0.05,-0.02,-0.03,-0.02,-0.04,-0.03,-0.04,-0.04,0.01,0.0,-0.04,-0.02,-0.02
96s,1,3,0,7,4,3,suited,0,0,0,0,0,0,0,0,1,0,0,1,0.4730558022098935,0.0400044118416483,0.3170950186663318,0.2914604845138821,0.0621119856668763,0.1105288065185935,0.1321240383964151,0.0419387321355658,0.0023397017211719,0.0023968205395148,-0.22,0.04,-0.11,-0.15,-0.19,-0.14,-0.19,-0.22,-0.22,-0.03,0.0,-0.04,-0.03,-0.02,-0.04,-0.02,0.03,-0.18,-0.07,-0.07,-0.2,-0.12,-0.16,-0.11,-0.27,-0.22,-0.13,-0.04,-0.04,-0.07,-0.06,-0.03,-0.1,-0.09,-0.07,-0.09,0.01,-0.13,-0.1,-0.08,-0.08,0.04,-0.14,-0.06,-0.08,0.0,-0.05,-0.07,-0.07,-0.03,-0.02,-0.09,-0.1,-0.09
97o,0,2,0,7,5,2,offsuit,0,0,0,0,0,0,0,1,0,0,0,0,0.4612532553439827,0.0456883696028962,0.3507742273128031,0.3085174189395066,0.0645231676183532,0.1504484078928353,0.034021321686985,0.043152618797213,0.0023970348980665,0.0004774332513407,-0.32,-0.05,-0.15,-0.2,-0.27,-0.26,-0.28,-0.27,-0.3,-0.06,-0.02,-0.02,-0.04,-0.02,-0.03,-0.04,-0.03,-0.22,-0.16,-0.19,-0.21,-0.2,-0.24,-0.22,-0.16,-0.25,-0.09,-0.03,-0.07,-0.05,-0.08,-0.09,-0.09,-0.03,-0.04,-0.06,-0.05,-0.04,-0.01,-0.03,-0.04,-0.03,-0.02,-0.04,-0.04,-0.02,-0.04,-0.04,-0.02,-0.05,-0.04,-0.03,-0.02,-0.04
97s,1,2,0,7,5,2,suited,0,0,0,0,0,0,0,1,0,0,1,0,0.4907852334604912,0.039287079483284,0.3145738098303303,0.2828059225424098,0.0597797892737654,0.1315466458565798,0.1260373428217831,0.0404692279922575,0.0022481357246184,0.0032520464749712,-0.13,0.05,0.03,-0.07,-0.09,-0.09,-0.08,-0.08,-0.17,0.04,0.13,0.06,0.02,0.0,0.09,-0.09,0.09,-0.17,-0.05,-0.05,-0.13,-0.17,-0.2,-0.06,-0.13,-0.17,0.03,0.0,-0.07,-0.11,-0.17,-0.01,-0.01,-0.07,-0.03,0.07,-0.02,-0.09,0.02,-0.05,-0.09,-0.09,-0.06,0.0,0.04,0.07,-0.01,-0.05,-0.07,0.01,-0.04,-0.01,-0.02,-0.13
98o,0,1,0,7,6,1,offsuit,0,0,0,0,0,0,1,0,0,0,0,0,0.4801655650369169,0.0439510913100097,0.3481437026303035,0.2982715147753538,0.0619750449909471,0.170370165008649,0.0330794651964073,0.0414590882230712,0.0022931831597804,0.0004567447054775,-0.32,-0.04,-0.1,-0.15,-0.21,-0.2,-0.32,-0.3,-0.22,-0.09,-0.03,-0.04,-0.03,0.1,-0.06,-0.03,-0.06,-0.18,-0.1,-0.1,-0.15,-0.19,-0.19,-0.11,-0.17,-0.21,-0.1,-0.06,-0.08,-0.13,-0.09,-0.09,-0.14,-0.07,-0.05,-0.03,0.0,-0.05,-0.04,-0.08,-0.07,-0.08,-0.06,-0.06,-0.05,-0.05,-0.06,-0.05,-0.08,-0.04,-0.03,-0.05,-0.05,-0.04
98s,1,1,0,7,6,1,suited,0,0,0,0,0,0,1,0,0,1,0,0,0.508331565350946,0.0379756123864135,0.3138812350952063,0.2748815376345264,0.0577231080333972,0.1499176168982415,0.1203318951413379,0.0390887757016479,0.0021622777680631,0.0040379413411659,-0.18,0.08,0.05,0.03,-0.05,-0.07,-0.13,-0.01,-0.11,0.09,0.16,0.12,0.06,0.04,0.1,0.0,0.04,-0.03,0.03,-0.04,-0.06,-0.05,-0.08,-0.1,-0.11,-0.08,-0.11,0.09,-0.03,0.02,0.0,0.06,-0.03,-0.05,0.11,0.1,0.08,0.05,0.08,-0.15,-0.01,-0.04,0.0,0.0,-0.11,0.13,0.03,0.01,0.04,-0.08,-0.1,0.06,0.02,0.05
99o,0,0,1,7,7,0,pair,0,0,0,1,0,0,0,0,0,0,0,0,0.7223136800840655,0.0,0.3037331239004043,0.3825908431632056,0.1446655849526239,0.0235314647278401,0.0215878069832007,0.1121502856017029,0.0114472846517594,0.0002936060192629,0.16,0.47,0.44,0.47,0.39,0.14,0.25,0.23,0.19,0.23,0.62,0.64,0.62,0.39,0.33,0.41,0.31,0.18,0.53,0.46,0.44,0.4,0.14,0.27,0.3,0.19,0.31,0.59,0.46,0.26,0.45,0.29,0.32,0.15,0.53,0.45,0.43,0.37,0.31,0.31,0.46,0.35,0.28,0.23,0.35,0.65,0.38,0.34,0.25,0.2,0.33,0.27,0.33,0.27
A2o,0,1,0,12,0,12,offsuit,1,1,0,0,0,0,1,0,0,0,0,0,0.5513191097765766,0.0922547594751576,0.4221385224479362,0.306572508721542,0.066536711070492,0.0458522115577719,0.0282640915017449,0.0359297012344947,0.0022937947940313,0.0001576991968289,-0.35,-0.01,-0.13,-0.19,-0.26,-0.27,-0.23,-0.31,-0.33,-0.14,0.01,-0.04,-0.12,-0.09,-0.12,-0.12,-0.11,-0.27,-0.09,-0.12,-0.19,-0.2,-0.31,-0.29,-0.27,-0.27,-0.16,-0.08,-0.14,-0.22,-0.11,-0.16,-0.16,-0.14,-0.1,-0.07,-0.03,-0.1,-0.14,-0.16,-0.08,-0.14,-0.14,-0.14,-0.14,-0.12,-0.09,-0.13,-0.12,-0.14,-0.11,-0.09,-0.08,-0.06
A2s,1,1,0,12,0,12,suited,1,1,0,0,0,1,1,0,0,1,0,0,0.5766601103329843,0.0808382790789547,0.3819964627341813,0.2847825270425579,0.0623455745657025,0.0407225410288876,0.1119011099423327,0.0342722746045876,0.0021880357351058,0.0009531952676896,-0.13,0.09,0.04,-0.04,-0.04,-0.13,-0.13,-0.02,-0.04,0.11,0.13,0.12,0.07,-0.1,0.27,0.11,0.06,-0.12,0.07,0.01,-0.04,-0.05,-0.05,-0.14,-0.05,-0.13,-0.01,0.06,-0.02,-0.01,-0.05,0.0,-0.07,-0.04,0.03,-0.14,0.02,0.0,0.07,0.06,0.09,-0.03,0.07,-0.05,0.03,-0.15,0.05,-0.07,0.03,0.02,-0.02,-0.1,0.05,0.0
A3o,0,2,0,12,1,11,offsuit,1,1,0,0,0,0,0,1,0,0,0,0,0.5608676936275105,0.0914439866344191,0.4212720657610183,0.3036058174622171,0.0652776314608732,0.0521037464668799,0.0283709617566751,0.0354762044735211,0.0022551105355508,0.0001944754488449,-0.34,0.0,-0.05,-0.18,-0.22,-0.23,-0.27,-0.2,-0.27,-0.1,0.0,-0.06,-0.05,-0.08,-0.15,-0.11,-0.11,-0.28,-0.05,-0.13,-0.16,-0.19,-0.17,-0.23,-0.27,-0.26,-0.17,-0.05,-0.13,-0.17,-0.15,-0.1,-0.12,-0.11,-0.1,-0.15,-0.11,-0.12,-0.12,-0.12,-0.03,-0.09,-0.15,-0.12,-0.12,-0.07,-0.09,-0.1,-0.09,-0.1,-0.1,-0.11,-0.1,-0.12
A3s,1,2,0,12,1,11,suited,1,1,0,0,0,1,0,1,0,0,1,0,0.585424152652642,0.0803083200651455,0.3821243354151557,0.2826480538532338,0.0612979230581798,0.0463407819805062,0.1102319051676941,0.0339136447989506,0.0021558355176514,0.0009792001434825,0.02,0.16,0.01,-0.01,-0.06,0.13,-0.11,-0.12,-0.11,0.05,0.19,0.12,0.09,0.08,0.06,0.01,0.07,-0.12,0.12,0.01,0.04,0.0,-0.04,-0.09,-0.06,-0.09,-0.06,0.13,0.03,-0.04,-0.05,0.06,0.01,0.06,0.06,0.0,0.1,0.0,0.07,0.11,0.08,0.0,-0.01,-0.02,-0.09,0.03,-0.03,-0.01,-0.07,-0.08,-0.01,0.11,-0.03,0.0
