hand,connectedness,suited,pair,flop_equity,turn_equity,river_equity,equity_delta,high_card,low_card,hand_type,dominates_count,combos_dominated,blocks_count,combos_blocked,blocked_by_count,combos_blocked_by_count,dominated_by_count,combos_dominated_by_count,dom_ratio,block_ratio,dom_block_ratio,block_ratio_cat,dom_block_pc1,dom_block_pc2,BB_play10,BB_play2,BB_play3,BB_play4,BB_play5,BB_play6,BB_play7,BB_play8,BB_play9,D_play10,D_play3,D_play4,D_play5,D_play6,D_play7,D_play8,D_play9,SB_play10,SB_play2,SB_play3,SB_play4,SB_play5,SB_play6,SB_play7,SB_play8,SB_play9,pos3_play10,pos3_play4,pos3_play5,pos3_play6,pos3_play7,pos3_play8,pos3_play9,pos4_play10,pos4_play5,pos4_play6,pos4_play7,pos4_play8,pos4_play9,pos5_play10,pos5_play6,pos5_play7,pos5_play8,pos5_play9,pos6_play10,pos6_play7,pos6_play8,pos6_play9,pos7_play10,pos7_play8,pos7_play9,pos8_play10,pos8_play9,pos9_play10,ev_pc1,ev_pc2
22o,0,0,1,0.66276,0.58191,0.50212,-0.16064,0,0,pair,0.0,0.0,25.0,101.0,25.0,77.0,0.0,0.0,0.0,1.3116883116883118,0.0,1,-1.9189182658716095,-5.732988757310984,-0.1,-0.01,-0.21,-0.18,-0.2,-0.2,-0.19,-0.16,-0.1,-0.12,-0.01,-0.07,-0.06,0.06,-0.11,0.02,-0.08,-0.12,-0.12,-0.15,-0.17,-0.15,-0.34,0.01,-0.08,-0.11,-0.12,-0.12,-0.16,-0.08,-0.08,-0.15,-0.14,-0.03,-0.09,-0.05,-0.03,-0.04,-0.05,-0.04,0.0,-0.06,-0.02,-0.16,0.02,-0.06,0.11,-0.01,0.02,0.03,-0.04,-0.05,-0.03,0.0,-1.9757240061443957,-0.2952869409677256
32o,1,0,0,0.22724,0.27272,0.32283,0.09559000000000001,1,0,offsuit,0.0,0.0,48.0,101.0,48.0,155.0,45.0,540.0,0.0,0.6516129032258065,0.0,0,4.424059341071258,-1.1790405243377564,-0.41,-0.2,-0.29,-0.32,-0.38,-0.32,-0.38,-0.38,-0.37,-0.04,-0.04,-0.04,-0.04,-0.05,-0.07,-0.04,-0.03,-0.29,-0.25,-0.28,-0.28,-0.28,-0.28,-0.29,-0.29,-0.29,-0.07,-0.06,-0.07,-0.14,-0.06,-0.08,-0.08,-0.05,-0.03,-0.07,-0.04,-0.04,-0.05,-0.04,-0.06,-0.05,-0.04,-0.03,-0.04,-0.04,-0.03,-0.04,-0.04,-0.03,-0.05,-0.04,-0.04,-0.03,-3.269981499468932,-1.5804861933255936
32s,1,1,0,0.23654,0.29856,0.3603,0.12376000000000001,1,0,suited,0.0,0.0,48.0,101.0,48.0,51.0,45.0,180.0,0.0,1.9803921568627447,0.0,2,2.6769054293469927,-1.6503848608189602,-0.33,-0.12,-0.24,-0.29,-0.3,-0.36,-0.33,-0.26,-0.29,-0.1,-0.06,-0.08,-0.12,-0.01,-0.13,-0.08,-0.08,-0.17,-0.21,-0.2,-0.24,-0.25,-0.31,-0.2,-0.32,-0.2,-0.14,-0.12,-0.14,-0.15,-0.08,-0.18,-0.15,-0.08,-0.08,-0.08,-0.08,-0.13,-0.1,-0.1,-0.06,-0.12,-0.12,-0.12,-0.08,-0.1,-0.1,-0.16,-0.09,-0.09,-0.11,-0.07,-0.07,-0.08,-3.695643906598221,-0.6053438902047484
33o,0,0,1,0.68989,0.61144,0.53494,-0.15495000000000003,1,1,pair,2.0,16.0,25.0,101.0,25.0,77.0,0.0,0.0,16.0,1.3116883116883118,0.2077922077922078,1,-2.068367331285531,-5.558278182210928,-0.16,0.02,-0.08,-0.17,-0.13,-0.16,-0.1,-0.25,-0.14,0.03,0.0,0.04,-0.01,-0.09,0.01,-0.07,0.0,-0.1,-0.02,-0.11,-0.17,-0.17,-0.24,-0.19,-0.15,-0.19,-0.07,-0.03,-0.12,-0.13,-0.08,-0.06,-0.08,-0.04,0.0,-0.16,-0.04,-0.09,-0.06,-0.01,-0.02,-0.07,0.02,-0.02,-0.05,0.06,-0.07,-0.09,-0.01,-0.04,0.01,0.06,-0.02,-0.04,-1.7128058339116112,0.1049305500679755
42o,2,0,0,0.23643,0.2865,0.33435,0.09791999999999998,2,0,offsuit,2.0,16.0,48.0,101.0,48.0,155.0,43.0,516.0,0.0310077519379844,0.6516129032258065,0.1032258064516129,0,4.093049211896921,-1.0187170619573562,-0.4,-0.19,-0.25,-0.3,-0.36,-0.37,-0.37,-0.39,-0.37,-0.02,-0.04,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.26,-0.23,-0.26,-0.26,-0.25,-0.21,-0.26,-0.24,-0.28,-0.09,-0.04,-0.05,-0.07,-0.08,-0.08,-0.08,-0.02,-0.02,-0.04,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.03,-0.02,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-2.833184067914293,-1.5676214017025851
42s,2,1,0,0.24755,0.30978,0.37035,0.12280000000000002,2,0,suited,2.0,16.0,48.0,101.0,48.0,51.0,43.0,172.0,0.0930232558139534,1.9803921568627447,0.3137254901960784,2,2.4050341045189905,-1.4825071471743454,-0.26,-0.11,-0.25,-0.23,-0.27,-0.41,-0.26,-0.35,-0.32,-0.03,-0.06,-0.09,-0.1,-0.13,-0.1,-0.08,-0.09,-0.29,-0.19,-0.24,-0.24,-0.25,-0.28,-0.21,-0.26,-0.25,-0.18,-0.1,-0.09,-0.19,-0.19,-0.12,-0.12,-0.1,-0.1,-0.03,-0.06,-0.12,0.04,-0.06,-0.11,-0.08,-0.12,-0.09,-0.09,-0.1,-0.13,-0.1,0.03,-0.05,-0.1,-0.07,-0.05,-0.06,-3.527814121420871,-0.8191722464124166
43o,1,0,0,0.24853,0.29731,0.3486,0.10007000000000002,2,1,offsuit,4.0,32.0,48.0,101.0,48.0,155.0,41.0,492.0,0.065040650406504,0.6516129032258065,0.2064516129032258,0,3.762039082722585,-0.8583935995769565,-0.36,-0.17,-0.27,-0.3,-0.34,-0.34,-0.34,-0.37,-0.35,-0.04,-0.04,-0.04,-0.04,-0.04,-0.02,-0.01,-0.04,-0.27,-0.24,-0.26,-0.26,-0.28,-0.23,-0.24,-0.3,-0.26,-0.09,-0.04,-0.06,-0.11,-0.15,-0.08,-0.08,-0.07,-0.05,-0.07,-0.07,-0.06,-0.02,-0.03,-0.05,0.0,-0.03,-0.01,-0.04,-0.07,-0.03,-0.03,-0.04,-0.03,-0.03,-0.02,-0.04,-0.03,-3.059586417231205,-1.4418304462797389
43s,1,1,0,0.25981,0.3203,0.38422,0.12441000000000002,2,1,suited,4.0,32.0,48.0,101.0,48.0,51.0,41.0,164.0,0.1951219512195122,1.9803921568627447,0.6274509803921569,2,2.1331627796909887,-1.314629433529731,-0.22,-0.06,-0.2,-0.2,-0.25,-0.31,-0.27,-0.26,-0.26,-0.11,-0.08,-0.08,-0.12,0.1,-0.08,-0.15,-0.01,-0.25,-0.17,-0.2,-0.23,-0.25,-0.27,-0.23,-0.23,-0.21,-0.03,-0.04,-0.08,-0.07,-0.16,-0.11,-0.1,-0.05,-0.09,-0.2,-0.15,-0.05,-0.07,-0.06,-0.1,-0.09,-0.12,-0.08,-0.09,-0.1,-0.05,-0.1,-0.09,-0.07,-0.06,-0.04,-0.1,-0.06,-3.127976795877117,-0.4717587291424032
44o,0,0,1,0.71238,0.63824,0.57131,-0.14107000000000003,2,2,pair,4.0,32.0,25.0,101.0,25.0,77.0,0.0,0.0,32.0,1.3116883116883118,0.4155844155844156,1,-2.217816396699451,-5.383567607110874,-0.1,0.07,-0.01,-0.1,-0.09,-0.13,-0.14,-0.08,-0.2,-0.03,0.13,0.04,0.07,0.03,-0.02,-0.05,-0.08,0.05,0.04,-0.06,-0.08,-0.12,-0.09,-0.09,-0.09,-0.04,-0.08,0.06,-0.03,0.16,-0.17,-0.1,-0.01,-0.06,0.0,-0.09,-0.01,-0.14,-0.08,-0.01,0.27,-0.12,-0.12,-0.07,0.1,0.12,-0.04,-0.03,0.02,-0.01,0.0,0.02,0.04,-0.06,-0.7051474810979872,0.7680563356020932
52o,3,0,0,0.25423,0.30362,0.34591,0.09167999999999998,3,0,offsuit,4.0,32.0,48.0,101.0,48.0,155.0,41.0,492.0,0.065040650406504,0.6516129032258065,0.2064516129032258,0,3.762039082722585,-0.8583935995769565,-0.37,-0.18,-0.25,-0.32,-0.34,-0.34,-0.36,-0.33,-0.37,-0.02,-0.02,-0.02,-0.02,-0.02,-0.05,-0.03,-0.02,-0.25,-0.23,-0.24,-0.27,-0.27,-0.29,-0.28,-0.29,-0.28,-0.09,-0.04,-0.04,-0.1,-0.07,-0.06,-0.07,-0.02,-0.02,-0.04,-0.03,-0.03,-0.02,-0.03,-0.07,-0.01,-0.02,-0.02,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01,-2.829644487711528,-1.5288517714132506
52s,3,1,0,0.26265,0.32788,0.38205,0.1194,3,0,suited,4.0,32.0,48.0,101.0,48.0,51.0,41.0,164.0,0.1951219512195122,1.9803921568627447,0.6274509803921569,2,2.1331627796909887,-1.314629433529731,-0.3,-0.12,-0.2,-0.23,-0.28,-0.39,-0.32,-0.3,-0.35,-0.02,-0.06,-0.06,-0.09,-0.17,-0.07,-0.07,-0.1,-0.22,-0.23,-0.24,-0.25,-0.25,-0.27,-0.25,-0.29,-0.28,-0.12,-0.11,-0.12,-0.3,-0.18,0.05,-0.1,-0.11,-0.07,-0.13,-0.09,-0.1,-0.08,-0.06,-0.17,-0.04,-0.07,-0.07,-0.09,0.0,-0.06,-0.01,-0.1,-0.07,-0.06,-0.02,0.04,-0.07,-3.4449347995639967,-0.9934232992894068
53o,2,0,0,0.26413,0.31398,0.36193,0.0978,3,1,offsuit,6.0,48.0,48.0,101.0,48.0,155.0,39.0,468.0,0.1025641025641025,0.6516129032258065,0.3096774193548387,0,3.431028953548248,-0.6980701371965566,-0.33,-0.15,-0.24,-0.28,-0.33,-0.33,-0.32,-0.28,-0.37,-0.04,-0.02,-0.03,-0.02,-0.03,0.0,-0.02,-0.02,-0.24,-0.23,-0.23,-0.25,-0.25,-0.14,-0.26,-0.3,-0.26,-0.07,-0.03,-0.04,-0.1,-0.07,-0.08,-0.08,-0.03,-0.02,-0.06,-0.03,-0.02,-0.04,-0.02,-0.04,-0.03,-0.03,-0.03,-0.02,-0.01,-0.02,-0.02,0.01,-0.03,-0.02,-0.03,-0.02,-0.03,-2.652765111046984,-1.318824315028265
53s,2,1,0,0.27347,0.3347,0.39459,0.12112,3,1,suited,6.0,48.0,48.0,101.0,48.0,51.0,39.0,156.0,0.3076923076923077,1.9803921568627447,0.9411764705882352,2,1.8612914548629864,-1.1467517198851165,-0.26,-0.07,-0.16,-0.21,-0.24,-0.12,-0.24,-0.28,-0.18,-0.03,-0.08,-0.07,-0.04,-0.07,0.01,-0.04,-0.05,-0.23,-0.15,-0.25,-0.2,-0.19,-0.28,-0.28,-0.31,-0.2,-0.08,-0.09,-0.05,0.02,-0.12,-0.13,-0.13,-0.06,-0.06,0.03,-0.09,-0.07,-0.02,0.04,-0.12,-0.1,-0.05,-0.05,-0.03,0.14,0.07,-0.02,-0.1,-0.04,0.04,-0.08,-0.07,-0.08,-2.4634717547361427,-0.6778901118228002
54o,1,0,0,0.27948,0.32658,0.38031,0.10082999999999998,3,2,offsuit,8.0,64.0,48.0,101.0,48.0,155.0,37.0,444.0,0.1441441441441441,0.6516129032258065,0.4129032258064516,0,3.100018824373911,-0.537746674816157,-0.32,-0.13,-0.19,-0.26,-0.3,-0.27,-0.32,-0.31,-0.33,-0.06,-0.02,-0.04,-0.04,-0.07,-0.04,-0.05,-0.05,-0.27,-0.22,-0.24,-0.25,-0.26,-0.23,-0.27,-0.27,-0.27,-0.08,-0.06,-0.07,-0.13,0.01,-0.1,-0.09,-0.06,-0.06,-0.05,-0.05,-0.05,-0.05,-0.05,-0.06,-0.06,-0.03,-0.04,-0.03,-0.11,-0.03,-0.04,-0.06,-0.06,-0.03,-0.04,-0.04,0.03,-2.91371707439588,-1.036214696727268
54s,1,1,0,0.28851,0.34929,0.41649,0.12798000000000004,3,2,suited,8.0,64.0,48.0,101.0,48.0,51.0,37.0,148.0,0.4324324324324324,1.9803921568627447,1.2549019607843137,2,1.5894201300349844,-0.978874006240502,-0.15,-0.05,-0.13,-0.11,-0.15,-0.18,-0.06,-0.31,-0.2,0.0,-0.04,-0.03,-0.07,0.06,0.01,0.02,-0.06,-0.2,-0.12,-0.18,-0.16,-0.17,0.36,-0.16,-0.14,-0.18,-0.07,0.0,-0.1,-0.12,-0.02,-0.2,-0.13,-0.01,-0.01,0.04,-0.1,-0.06,-0.12,-0.04,-0.03,-0.14,-0.05,-0.07,-0.07,-0.08,0.0,0.09,-0.01,-0.09,0.12,-0.03,0.01,0.0,-1.697240736231667,-0.19149438203995
55o,0,0,1,0.73821,0.67103,0.6045,-0.13371,3,3,pair,6.0,48.0,25.0,101.0,25.0,77.0,0.0,0.0,48.0,1.3116883116883118,0.6233766233766234,1,-2.3672654621133717,-5.208857032010818,-0.12,0.13,-0.05,-0.03,0.02,-0.06,-0.08,-0.21,0.01,0.08,0.26,0.13,0.06,0.03,0.17,0.09,-0.02,-0.02,0.08,0.02,0.0,-0.02,-0.14,-0.16,0.02,-0.11,0.01,0.09,0.06,-0.03,-0.08,-0.05,0.06,-0.02,0.08,0.02,0.01,-0.15,0.17,-0.04,-0.07,0.05,0.01,-0.03,-0.02,0.01,0.04,0.01,0.0,0.01,0.06,-0.04,0.0,0.01,0.1606087386548602,0.9731027656605336
62o,4,0,0,0.26831,0.30816,0.33832,0.07001000000000002,4,0,offsuit,6.0,48.0,48.0,101.0,48.0,155.0,39.0,468.0,0.1025641025641025,0.6516129032258065,0.3096774193548387,0,3.431028953548248,-0.6980701371965566,-0.41,-0.17,-0.26,-0.33,-0.35,-0.38,-0.39,-0.38,-0.39,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.27,-0.23,-0.25,-0.25,-0.26,-0.26,-0.28,-0.26,-0.27,-0.09,-0.03,-0.04,-0.06,-0.07,-0.1,-0.07,-0.01,-0.01,-0.02,-0.02,-0.02,-0.03,-0.02,-0.03,-0.02,-0.01,-0.01,-0.01,-0.02,-0.01,-0.01,-0.01,-0.02,-0.02,-0.01,-0.01,-0.01,-2.770564276683133,-1.580446382725199
62s,4,1,0,0.27703,0.33216,0.37606,0.09903,4,0,suited,6.0,48.0,48.0,101.0,48.0,51.0,39.0,156.0,0.3076923076923077,1.9803921568627447,0.9411764705882352,2,1.8612914548629864,-1.1467517198851165,-0.32,-0.11,-0.2,-0.26,-0.22,-0.21,-0.34,-0.31,-0.32,-0.1,-0.08,-0.08,-0.08,0.02,-0.08,-0.1,-0.05,-0.25,-0.22,-0.22,-0.27,-0.26,-0.25,-0.32,-0.32,-0.31,-0.08,-0.07,-0.13,-0.15,-0.15,-0.11,-0.11,-0.08,-0.09,-0.11,-0.07,-0.05,-0.08,-0.08,-0.07,-0.12,-0.07,-0.08,-0.1,-0.06,-0.11,-0.08,-0.07,-0.06,-0.06,-0.07,-0.05,-0.08,-3.439563268965834,-0.7253777928547763
63o,3,0,0,0.2799,0.32137,0.35897,0.07907000000000003,4,1,offsuit,8.0,64.0,48.0,101.0,48.0,155.0,37.0,444.0,0.1441441441441441,0.6516129032258065,0.4129032258064516,0,3.100018824373911,-0.537746674816157,-0.37,-0.17,-0.25,-0.29,-0.34,-0.36,-0.35,-0.36,-0.33,-0.03,-0.01,-0.02,-0.02,-0.01,-0.03,-0.02,-0.03,-0.25,-0.23,-0.26,-0.25,-0.25,-0.25,-0.28,-0.28,-0.25,-0.1,-0.03,-0.05,-0.11,-0.11,-0.07,-0.07,-0.03,-0.02,-0.04,-0.04,-0.03,-0.02,-0.02,-0.03,-0.01,-0.02,-0.02,-0.02,-0.03,-0.02,-0.01,-0.02,-0.03,-0.03,-0.02,-0.03,-0.02,-2.8069506705745275,-1.4513734756475998
63s,3,1,0,0.29256,0.34622,0.39626,0.10370000000000001,4,1,suited,8.0,64.0,48.0,101.0,48.0,51.0,37.0,148.0,0.4324324324324324,1.9803921568627447,1.2549019607843137,2,1.5894201300349844,-0.978874006240502,-0.3,-0.06,-0.16,-0.18,-0.19,-0.12,-0.23,-0.16,-0.19,0.05,-0.03,-0.07,-0.06,-0.06,0.01,-0.08,0.07,-0.21,-0.15,-0.19,-0.23,-0.2,-0.31,-0.23,-0.22,-0.28,-0.12,-0.09,-0.11,-0.1,-0.08,-0.06,-0.13,-0.15,-0.09,-0.11,0.01,-0.05,-0.1,-0.05,-0.04,-0.05,-0.03,-0.07,-0.12,-0.12,-0.11,-0.03,-0.07,-0.04,-0.09,-0.08,-0.05,-0.01,-2.653730066504926,-0.3102217799778904
64o,2,0,0,0.29655,0.33923,0.3805,0.08395000000000002,4,2,offsuit,10.0,80.0,48.0,101.0,48.0,155.0,35.0,420.0,0.1904761904761904,0.6516129032258065,0.5161290322580645,0,2.769008695199574,-0.377423212435757,-0.33,-0.16,-0.23,-0.28,-0.3,-0.34,-0.32,-0.31,-0.32,-0.03,-0.02,-0.02,-0.04,-0.04,-0.03,-0.03,-0.02,-0.27,-0.2,-0.25,-0.25,-0.24,-0.28,-0.24,-0.29,-0.28,-0.07,-0.03,-0.05,-0.07,-0.09,-0.08,-0.07,-0.02,-0.03,-0.03,-0.05,-0.03,-0.03,-0.03,-0.04,-0.03,-0.04,-0.02,-0.02,-0.04,-0.02,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.02,-2.7311565542963776,-1.2865976399284569
64s,2,1,0,0.30099,0.35711,0.40838,0.10739000000000004,4,2,suited,10.0,80.0,48.0,101.0,48.0,51.0,35.0,140.0,0.5714285714285714,1.9803921568627447,1.568627450980392,2,1.317548805206982,-0.8109962925958871,-0.21,-0.07,-0.08,-0.16,-0.14,-0.23,-0.26,-0.24,-0.25,-0.03,-0.06,-0.05,-0.03,-0.03,-0.05,-0.06,0.05,-0.18,-0.12,-0.14,-0.22,-0.17,-0.2,-0.2,-0.19,-0.22,0.06,-0.08,-0.07,-0.15,-0.09,-0.08,-0.07,-0.05,-0.06,0.03,-0.03,0.04,-0.04,-0.06,-0.01,-0.2,-0.05,-0.09,-0.02,-0.07,-0.09,-0.09,0.04,-0.03,-0.05,-0.03,0.03,-0.02,-2.1757663073691536,-0.4309510851366303
65o,1,0,0,0.3058,0.35396,0.3988,0.09299999999999997,4,3,offsuit,12.0,96.0,48.0,101.0,48.0,155.0,33.0,396.0,0.2424242424242424,0.6516129032258065,0.6193548387096774,0,2.437998566025237,-0.2170997500553571,-0.31,-0.08,-0.19,-0.24,-0.28,-0.28,-0.31,-0.29,-0.33,-0.03,-0.02,-0.03,-0.05,-0.16,-0.08,-0.06,-0.04,-0.27,-0.19,-0.21,-0.25,-0.25,-0.28,-0.27,-0.25,-0.24,-0.07,-0.08,-0.07,-0.15,-0.09,-0.05,-0.07,-0.05,-0.06,-0.06,-0.08,-0.05,-0.05,-0.05,-0.06,-0.01,-0.03,-0.06,-0.04,-0.04,-0.06,-0.07,-0.05,-0.04,-0.04,-0.05,-0.04,-0.05,-2.922890885608929,-0.8467788342998602
65s,1,1,0,0.31593,0.37922,0.43673,0.12080000000000002,4,3,suited,12.0,96.0,48.0,101.0,48.0,51.0,33.0,132.0,0.7272727272727273,1.9803921568627447,1.8823529411764703,2,1.04567748037898,-0.6431185789512726,-0.22,-0.04,-0.07,-0.15,-0.14,-0.14,-0.2,-0.18,-0.13,-0.04,0.05,0.0,0.01,0.13,-0.18,-0.07,-0.05,-0.15,-0.13,-0.06,-0.13,-0.18,-0.16,-0.14,-0.26,-0.11,-0.08,-0.05,-0.03,0.07,-0.02,-0.08,-0.12,-0.06,0.0,-0.02,-0.11,-0.1,-0.11,-0.05,0.01,0.06,-0.08,-0.03,-0.06,-0.05,-0.04,-0.1,-0.14,0.08,-0.05,-0.02,0.03,0.07,-1.7023106018297454,0.1255308835651871
66o,0,0,1,0.76212,0.69923,0.6348,-0.12732,4,4,pair,8.0,64.0,25.0,101.0,25.0,77.0,0.0,0.0,64.0,1.3116883116883118,0.8311688311688312,1,-2.516714527527292,-5.034146456910764,-0.06,0.22,0.14,0.08,0.03,-0.07,-0.07,-0.05,-0.04,0.13,0.26,0.19,0.16,0.12,-0.03,0.14,0.03,-0.01,0.21,0.17,0.04,0.01,0.05,0.05,-0.05,-0.07,-0.02,0.17,0.09,-0.04,0.07,0.07,0.02,0.08,0.09,0.02,-0.15,0.03,0.08,0.2,0.03,0.09,0.02,0.02,0.13,0.06,0.08,0.04,0.05,0.09,0.07,-0.02,0.08,0.06,1.4738194943366043,1.4530035303631783
72o,5,0,0,0.29337,0.32633,0.34496,0.05158999999999997,5,0,offsuit,8.0,64.0,48.0,101.0,48.0,155.0,37.0,444.0,0.1441441441441441,0.6516129032258065,0.4129032258064516,0,3.100018824373911,-0.537746674816157,-0.41,-0.19,-0.26,-0.33,-0.37,-0.39,-0.36,-0.35,-0.39,-0.01,-0.02,-0.01,-0.02,-0.03,-0.01,-0.02,-0.02,-0.27,-0.24,-0.25,-0.25,-0.25,-0.3,-0.29,-0.27,-0.27,-0.08,-0.03,-0.04,-0.07,-0.1,-0.08,-0.08,-0.03,-0.02,-0.02,-0.01,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01,-0.02,-0.02,-0.01,0.01,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.02,-2.809930385977093,-1.6539551309124374
72s,5,1,0,0.29524,0.34004,0.37953,0.08428999999999998,5,0,suited,8.0,64.0,48.0,101.0,48.0,51.0,37.0,148.0,0.4324324324324324,1.9803921568627447,1.2549019607843137,2,1.5894201300349844,-0.978874006240502,-0.34,-0.17,-0.22,-0.24,-0.37,-0.22,-0.2,-0.32,-0.25,-0.07,-0.07,-0.06,-0.05,0.0,-0.02,-0.05,-0.07,-0.26,-0.24,-0.26,-0.28,-0.25,-0.24,-0.3,-0.27,-0.29,-0.12,-0.13,-0.11,-0.18,-0.16,-0.14,-0.09,-0.08,-0.08,-0.1,-0.17,-0.09,-0.09,-0.08,-0.1,-0.07,-0.08,-0.03,-0.06,-0.1,-0.07,-0.03,-0.05,-0.07,-0.04,-0.07,-0.06,-0.08,-3.441304613886774,-1.012625061453578
73o,4,0,0,0.30376,0.33624,0.36515,0.06139,5,1,offsuit,10.0,80.0,48.0,101.0,48.0,155.0,35.0,420.0,0.1904761904761904,0.6516129032258065,0.5161290322580645,0,2.769008695199574,-0.377423212435757,-0.42,-0.16,-0.26,-0.32,-0.37,-0.24,-0.39,-0.33,-0.39,-0.01,-0.02,-0.01,-0.02,-0.03,-0.02,-0.01,-0.02,-0.26,-0.24,-0.24,-0.26,-0.26,-0.32,-0.28,-0.29,-0.29,-0.08,-0.04,-0.04,-0.09,-0.05,-0.08,-0.06,-0.03,-0.02,-0.05,-0.01,-0.01,-0.03,-0.02,-0.03,-0.01,-0.01,-0.02,-0.01,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01,-0.02,-0.01,0.0,-2.764643454868025,-1.5342232187362992
73s,4,1,0,0.31527,0.35942,0.40046,0.08518999999999999,5,1,suited,10.0,80.0,48.0,101.0,48.0,51.0,35.0,140.0,0.5714285714285714,1.9803921568627447,1.568627450980392,2,1.317548805206982,-0.8109962925958871,-0.34,-0.09,-0.26,-0.25,-0.29,-0.36,-0.3,-0.31,-0.22,-0.08,-0.06,-0.07,-0.04,-0.03,-0.11,-0.05,-0.04,-0.27,-0.17,-0.2,-0.25,-0.23,0.16,-0.21,-0.29,-0.3,-0.12,-0.1,-0.13,-0.1,-0.13,-0.09,-0.1,-0.1,-0.09,-0.09,-0.16,-0.11,-0.09,-0.06,-0.09,-0.14,-0.08,-0.09,-0.1,-0.13,-0.09,-0.06,-0.05,-0.08,-0.04,-0.08,-0.1,-0.1,-3.299655181555114,-0.5512360827706053
74o,3,0,0,0.31763,0.35238,0.38151,0.06387999999999999,5,2,offsuit,12.0,96.0,48.0,101.0,48.0,155.0,33.0,396.0,0.2424242424242424,0.6516129032258065,0.6193548387096774,0,2.437998566025237,-0.2170997500553571,-0.38,-0.13,-0.23,-0.29,-0.34,-0.33,-0.36,-0.32,-0.37,-0.02,-0.04,-0.02,-0.02,-0.03,-0.02,-0.02,-0.02,-0.27,-0.23,-0.25,-0.25,-0.25,-0.29,-0.27,-0.28,-0.26,-0.07,-0.03,-0.06,-0.04,-0.05,-0.05,-0.07,-0.03,-0.02,-0.02,-0.03,-0.04,-0.02,-0.02,-0.03,-0.03,-0.01,-0.02,-0.01,-0.01,0.0,-0.02,-0.01,-0.02,-0.02,-0.01,-0.02,-0.02,-2.6726091346855063,-1.418857770475828
74s,3,1,0,0.32676,0.37462,0.41916,0.09239999999999998,5,2,suited,12.0,96.0,48.0,101.0,48.0,51.0,33.0,132.0,0.7272727272727273,1.9803921568627447,1.8823529411764703,2,1.04567748037898,-0.6431185789512726,-0.24,-0.09,-0.2,-0.16,-0.24,-0.22,-0.13,-0.25,-0.18,-0.07,-0.07,-0.08,-0.02,-0.07,-0.04,-0.09,-0.05,-0.17,-0.2,-0.2,-0.2,-0.24,0.02,-0.24,-0.19,-0.19,-0.1,-0.07,-0.1,-0.15,-0.03,-0.12,-0.08,-0.1,-0.11,-0.09,-0.16,-0.2,-0.09,-0.08,-0.1,-0.14,-0.17,0.04,0.06,-0.08,-0.06,-0.08,-0.06,-0.07,-0.07,-0.04,-0.06,0.03,-2.770884096624181,-0.4788157226004124
75o,2,0,0,0.32824,0.36802,0.40335,0.07511000000000001,5,3,offsuit,14.0,112.0,48.0,101.0,48.0,155.0,31.0,372.0,0.3010752688172043,0.6516129032258065,0.7225806451612903,0,2.1069884368509,-0.0567762876749573,-0.35,-0.1,-0.2,-0.26,-0.29,-0.34,-0.33,-0.32,-0.35,-0.03,-0.02,-0.03,-0.02,-0.04,-0.03,-0.01,-0.03,-0.27,-0.21,-0.25,-0.25,-0.25,-0.24,-0.27,-0.27,-0.23,-0.07,-0.04,-0.04,-0.03,-0.04,-0.05,-0.07,-0.02,-0.03,-0.05,-0.07,-0.04,-0.03,-0.02,-0.03,0.03,-0.01,0.01,-0.02,-0.04,-0.03,-0.04,-0.01,-0.04,-0.02,-0.02,-0.02,-0.02,-2.5729942160617134,-1.2149963129111128
75s,2,1,0,0.33728,0.38904,0.4341,0.09681999999999996,5,3,suited,14.0,112.0,48.0,101.0,48.0,51.0,31.0,124.0,0.9032258064516128,1.9803921568627447,2.196078431372549,2,0.7738061555509776,-0.4752408653066579,-0.24,0.03,-0.16,-0.18,-0.11,-0.23,-0.13,-0.17,-0.23,0.07,0.01,-0.01,0.01,0.1,-0.07,-0.04,-0.03,-0.16,-0.13,-0.07,-0.18,-0.22,-0.19,-0.1,-0.21,-0.15,-0.14,-0.08,-0.09,-0.2,-0.15,-0.03,-0.08,-0.08,-0.04,-0.28,-0.07,-0.08,-0.11,-0.03,-0.02,-0.04,-0.12,-0.06,-0.06,-0.12,-0.01,-0.04,-0.1,-0.02,0.04,-0.05,-0.14,-0.08,-2.268317244771217,0.1105049418136801
