hand1,hand2,hand1_equity,hand2_equity
75s,83s,0.45539999999999997,0.5446
75s,84o,0.46950000000000003,0.5305
75s,84s,0.4421,0.5579
75s,85o,0.35369999999999996,0.6463
75s,85s,0.34149999999999997,0.6585
75s,86o,0.41490000000000005,0.5851
86s,75s,0.6106,0.38939999999999997
75s,87o,0.3444,0.6556000000000001
87s,75s,0.6673,0.33270000000000005
88o,75s,0.8156,0.1844
75s,92o,0.48229999999999995,0.5177
75s,92s,0.4535,0.5465
75s,93o,0.4736,0.5264
75s,93s,0.4456,0.5544
75s,94o,0.4696,0.5304
75s,94s,0.4421,0.5579
75s,95o,0.35119999999999996,0.6487999999999999
75s,95s,0.33840000000000003,0.6616
75s,96o,0.4171,0.5829
75s,96s,0.39149999999999996,0.6085
75s,97o,0.3407,0.6593000000000001
97s,75s,0.6716,0.3284
75s,98o,0.3763,0.6236999999999999
98s,75s,0.6470999999999999,0.3529
99o,75s,0.8031999999999999,0.1968
75s,A2o,0.4664,0.5336
A2s,75s,0.562,0.43799999999999994
75s,A3o,0.45770000000000005,0.5423
A3s,75s,0.5699000000000001,0.4301
75s,A4o,0.45130000000000003,0.5487
A4s,75s,0.5757,0.4243
75s,A5o,0.33020000000000005,0.6698000000000001
A5s,75s,0.6829000000000001,0.3171
75s,A6o,0.4289,0.5710999999999999
A6s,75s,0.5975,0.4025
75s,A7o,0.322,0.6779999999999999
A7s,75s,0.6907,0.3093
75s,A8o,0.39759999999999995,0.6024
A8s,75s,0.6271,0.3729
75s,A9o,0.4,0.6
A9s,75s,0.6251,0.3749
AAo,75s,0.7902,0.20980000000000001
75s,AJo,0.39909999999999995,0.6009
AJs,75s,0.6262,0.3738
75s,AKo,0.4031,0.5969
AKs,75s,0.6225999999999999,0.3774
75s,AQo,0.39899999999999997,0.601
AQs,75s,0.6265,0.3735
75s,ATo,0.39590000000000003,0.6041
ATs,75s,0.6293,0.37070000000000003
75s,J2o,0.47759999999999997,0.5224
75s,J2s,0.4487,0.5513
75s,J3o,0.4689,0.5311
75s,J3s,0.44079999999999997,0.5592
75s,J4o,0.4625,0.5375
75s,J4s,0.435,0.565
75s,J5o,0.34590000000000004,0.6541
75s,J5s,0.3323,0.6677
75s,J6o,0.4316,0.5684
75s,J6s,0.40509999999999996,0.5949
75s,J7o,0.33759999999999996,0.6624
75s,J7s,0.3245,0.6755
75s,J8o,0.39159999999999995,0.6084
75s,J8s,0.36729999999999996,0.6327
75s,J9o,0.3885,0.6114999999999999
J9s,75s,0.6359,0.3641
JJo,75s,0.7903,0.2097
75s,JTo,0.381,0.619
JTs,75s,0.6433,0.3567
75s,K2o,0.47869999999999996,0.5213
75s,K2s,0.4496,0.5504
75s,K3o,0.47,0.53
75s,K3s,0.44170000000000004,0.5583
75s,K4o,0.4636,0.5364
75s,K4s,0.43579999999999997,0.5642
75s,K5o,0.33840000000000003,0.6616
75s,K5s,0.3248,0.6751999999999999
75s,K6o,0.42969999999999997,0.5703
75s,K6s,0.4032,0.5968
75s,K7o,0.3309,0.6690999999999999
75s,K7s,0.3176,0.6823999999999999
75s,K8o,0.4019,0.5981000000000001
75s,K8s,0.3768,0.6232
75s,K9o,0.3994,0.6006
75s,K9s,0.3743,0.6257
75s,KJo,0.3985,0.6015
KJs,75s,0.6268,0.3732
KKo,75s,0.7874,0.2126
75s,KQo,0.39840000000000003,0.6015999999999999
KQs,75s,0.6271,0.3729
75s,KTo,0.3953,0.6047
KTs,75s,0.6299,0.3701
75s,Q2o,0.4758,0.5242
75s,Q2s,0.44689999999999996,0.5531
75s,Q3o,0.4671,0.5329
75s,Q3s,0.439,0.561
75s,Q4o,0.4607,0.5393
75s,Q4s,0.43320000000000003,0.5668
75s,Q5o,0.3395,0.6605
75s,Q5s,0.3261,0.6739
75s,Q6o,0.4268,0.5732
75s,Q6s,0.40049999999999997,0.5995
75s,Q7o,0.3343,0.6657
75s,Q7s,0.321,0.679
75s,Q8o,0.3973,0.6027
75s,Q8s,0.3725,0.6275
75s,Q9o,0.3943,0.6057
75s,Q9s,0.36939999999999995,0.6306
75s,QJo,0.3906,0.6093999999999999
QJs,75s,0.6344,0.36560000000000004
QQo,75s,0.7916,0.2084
75s,QTo,0.3873,0.6127
QTs,75s,0.6374,0.3626
75s,T2o,0.47729999999999995,0.5227
75s,T2s,0.4485,0.5515
75s,T3o,0.4686,0.5314
75s,T3s,0.44060000000000005,0.5594
75s,T4o,0.4622,0.5378000000000001
75s,T4s,0.4347,0.5653
75s,T5o,0.3532,0.6468
75s,T5s,0.3393,0.6607
75s,T6o,0.42229999999999995,0.5777
75s,T6s,0.39640000000000003,0.6036
75s,T7o,0.3285,0.6715000000000001
75s,T7s,0.31629999999999997,0.6837000000000001
75s,T8o,0.3821,0.6179
T8s,75s,0.6417,0.3583
75s,T9o,0.3782,0.6218
T9s,75s,0.6456000000000001,0.3544
TTo,75s,0.7931999999999999,0.20679999999999998
76s,76o,0.5249,0.47509999999999997
77o,76o,0.8654999999999999,0.13449999999999998
76o,82o,0.47490000000000004,0.5251
82s,76o,0.5498,0.45020000000000004
76o,83o,0.46740000000000004,0.5326
83s,76o,0.5562,0.44380000000000003
76o,84o,0.45270000000000005,0.5473
84s,76o,0.5699000000000001,0.4301
76o,85o,0.43810000000000004,0.5619
85s,76o,0.5836,0.4164
76o,86o,0.3155,0.6845
86s,76o,0.6969,0.3031
87o,76o,0.6947,0.3053
87s,76o,0.7043,0.2957
88o,76o,0.8559,0.1441
76o,92o,0.4664,0.5336
92s,76o,0.5582,0.44179999999999997
76o,93o,0.4569,0.5431
93s,76o,0.5666,0.4334
76o,94o,0.4525,0.5475
94s,76o,0.5700999999999999,0.4299
76o,95o,0.4379,0.5621
95s,76o,0.5838,0.41619999999999996
76o,96o,0.3127,0.6873
96s,76o,0.7003,0.29969999999999997
76o,97o,0.3038,0.6962
97s,76o,0.7065,0.29350000000000004
98o,76o,0.6535,0.3465
98s,76o,0.6686,0.33140000000000003
99o,76o,0.8421,0.15789999999999998
A2o,76o,0.5395,0.46049999999999996
A2s,76o,0.5649000000000001,0.4351
A3o,76o,0.5514,0.4486
A3s,76o,0.5755,0.42450000000000004
A4o,76o,0.5586,0.4414
A4s,76o,0.5818,0.4182
A5o,76o,0.565,0.435
A5s,76o,0.5872999999999999,0.4127
A6o,76o,0.693,0.307
A6s,76o,0.7078,0.2922
A7o,76o,0.7023,0.2977
A7s,76o,0.7143999999999999,0.28559999999999997
A8o,76o,0.6253,0.3747
A8s,76o,0.6422,0.3578
A9o,76o,0.6227,0.37729999999999997
A9s,76o,0.6403,0.35969999999999996
AAo,76o,0.8133,0.1867
AJo,76o,0.6278,0.3722
AJs,76o,0.6461,0.3539
AKo,76o,0.62,0.38
AKs,76o,0.6388,0.36119999999999997
AQo,76o,0.6244,0.37560000000000004
AQs,76o,0.6429,0.35710000000000003
ATo,76o,0.6265,0.3735
ATs,76o,0.6443000000000001,0.3557
76o,J2o,0.45630000000000004,0.5437
J2s,76o,0.5687,0.4313
76o,J3o,0.4468,0.5532
J3s,76o,0.5771000000000001,0.4229
76o,J4o,0.44,0.56
J4s,76o,0.583,0.41700000000000004
76o,J5o,0.4336,0.5664
J5s,76o,0.5885,0.4115
76o,J6o,0.318,0.682
J6s,76o,0.6970000000000001,0.303
76o,J7o,0.29359999999999997,0.7064
J7s,76o,0.7175,0.2825
76o,J8o,0.3604,0.6396000000000001
J8s,76o,0.6556000000000001,0.3444
J9o,76o,0.6426999999999999,0.35729999999999995
J9s,76o,0.6589,0.3411
JJo,76o,0.8210999999999999,0.1789
JTo,76o,0.6506000000000001,0.3494
JTs,76o,0.6667000000000001,0.3333
76o,K2o,0.4608,0.5392
K2s,76o,0.5646,0.4354
76o,K3o,0.4512,0.5488000000000001
K3s,76o,0.5731,0.4269
76o,K4o,0.44439999999999996,0.5556
K4s,76o,0.579,0.42100000000000004
76o,K5o,0.43799999999999994,0.562
K5s,76o,0.5845,0.4155
76o,K6o,0.312,0.688
K6s,76o,0.703,0.297
76o,K7o,0.3029,0.6970999999999999
K7s,76o,0.7093,0.2907
76o,K8o,0.3759,0.6241
K8s,76o,0.6411,0.3589
K9o,76o,0.6265,0.3735
K9s,76o,0.6437999999999999,0.35619999999999996
KJo,76o,0.6317,0.36829999999999996
KJs,76o,0.6496,0.3504
KKo,76o,0.8134,0.1866
KQo,76o,0.6283,0.37170000000000003
KQs,76o,0.6464,0.35359999999999997
KTo,76o,0.6304,0.3696
KTs,76o,0.6479,0.3521
76o,Q2o,0.45770000000000005,0.5423
Q2s,76o,0.5675,0.4325
76o,Q3o,0.4481,0.5519
Q3s,76o,0.5759000000000001,0.4241
76o,Q4o,0.4413,0.5587
Q4s,76o,0.5818,0.4182
76o,Q5o,0.4349,0.5650999999999999
Q5s,76o,0.5872999999999999,0.4127
76o,Q6o,0.3129,0.6870999999999999
Q6s,76o,0.7019,0.2981
76o,Q7o,0.3063,0.6937000000000001
Q7s,76o,0.706,0.294
76o,Q8o,0.3711,0.6289
Q8s,76o,0.6456000000000001,0.3544
Q9o,76o,0.6319,0.36810000000000004
Q9s,76o,0.6489,0.35109999999999997
QJo,76o,0.6501,0.34990000000000004
QJs,76o,0.6668000000000001,0.3332
QQo,76o,0.8178,0.1822
QTo,76o,0.6389,0.3611
QTs,76o,0.6557999999999999,0.3442
76o,T2o,0.4611,0.5389
T2s,76o,0.5637,0.4363
76o,T3o,0.45159999999999995,0.5484
T3s,76o,0.5721,0.4279
76o,T4o,0.4448,0.5552
T4s,76o,0.578,0.42200000000000004
76o,T5o,0.441,0.5589999999999999
T5s,76o,0.581,0.419
76o,T6o,0.3147,0.6853
T6s,76o,0.6993,0.3007
76o,T7o,0.30269999999999997,0.6973
T7s,76o,0.7082999999999999,0.2917
76o,T8o,0.3542,0.6457999999999999
T8s,76o,0.6612,0.33880000000000005
T9o,76o,0.6493000000000001,0.3507
T9s,76o,0.665,0.335
TTo,76o,0.8287,0.17129999999999998
77o,76s,0.8172,0.18280000000000002
76s,82o,0.5046,0.4954
76s,82s,0.4752,0.5247999999999999
76s,83o,0.4975,0.5025
76s,83s,0.4689,0.5311
76s,84o,0.48340000000000005,0.5166
76s,84s,0.45549999999999996,0.5445
76s,85o,0.4694,0.5306000000000001
76s,85s,0.4422,0.5578
76s,86o,0.35259999999999997,0.6474
76s,86s,0.34090000000000004,0.6591
76s,87o,0.3452,0.6548
87s,76s,0.6661,0.33390000000000003
88o,76s,0.815,0.185
76s,92o,0.49670000000000003,0.5033
76s,92s,0.46740000000000004,0.5326
76s,93o,0.4876,0.5124
76s,93s,0.45909999999999995,0.5409
76s,94o,0.4836,0.5164
76s,94s,0.4556,0.5444
76s,95o,0.46950000000000003,0.5305
76s,95s,0.44229999999999997,0.5577000000000001
76s,96o,0.35009999999999997,0.6498999999999999
76s,96s,0.3378,0.6622
76s,97o,0.3439,0.6561
76s,97s,0.3319,0.6681
76s,98o,0.3834,0.6165999999999999
98s,76s,0.6402,0.35979999999999995
99o,76s,0.8020999999999999,0.1979
76s,A2o,0.4911,0.5089
76s,A2s,0.46140000000000003,0.5386
76s,A3o,0.4797,0.5203
76s,A3s,0.451,0.5489999999999999
76s,A4o,0.4729,0.5271
76s,A4s,0.4448,0.5552
76s,A5o,0.4669,0.5331
76s,A5s,0.4393,0.5607
76s,A6o,0.3446,0.6554000000000001
76s,A6s,0.33030000000000004,0.6697
76s,A7o,0.3379,0.6620999999999999
76s,A7s,0.324,0.6759999999999999
76s,A8o,0.41100000000000003,0.589
76s,A8s,0.3858,0.6142
76s,A9o,0.4133,0.5867
76s,A9s,0.38780000000000003,0.6122
AAo,76s,0.7753,0.22469999999999998
76s,AJo,0.4083,0.5917
AJs,76s,0.6175,0.3825
76s,AKo,0.4157,0.5843
AKs,76s,0.6106,0.38939999999999997
76s,AQo,0.41159999999999997,0.5884
AQs,76s,0.6145,0.38549999999999995
76s,ATo,0.40950000000000003,0.5905
ATs,76s,0.6161,0.3839
76s,J2o,0.48710000000000003,0.5129
76s,J2s,0.45770000000000005,0.5423
76s,J3o,0.478,0.522
76s,J3s,0.44939999999999997,0.5506
76s,J4o,0.47159999999999996,0.5284
76s,J4s,0.4436,0.5564
76s,J5o,0.4656,0.5344
76s,J5s,0.4382,0.5618
76s,J6o,0.3554,0.6446
76s,J6s,0.341,0.659
76s,J7o,0.3348,0.6652
76s,J7s,0.32189999999999996,0.6781
76s,J8o,0.3971,0.6029
76s,J8s,0.3728,0.6272
76s,J9o,0.39409999999999995,0.6059
76s,J9s,0.3696,0.6304
JJo,76s,0.7825,0.2175
76s,JTo,0.3865,0.6135
JTs,76s,0.6378,0.36219999999999997
76s,K2o,0.4913,0.5086999999999999
76s,K2s,0.46159999999999995,0.5384
76s,K3o,0.48219999999999996,0.5178
76s,K3s,0.4533,0.5467
76s,K4o,0.4758,0.5242
76s,K4s,0.4475,0.5525
76s,K5o,0.4698,0.5302
76s,K5s,0.4421,0.5579
76s,K6o,0.3494,0.6506000000000001
76s,K6s,0.335,0.665
76s,K7o,0.34299999999999997,0.657
76s,K7s,0.3289,0.6711
76s,K8o,0.4121,0.5879
76s,K8s,0.38689999999999997,0.6131
76s,K9o,0.4096,0.5904
76s,K9s,0.3843,0.6157
76s,KJo,0.4046,0.5954
76s,KJs,0.379,0.621
KKo,76s,0.7753,0.22469999999999998
76s,KQo,0.4078,0.5922
KQs,76s,0.6179,0.3821
76s,KTo,0.4058,0.5942000000000001
76s,KTs,0.38049999999999995,0.6195
76s,Q2o,0.4885,0.5115
76s,Q2s,0.45899999999999996,0.541
76s,Q3o,0.4794,0.5206000000000001
76s,Q3s,0.4507,0.5493
76s,Q4o,0.473,0.527
76s,Q4s,0.4448,0.5552
76s,Q5o,0.467,0.5329999999999999
76s,Q5s,0.43939999999999996,0.5606
76s,Q6o,0.3505,0.6495000000000001
76s,Q6s,0.33630000000000004,0.6637000000000001
76s,Q7o,0.34630000000000005,0.6537000000000001
76s,Q7s,0.3322,0.6678000000000001
76s,Q8o,0.4075,0.5925
76s,Q8s,0.3825,0.6175
76s,Q9o,0.4045,0.5954999999999999
76s,Q9s,0.3795,0.6204999999999999
76s,QJo,0.3875,0.6125
QJs,76s,0.6374,0.3626
QQo,76s,0.7794,0.2206
76s,QTo,0.3979,0.6021
76s,QTs,0.3729,0.6271
76s,T2o,0.4916,0.5084000000000001
76s,T2s,0.4623,0.5377000000000001
76s,T3o,0.4825,0.5175
76s,T3s,0.45399999999999996,0.546
76s,T4o,0.47609999999999997,0.5239
76s,T4s,0.4482,0.5518
76s,T5o,0.4727,0.5273
76s,T5s,0.44520000000000004,0.5548
76s,T6o,0.3521,0.6479
76s,T6s,0.33880000000000005,0.6612
76s,T7o,0.3431,0.6568999999999999
76s,T7s,0.33030000000000004,0.6697
76s,T8o,0.391,0.609
76s,T8s,0.3671,0.6329
76s,T9o,0.3875,0.6125
T9s,76s,0.6365,0.3635
TTo,76s,0.7896,0.2104
77o,82o,0.725,0.275
77o,82s,0.6884,0.3116
77o,83o,0.7208,0.2792
77o,83s,0.6846,0.3154
77o,84o,0.7126,0.2874
77o,84s,0.6769,0.3231
77o,85o,0.7045,0.2955
77o,85s,0.6692,0.3308
77o,86o,0.7006,0.2994
77o,86s,0.6654000000000001,0.3346
77o,87o,0.643,0.35700000000000004
77o,87s,0.6076,0.3924
88o,77o,0.8181999999999999,0.1818
77o,92o,0.7193,0.2807
77o,92s,0.6831,0.3169
77o,93o,0.7136,0.2864
77o,93s,0.6779000000000001,0.3221
77o,94o,0.7131000000000001,0.2869
77o,94s,0.6774,0.3226
77o,95o,0.705,0.295
77o,95s,0.6698000000000001,0.33020000000000005
77o,96o,0.7011,0.2989
77o,96s,0.6659,0.33409999999999995
77o,97o,0.6541,0.34590000000000004
77o,97s,0.6178,0.3822
77o,98o,0.5357999999999999,0.4642
77o,98s,0.51,0.49
99o,77o,0.8156,0.1844
77o,A2o,0.7025,0.2975
77o,A2s,0.667,0.33299999999999996
77o,A3o,0.6968000000000001,0.3032
77o,A3s,0.6618,0.3382
77o,A4o,0.6943,0.3057
77o,A4s,0.6595,0.34049999999999997
77o,A5o,0.6923,0.3077
77o,A5s,0.6577,0.3423
77o,A6o,0.7095,0.2905
77o,A6s,0.6737000000000001,0.32630000000000003
77o,A7o,0.6958,0.3042
77o,A7s,0.6557999999999999,0.3442
77o,A8o,0.5647,0.4353
77o,A8s,0.5372,0.4628
77o,A9o,0.5639,0.4361
77o,A9s,0.5364,0.4636
AAo,77o,0.8048000000000001,0.19519999999999998
77o,AJo,0.5465,0.4535
77o,AJs,0.5201,0.4799
77o,AKo,0.5498,0.45020000000000004
77o,AKs,0.5231,0.4769
77o,AQo,0.5453,0.4547
77o,AQs,0.5189,0.48109999999999997
77o,ATo,0.5472,0.45280000000000004
77o,ATs,0.5209,0.47909999999999997
77o,J2o,0.7114,0.28859999999999997
77o,J2s,0.6755,0.3245
77o,J3o,0.7056999999999999,0.2943
77o,J3s,0.6703,0.3297
77o,J4o,0.7031999999999999,0.2968
77o,J4s,0.6679999999999999,0.332
77o,J5o,0.7012999999999999,0.2987
77o,J5s,0.6663,0.3337
77o,J6o,0.7056,0.2944
77o,J6s,0.6701999999999999,0.3298
77o,J7o,0.6796,0.3204
77o,J7s,0.6411,0.3589
77o,J8o,0.5468,0.4532
77o,J8s,0.5206000000000001,0.4794
77o,J9o,0.534,0.466
77o,J9s,0.5085999999999999,0.4914
JJo,77o,0.8090999999999999,0.1909
77o,JTo,0.5172,0.4828
77o,JTs,0.493,0.507
77o,K2o,0.7138,0.2862
77o,K2s,0.6776000000000001,0.3224
77o,K3o,0.7081999999999999,0.2918
77o,K3s,0.6724,0.3276
77o,K4o,0.7056,0.2944
77o,K4s,0.6701,0.3299
77o,K5o,0.7037,0.2963
77o,K5s,0.6683,0.3317
77o,K6o,0.706,0.294
77o,K6s,0.6704000000000001,0.3296
77o,K7o,0.6962,0.3038
77o,K7s,0.6562,0.34380000000000005
77o,K8o,0.5684,0.4316
77o,K8s,0.5406,0.4594
77o,K9o,0.5557,0.4443
77o,K9s,0.5288,0.47119999999999995
77o,KJo,0.5382,0.4618
77o,KJs,0.5125,0.4875
KKo,77o,0.8047,0.1953
77o,KQo,0.5371,0.4629
77o,KQs,0.5113,0.48869999999999997
77o,KTo,0.5389,0.4611
77o,KTs,0.5132,0.4868
77o,Q2o,0.7098,0.2902
77o,Q2s,0.6739,0.3261
77o,Q3o,0.7041,0.2959
77o,Q3s,0.6687000000000001,0.33130000000000004
77o,Q4o,0.7016,0.2984
77o,Q4s,0.6664,0.3336
77o,Q5o,0.6995999999999999,0.3004
77o,Q5s,0.6646,0.3354
77o,Q6o,0.7020000000000001,0.298
77o,Q6s,0.6667000000000001,0.3333
77o,Q7o,0.6944,0.3056
77o,Q7s,0.6546,0.3454
77o,Q8o,0.5515,0.4485
77o,Q8s,0.5249,0.47509999999999997
77o,Q9o,0.5387,0.46130000000000004
77o,Q9s,0.513,0.48700000000000004
77o,QJo,0.5207,0.4793
77o,QJs,0.4962,0.5038
QQo,77o,0.8092,0.19079999999999997
77o,QTo,0.5219,0.4781
77o,QTs,0.4974,0.5025999999999999
77o,T2o,0.7131000000000001,0.2869
77o,T2s,0.6772,0.32280000000000003
77o,T3o,0.7073999999999999,0.2926
77o,T3s,0.672,0.32799999999999996
77o,T4o,0.7049,0.29510000000000003
77o,T4s,0.6697,0.33030000000000004
77o,T5o,0.705,0.295
77o,T5s,0.6698000000000001,0.33020000000000005
77o,T6o,0.7011,0.2989
77o,T6s,0.6659999999999999,0.33399999999999996
77o,T7o,0.6646,0.3354
77o,T7s,0.6274000000000001,0.3726
77o,T8o,0.5395,0.46049999999999996
77o,T8s,0.5136,0.4864
77o,T9o,0.5266,0.47340000000000004
77o,T9s,0.5015999999999999,0.4984
TTo,77o,0.8125,0.1875
82s,82o,0.5251,0.47490000000000004
82o,83o,0.4706,0.5294
83s,82o,0.5548,0.44520000000000004
82o,84o,0.4596,0.5404
84s,82o,0.5649000000000001,0.4351
82o,85o,0.424,0.5760000000000001
85s,82o,0.5979,0.4021
82o,86o,0.38780000000000003,0.6122
86s,82o,0.6315999999999999,0.36840000000000006
87o,82o,0.6520999999999999,0.3479
87s,82o,0.6688,0.3312
88o,82o,0.9334,0.0666
92o,82o,0.7191,0.2809
92s,82o,0.7308,0.2692
93o,82o,0.6309,0.3691
93s,82o,0.6492,0.3508
94o,82o,0.6321,0.3679
94s,82o,0.65,0.35
95o,82o,0.6448,0.3552
95s,82o,0.6618999999999999,0.3381
96o,82o,0.6542,0.3458
96s,82o,0.6708,0.3292
97o,82o,0.6668000000000001,0.3332
97s,82o,0.6827,0.3173
98o,82o,0.7397,0.26030000000000003
98s,82o,0.7481,0.2519
99o,82o,0.8848,0.1152
A2o,82o,0.748,0.252
A2s,82o,0.7593000000000001,0.2407
A3o,82o,0.6412,0.3588
A3s,82o,0.6593000000000001,0.3407
A4o,82o,0.6453,0.3547
A4s,82o,0.6629,0.3371
A5o,82o,0.649,0.35100000000000003
A5s,82o,0.6662,0.33380000000000004
A6o,82o,0.6392,0.3608
A6s,82o,0.6570999999999999,0.3429
A7o,82o,0.6456000000000001,0.3544
A7s,82o,0.6629,0.3371
A8o,82o,0.7676000000000001,0.2324
A8s,82o,0.7754000000000001,0.22460000000000002
A9o,82o,0.6786,0.3214
A9s,82o,0.6933,0.30670000000000003
AAo,82o,0.8776,0.12240000000000001
AJo,82o,0.6779000000000001,0.3221
AJs,82o,0.6929000000000001,0.3071
AKo,82o,0.6754000000000001,0.3246
AKs,82o,0.6909000000000001,0.3091
AQo,82o,0.6751,0.3249
AQs,82o,0.6905,0.3095
ATo,82o,0.6812,0.3188
ATs,82o,0.6958,0.3042
82o,J2o,0.2652,0.7348
J2s,82o,0.7462000000000001,0.25379999999999997
82o,J3o,0.3663,0.6336999999999999
J3s,82o,0.652,0.348
82o,J4o,0.36219999999999997,0.6378
J4s,82o,0.6557,0.3443
82o,J5o,0.35850000000000004,0.6415000000000001
J5s,82o,0.6589,0.3411
82o,J6o,0.3613,0.6386999999999999
J6s,82o,0.6563,0.34369999999999995
82o,J7o,0.34869999999999995,0.6513
J7s,82o,0.6681999999999999,0.3318
J8o,82o,0.7542,0.2458
J8s,82o,0.7623000000000001,0.2377
J9o,82o,0.6951999999999999,0.3048
J9s,82o,0.7087,0.2913
JJo,82o,0.8801000000000001,0.1199
JTo,82o,0.6984999999999999,0.3015
JTs,82o,0.7118000000000001,0.2882
82o,K2o,0.2566,0.7434000000000001
K2s,82o,0.7548999999999999,0.2451
82o,K3o,0.366,0.634
K3s,82o,0.6526000000000001,0.34740000000000004
82o,K4o,0.3619,0.6381
K4s,82o,0.6562,0.34380000000000005
82o,K5o,0.3583,0.6417
K5s,82o,0.6595,0.34049999999999997
82o,K6o,0.358,0.642
K6s,82o,0.6597,0.3403
82o,K7o,0.3544,0.6456000000000001
K7s,82o,0.6629999999999999,0.337
82o,K8o,0.2402,0.7598
K8s,82o,0.7681999999999999,0.2318
K9o,82o,0.6803,0.3197
K9s,82o,0.6951,0.3049
KJo,82o,0.6801,0.31989999999999996
KJs,82o,0.6951999999999999,0.3048
KKo,82o,0.879,0.121
KQo,82o,0.6804000000000001,0.3196
KQs,82o,0.6956,0.3044
KTo,82o,0.6829000000000001,0.3171
KTs,82o,0.6976,0.3024
82o,Q2o,0.2619,0.7381
Q2s,82o,0.7495999999999999,0.2504
82o,Q3o,0.36729999999999996,0.6327
Q3s,82o,0.6513,0.34869999999999995
82o,Q4o,0.3632,0.6368
Q4s,82o,0.6548999999999999,0.34509999999999996
82o,Q5o,0.35960000000000003,0.6404000000000001
Q5s,82o,0.6581,0.3419
82o,Q6o,0.3593,0.6406999999999999
Q6s,82o,0.6583,0.3417
82o,Q7o,0.3589,0.6411
Q7s,82o,0.6587999999999999,0.34119999999999995
82o,Q8o,0.24239999999999998,0.7576
Q8s,82o,0.7658,0.23420000000000002
Q9o,82o,0.6867,0.31329999999999997
Q9s,82o,0.7009000000000001,0.2991
QJo,82o,0.6866,0.3134
QJs,82o,0.7011,0.2989
QQo,82o,0.8778,0.1222
QTo,82o,0.6894,0.3106
QTs,82o,0.7034999999999999,0.2965
82o,T2o,0.2705,0.7295
T2s,82o,0.7409,0.2591
82o,T3o,0.36590000000000006,0.6341
T3s,82o,0.6523,0.3477
82o,T4o,0.3618,0.6382
T4s,82o,0.6559,0.34409999999999996
82o,T5o,0.3611,0.6389
T5s,82o,0.6564,0.3436
82o,T6o,0.3518,0.6481999999999999
T6s,82o,0.6652,0.3348
82o,T7o,0.33909999999999996,0.6609
T7s,82o,0.6770999999999999,0.32289999999999996
T8o,82o,0.7484999999999999,0.2515
T8s,82o,0.7567,0.2433
T9o,82o,0.7034,0.2966
T9s,82o,0.7162000000000001,0.2838
TTo,82o,0.8826999999999999,0.1173
82s,83o,0.49920000000000003,0.5008
82s,83s,0.4736,0.5264
82s,84o,0.4889,0.5111
82s,84s,0.46409999999999996,0.5359
82s,85o,0.4558,0.5442
85s,82s,0.5665,0.4335
82s,86o,0.42210000000000003,0.5779
86s,82s,0.5978,0.4022
82s,87o,0.385,0.615
87s,82s,0.6322,0.3678
88o,82s,0.8798999999999999,0.1201
82s,92o,0.32159999999999994,0.6784
92s,82s,0.6895,0.3105
82s,93o,0.40619999999999995,0.5938
82s,93s,0.3801,0.6199
82s,94o,0.40509999999999996,0.5949
82s,94s,0.37920000000000004,0.6208
82s,95o,0.39280000000000004,0.6072
82s,95s,0.3676,0.6324000000000001
82s,96o,0.3837,0.6163000000000001
96s,82s,0.6409999999999999,0.359
82s,97o,0.3716,0.6284000000000001
97s,82s,0.6525,0.3475
82s,98o,0.304,0.696
98s,82s,0.7059000000000001,0.29410000000000003
99o,82s,0.8421,0.15789999999999998
82s,A2o,0.2938,0.7062
A2s,82s,0.7169,0.28309999999999996
82s,A3o,0.39649999999999996,0.6035
A3s,82s,0.6295000000000001,0.3705
82s,A4o,0.3926,0.6074
A4s,82s,0.6331,0.3669
82s,A5o,0.38909999999999995,0.6109
A5s,82s,0.6362,0.3638
82s,A6o,0.3986,0.6014
A6s,82s,0.6272,0.3728
82s,A7o,0.3926,0.6074
A7s,82s,0.6329,0.3671
82s,A8o,0.2772,0.7228
A8s,82s,0.7323000000000001,0.2677
82s,A9o,0.361,0.639
A9s,82s,0.6626000000000001,0.33740000000000003
AAo,82s,0.8355,0.16449999999999998
82s,AJo,0.3617,0.6383
AJs,82s,0.6622,0.3378
82s,AKo,0.3642,0.6358
AKs,82s,0.6601,0.33990000000000004
82s,AQo,0.3643,0.6357
AQs,82s,0.6598,0.34020000000000006
82s,ATo,0.35850000000000004,0.6415000000000001
ATs,82s,0.665,0.335
82s,J2o,0.3066,0.6934
82s,J2s,0.2958,0.7042
82s,J3o,0.40369999999999995,0.5963
J3s,82s,0.6225,0.3775
82s,J4o,0.3998,0.6002000000000001
J4s,82s,0.626,0.374
82s,J5o,0.39630000000000004,0.6037
J5s,82s,0.6292,0.37079999999999996
82s,J6o,0.39899999999999997,0.601
J6s,82s,0.6267,0.37329999999999997
82s,J7o,0.38689999999999997,0.6131
J7s,82s,0.6382,0.3618
82s,J8o,0.2902,0.7098
J8s,82s,0.7195,0.2805
82s,J9o,0.34490000000000004,0.6551
J9s,82s,0.6777,0.3223
JJo,82s,0.8378,0.16219999999999998
82s,JTo,0.3417,0.6583
JTs,82s,0.6808,0.31920000000000004
82s,K2o,0.2984,0.7016
K2s,82s,0.7125,0.2875
82s,K3o,0.40369999999999995,0.5963
K3s,82s,0.6228,0.3772
82s,K4o,0.3997,0.6003000000000001
K4s,82s,0.6264,0.3736
82s,K5o,0.3962,0.6038
K5s,82s,0.6295000000000001,0.3705
