hand1,hand2,hand1_equity,hand2_equity
AKs,94o,0.6897,0.3103
AQo,94o,0.6739,0.3261
AQs,94o,0.6893,0.3107
ATo,94o,0.68,0.32
ATs,94o,0.6945999999999999,0.3054
94o,J2o,0.4056,0.5943999999999999
J2s,94o,0.6157,0.3843
94o,J3o,0.40159999999999996,0.5984
J3s,94o,0.6192,0.38079999999999997
94o,J4o,0.2636,0.7364
J4s,94o,0.7474,0.2526
94o,J5o,0.3583,0.6417
J5s,94o,0.6589,0.3411
94o,J6o,0.36119999999999997,0.6388
J6s,94o,0.6562,0.34380000000000005
94o,J7o,0.3521,0.6479
J7s,94o,0.6648999999999999,0.33509999999999995
J8o,94o,0.6568999999999999,0.3431
J8s,94o,0.6734,0.32659999999999995
J9o,94o,0.7512000000000001,0.2488
J9s,94o,0.7593000000000001,0.2407
JJo,94o,0.8785,0.1215
JTo,94o,0.7019,0.2981
JTs,94o,0.7148,0.2852
94o,K2o,0.4089,0.5911
K2s,94o,0.613,0.387
94o,K3o,0.40490000000000004,0.5951
K3s,94o,0.6164999999999999,0.3835
94o,K4o,0.259,0.741
K4s,94o,0.7524,0.24760000000000001
94o,K5o,0.3616,0.6384000000000001
K5s,94o,0.6562,0.34380000000000005
94o,K6o,0.3615,0.6385000000000001
K6s,94o,0.6563,0.34369999999999995
94o,K7o,0.3615,0.6385000000000001
K7s,94o,0.6563,0.34369999999999995
94o,K8o,0.36469999999999997,0.6353
K8s,94o,0.6534,0.34659999999999996
K9o,94o,0.7564,0.24359999999999998
K9s,94o,0.7646999999999999,0.2353
KJo,94o,0.6799,0.3201
KJs,94o,0.6947,0.3053
KKo,94o,0.8733,0.1267
KQo,94o,0.6772,0.32280000000000003
KQs,94o,0.6923,0.3077
KTo,94o,0.6831999999999999,0.31679999999999997
KTs,94o,0.6976,0.3024
94o,Q2o,0.4072,0.5928
Q2s,94o,0.6144,0.3856
94o,Q3o,0.4032,0.5968
Q3s,94o,0.6179,0.3821
94o,Q4o,0.2609,0.7391
Q4s,94o,0.7503,0.24969999999999998
94o,Q5o,0.3599,0.6401
Q5s,94o,0.6576000000000001,0.34240000000000004
94o,Q6o,0.35979999999999995,0.6402
Q6s,94o,0.6577,0.3423
94o,Q7o,0.3628,0.6372
Q7s,94o,0.6548999999999999,0.34509999999999996
94o,Q8o,0.3538,0.6462
Q8s,94o,0.6635,0.33649999999999997
Q9o,94o,0.7544,0.24559999999999998
Q9s,94o,0.7626000000000001,0.23739999999999997
QJo,94o,0.6890999999999999,0.3109
QJs,94o,0.7031999999999999,0.2968
QQo,94o,0.8756999999999999,0.1243
QTo,94o,0.6923999999999999,0.30760000000000004
QTs,94o,0.7061,0.2939
94o,T2o,0.4053,0.5947
T2s,94o,0.6158,0.38420000000000004
94o,T3o,0.40130000000000005,0.5987
T3s,94o,0.6194,0.38060000000000005
94o,T4o,0.2692,0.7308
T4s,94o,0.7419,0.2581
94o,T5o,0.36060000000000003,0.6394
T5s,94o,0.6566,0.34340000000000004
94o,T6o,0.3518,0.6481999999999999
T6s,94o,0.665,0.335
94o,T7o,0.3427,0.6573
T7s,94o,0.6736,0.3264
T8o,94o,0.6664,0.3336
T8s,94o,0.6822,0.3178
T9o,94o,0.7469,0.2531
T9s,94o,0.7551000000000001,0.24489999999999998
TTo,94o,0.8811,0.1189
94s,95o,0.4646,0.5354
95s,94s,0.5582,0.44179999999999997
94s,96o,0.4269,0.5731
96s,94s,0.5932,0.4068
94s,97o,0.39189999999999997,0.6081
97s,94s,0.6258,0.37420000000000003
94s,98o,0.3589,0.6411
98s,94s,0.6566,0.34340000000000004
99o,94s,0.878,0.122
94s,A2o,0.4301,0.5699000000000001
A2s,94s,0.5969,0.4031
94s,A3o,0.42619999999999997,0.5738
A3s,94s,0.6004,0.3996
94s,A4o,0.2919,0.7081000000000001
A4s,94s,0.7184999999999999,0.2815
94s,A5o,0.38799999999999996,0.612
A5s,94s,0.6372,0.3628
94s,A6o,0.3975,0.6025
A6s,94s,0.6282,0.3718
94s,A7o,0.39490000000000003,0.6051
A7s,94s,0.6306,0.36939999999999995
94s,A8o,0.39490000000000003,0.6051
A8s,94s,0.6306,0.36939999999999995
94s,A9o,0.2818,0.7182
A9s,94s,0.728,0.272
AAo,94s,0.8355,0.16449999999999998
94s,AJo,0.3628,0.6372
AJs,94s,0.6611,0.3389
94s,AKo,0.3653,0.6347
AKs,94s,0.659,0.341
94s,AQo,0.3654,0.6346
AQs,94s,0.6587000000000001,0.34130000000000005
94s,ATo,0.35969999999999996,0.6403
ATs,94s,0.6639,0.3361
94s,J2o,0.43979999999999997,0.5602
J2s,94s,0.5872999999999999,0.4127
94s,J3o,0.436,0.564
J3s,94s,0.5908,0.4092
94s,J4o,0.3049,0.6951
J4s,94s,0.7055,0.2945
94s,J5o,0.39590000000000003,0.6041
J5s,94s,0.6294,0.37060000000000004
94s,J6o,0.3987,0.6013000000000001
J6s,94s,0.6268,0.3732
94s,J7o,0.3899,0.6101
J7s,94s,0.6352,0.36479999999999996
94s,J8o,0.3811,0.6189
J8s,94s,0.6436,0.3564
94s,J9o,0.2929,0.7071
J9s,94s,0.7168000000000001,0.2832
JJo,94s,0.8364,0.1636
94s,JTo,0.3382,0.6618
JTs,94s,0.684,0.316
94s,K2o,0.44299999999999995,0.557
K2s,94s,0.5846,0.4154
94s,K3o,0.43920000000000003,0.5608
K3s,94s,0.588,0.41200000000000003
94s,K4o,0.3004,0.6995999999999999
K4s,94s,0.7104,0.2896
94s,K5o,0.39909999999999995,0.6009
K5s,94s,0.6265999999999999,0.3734
94s,K6o,0.39909999999999995,0.6009
K6s,94s,0.6267,0.37329999999999997
94s,K7o,0.39899999999999997,0.601
K7s,94s,0.6267,0.37329999999999997
94s,K8o,0.402,0.598
K8s,94s,0.6239,0.3761
94s,K9o,0.2879,0.7121
K9s,94s,0.7222,0.2778
94s,KJo,0.3594,0.6406000000000001
KJs,94s,0.6642,0.3358
KKo,94s,0.8316,0.1684
94s,KQo,0.36210000000000003,0.6379
KQs,94s,0.6618999999999999,0.3381
94s,KTo,0.3563,0.6437
KTs,94s,0.6670999999999999,0.3329
94s,Q2o,0.4414,0.5586
Q2s,94s,0.586,0.414
94s,Q3o,0.4375,0.5625
Q3s,94s,0.5895,0.4105
94s,Q4o,0.3023,0.6977
Q4s,94s,0.7082999999999999,0.2917
94s,Q5o,0.3975,0.6025
94s,Q5s,0.37189999999999995,0.6281
94s,Q6o,0.39740000000000003,0.6026
Q6s,94s,0.6282,0.3718
94s,Q7o,0.40020000000000006,0.5998
Q7s,94s,0.6255,0.37450000000000006
94s,Q8o,0.3914,0.6086
Q8s,94s,0.6339,0.3661
94s,Q9o,0.2898,0.7101999999999999
Q9s,94s,0.7201000000000001,0.2799
94s,QJo,0.3505,0.6495000000000001
QJs,94s,0.6726000000000001,0.3274
QQo,94s,0.8338,0.16620000000000001
94s,QTo,0.34740000000000004,0.6526000000000001
QTs,94s,0.6754000000000001,0.3246
94s,T2o,0.4395,0.5605
T2s,94s,0.5875,0.4125
94s,T3o,0.43560000000000004,0.5644
T3s,94s,0.591,0.409
94s,T4o,0.3102,0.6898000000000001
T4s,94s,0.7001999999999999,0.2998
94s,T5o,0.39799999999999996,0.602
T5s,94s,0.6273,0.37270000000000003
94s,T6o,0.3895,0.6104999999999999
94s,T6s,0.36460000000000004,0.6354
94s,T7o,0.38060000000000005,0.6194
T7s,94s,0.6439,0.35609999999999997
94s,T8o,0.3718,0.6282
T8s,94s,0.6523,0.3477
94s,T9o,0.297,0.703
T9s,94s,0.7127,0.2873
TTo,94s,0.8388,0.1612
95s,95o,0.525,0.475
96o,95o,0.5987,0.40130000000000005
96s,95o,0.6183,0.38170000000000004
97o,95o,0.6392,0.3608
97s,95o,0.6561,0.3439
98o,95o,0.6720999999999999,0.32789999999999997
98s,95o,0.6869,0.3131
99o,95o,0.9125,0.0875
A2o,95o,0.5912,0.40880000000000005
A2s,95o,0.6131,0.38689999999999997
A3o,95o,0.5952000000000001,0.4048
A3s,95o,0.6165999999999999,0.3834
A4o,95o,0.5953,0.4047
A4s,95o,0.6167,0.3833
A5o,95o,0.7361,0.2639
A5s,95o,0.748,0.252
A6o,95o,0.6274000000000001,0.3726
A6s,95o,0.6455,0.35450000000000004
A7o,95o,0.6301,0.3699
A7s,95o,0.648,0.35200000000000004
A8o,95o,0.6301,0.3699
A8s,95o,0.648,0.35200000000000004
A9o,95o,0.7454000000000001,0.2546
A9s,95o,0.7545999999999999,0.24539999999999998
AAo,95o,0.8599,0.1401
AJo,95o,0.6626000000000001,0.33740000000000003
AJs,95o,0.6785,0.3215
AKo,95o,0.6602,0.3398
AKs,95o,0.6765000000000001,0.3235
AQo,95o,0.6598999999999999,0.34009999999999996
AQs,95o,0.6761,0.3239
ATo,95o,0.6659999999999999,0.33399999999999996
ATs,95o,0.6816,0.3184
95o,J2o,0.4191,0.5809000000000001
J2s,95o,0.6031,0.3969
95o,J3o,0.41509999999999997,0.5849
J3s,95o,0.6065999999999999,0.3934
95o,J4o,0.415,0.585
J4s,95o,0.6065999999999999,0.3934
95o,J5o,0.2775,0.7225
J5s,95o,0.7343999999999999,0.2656
95o,J6o,0.3741,0.6259
J6s,95o,0.6437999999999999,0.35619999999999996
95o,J7o,0.3649,0.6351
J7s,95o,0.6525,0.3475
J8o,95o,0.6441,0.35590000000000005
J8s,95o,0.6611,0.3389
J9o,95o,0.7340000000000001,0.266
J9s,95o,0.7432,0.2568
JJo,95o,0.8609,0.1391
JTo,95o,0.688,0.312
JTs,95o,0.7018000000000001,0.2982
95o,K2o,0.4224,0.5776
K2s,95o,0.6003000000000001,0.3997
95o,K3o,0.41840000000000005,0.5816
K3s,95o,0.6039,0.3961
95o,K4o,0.4183,0.5817
K4s,95o,0.6039,0.3961
95o,K5o,0.2729,0.7271
K5s,95o,0.7394,0.2606
95o,K6o,0.37439999999999996,0.6256
K6s,95o,0.6439,0.35609999999999997
95o,K7o,0.37439999999999996,0.6256
K7s,95o,0.6439,0.35609999999999997
95o,K8o,0.3775,0.6225
K8s,95o,0.6409999999999999,0.359
K9o,95o,0.7391,0.2609
K9s,95o,0.7486,0.2514
KJo,95o,0.6659,0.33409999999999995
KJs,95o,0.6815000000000001,0.3185
KKo,95o,0.8556999999999999,0.14429999999999998
KQo,95o,0.6631999999999999,0.3368
KQs,95o,0.6790999999999999,0.3209
KTo,95o,0.6693000000000001,0.3307
KTs,95o,0.6847,0.3153
95o,Q2o,0.42060000000000003,0.5794
Q2s,95o,0.6018,0.3982
95o,Q3o,0.41659999999999997,0.5834
Q3s,95o,0.6053000000000001,0.3947
95o,Q4o,0.41659999999999997,0.5834
Q4s,95o,0.6053000000000001,0.3947
95o,Q5o,0.2748,0.7252
Q5s,95o,0.7373000000000001,0.2627
95o,Q6o,0.37270000000000003,0.6273
Q6s,95o,0.6453,0.3547
95o,Q7o,0.37560000000000004,0.6244
Q7s,95o,0.6425,0.3575
95o,Q8o,0.3666,0.6334000000000001
Q8s,95o,0.6511,0.3489
Q9o,95o,0.7371,0.26289999999999997
Q9s,95o,0.7465,0.2535
QJo,95o,0.6751,0.3249
QJs,95o,0.69,0.31
QQo,95o,0.8581,0.1419
QTo,95o,0.6785,0.3215
QTs,95o,0.6931,0.3069
95o,T2o,0.419,0.581
T2s,95o,0.6031,0.3969
95o,T3o,0.415,0.585
T3s,95o,0.6067,0.3933
95o,T4o,0.41490000000000005,0.5851
T4s,95o,0.6067,0.3933
95o,T5o,0.2854,0.7145999999999999
T5s,95o,0.7268000000000001,0.2732
95o,T6o,0.36460000000000004,0.6354
T6s,95o,0.6526000000000001,0.34740000000000004
95o,T7o,0.3555,0.6445000000000001
T7s,95o,0.6613,0.3387
T8o,95o,0.6536,0.3464
T8s,95o,0.6698999999999999,0.3301
T9o,95o,0.7459,0.2541
T9s,95o,0.754,0.24600000000000002
TTo,95o,0.8640000000000001,0.136
95s,96o,0.4343,0.5657
96s,95s,0.5859000000000001,0.41409999999999997
95s,97o,0.39659999999999995,0.6034
97s,95s,0.6209,0.3791
95s,98o,0.36590000000000006,0.6341
98s,95s,0.6496,0.3504
99o,95s,0.8608,0.1392
95s,A2o,0.4425,0.5575
A2s,95s,0.5849,0.41509999999999997
95s,A3o,0.4387,0.5613
A3s,95s,0.5884,0.41159999999999997
95s,A4o,0.4386,0.5614
A4s,95s,0.5884,0.41159999999999997
95s,A5o,0.30469999999999997,0.6953
A5s,95s,0.7066,0.2934
95s,A6o,0.40950000000000003,0.5905
A6s,95s,0.6164999999999999,0.3835
95s,A7o,0.4069,0.5931000000000001
A7s,95s,0.6189,0.3811
95s,A8o,0.4069,0.5931000000000001
A8s,95s,0.6189,0.3811
95s,A9o,0.2979,0.7021
A9s,95s,0.7131000000000001,0.2869
AAo,95s,0.8190000000000001,0.18100000000000002
95s,AJo,0.37579999999999997,0.6242
AJs,95s,0.6486,0.3514
95s,AKo,0.37829999999999997,0.6217
AKs,95s,0.6465000000000001,0.35350000000000004
95s,AQo,0.3785,0.6214999999999999
AQs,95s,0.6462,0.3538
95s,ATo,0.3726,0.6274000000000001
ATs,95s,0.6516,0.34840000000000004
95s,J2o,0.4522,0.5478000000000001
J2s,95s,0.5754,0.42460000000000003
95s,J3o,0.4484,0.5516
J3s,95s,0.5788,0.42119999999999996
95s,J4o,0.4483,0.5517
J4s,95s,0.5788,0.42119999999999996
95s,J5o,0.3177,0.6823
J5s,95s,0.6936,0.3064
95s,J6o,0.4107,0.5893
J6s,95s,0.6151,0.3849
95s,J7o,0.4018,0.5982
J7s,95s,0.6236,0.3764
95s,J8o,0.39299999999999996,0.607
J8s,95s,0.632,0.368
95s,J9o,0.3089,0.6911
J9s,95s,0.7020000000000001,0.298
JJo,95s,0.82,0.18
95s,JTo,0.35109999999999997,0.6489
JTs,95s,0.6717,0.3283
95s,K2o,0.45549999999999996,0.5445
K2s,95s,0.5726,0.4274
95s,K3o,0.45159999999999995,0.5484
K3s,95s,0.5761,0.4239
95s,K4o,0.45159999999999995,0.5484
K4s,95s,0.5761,0.4239
95s,K5o,0.3132,0.6868000000000001
K5s,95s,0.6984999999999999,0.3015
95s,K6o,0.41100000000000003,0.589
K6s,95s,0.6151,0.3849
95s,K7o,0.41100000000000003,0.589
K7s,95s,0.6151,0.3849
95s,K8o,0.414,0.586
K8s,95s,0.6123,0.38770000000000004
95s,K9o,0.3039,0.6960999999999999
K9s,95s,0.7073,0.2927
95s,KJo,0.3724,0.6275999999999999
KJs,95s,0.6517000000000001,0.3483
KKo,95s,0.8151,0.18489999999999998
95s,KQo,0.3751,0.6249
KQs,95s,0.6494,0.3506
95s,KTo,0.36920000000000003,0.6308
KTs,95s,0.6548,0.3452
95s,Q2o,0.45380000000000004,0.5462
Q2s,95s,0.5740999999999999,0.42590000000000006
95s,Q3o,0.4499,0.5501
Q3s,95s,0.5775,0.4225
95s,Q4o,0.4499,0.5501
95s,Q4s,0.4225,0.5775
95s,Q5o,0.3151,0.6849
95s,Q5s,0.3036,0.6964
95s,Q6o,0.4093,0.5907
Q6s,95s,0.6164999999999999,0.3835
95s,Q7o,0.4122,0.5878
Q7s,95s,0.6138,0.3862
95s,Q8o,0.40340000000000004,0.5966
Q8s,95s,0.6222,0.3778
95s,Q9o,0.30579999999999996,0.6942
Q9s,95s,0.7051999999999999,0.2948
95s,QJo,0.3635,0.6365
QJs,95s,0.66,0.34
QQo,95s,0.8173999999999999,0.1826
95s,QTo,0.3602,0.6397999999999999
QTs,95s,0.6631,0.3369
95s,T2o,0.4521,0.5478999999999999
T2s,95s,0.5755,0.42450000000000004
95s,T3o,0.4482,0.5518
T3s,95s,0.5789,0.4211
95s,T4o,0.4482,0.5518
T4s,95s,0.579,0.42100000000000004
95s,T5o,0.32520000000000004,0.6748000000000001
T5s,95s,0.6862999999999999,0.31370000000000003
95s,T6o,0.4014,0.5986
95s,T6s,0.3762,0.6238
95s,T7o,0.3926,0.6074
T7s,95s,0.6323,0.3677
95s,T8o,0.38380000000000003,0.6162
T8s,95s,0.6406999999999999,0.3593
95s,T9o,0.2981,0.7019
T9s,95s,0.7117,0.2883
TTo,95s,0.8229000000000001,0.1771
96s,96o,0.5249,0.47509999999999997
97o,96o,0.6363,0.36369999999999997
97s,96o,0.6528,0.3472
98o,96o,0.6712,0.32880000000000004
98s,96o,0.6855,0.3145
99o,96o,0.8985,0.1015
A2o,96o,0.568,0.43200000000000005
A2s,96o,0.5915,0.40850000000000003
A3o,96o,0.5725,0.4275
A3s,96o,0.5954,0.4046
A4o,96o,0.5725,0.4275
A4s,96o,0.5954999999999999,0.4045
A5o,96o,0.5816,0.41840000000000005
A5s,96o,0.6035,0.39649999999999996
A6o,96o,0.7206999999999999,0.2793
A6s,96o,0.7336,0.2664
A7o,96o,0.6178,0.3822
A7s,96o,0.6363,0.36369999999999997
A8o,96o,0.6178,0.3822
A8s,96o,0.6363,0.36369999999999997
A9o,96o,0.7283,0.2717
A9s,96o,0.7387,0.2613
AAo,96o,0.8440000000000001,0.156
AJo,96o,0.6498,0.3502
AJs,96o,0.6667000000000001,0.3333
AKo,96o,0.6467,0.3533
AKs,96o,0.664,0.336
AQo,96o,0.6464,0.35359999999999997
AQs,96o,0.6636,0.33640000000000003
ATo,96o,0.6516,0.34840000000000004
ATs,96o,0.6678000000000001,0.3322
96o,J2o,0.4324,0.5676
J2s,96o,0.5908,0.4092
96o,J3o,0.42840000000000006,0.5716
J3s,96o,0.5943999999999999,0.4056
96o,J4o,0.42829999999999996,0.5717
J4s,96o,0.5943999999999999,0.4056
96o,J5o,0.4192,0.5808
J5s,96o,0.6024,0.39759999999999995
96o,J6o,0.2917,0.7082999999999999
J6s,96o,0.7212999999999999,0.2787
96o,J7o,0.3738,0.6262
J7s,96o,0.6437,0.3563
J8o,96o,0.6352,0.36479999999999996
J8s,96o,0.6523,0.3477
J9o,96o,0.7372,0.26280000000000003
J9s,96o,0.7461,0.2539
JJo,96o,0.8484999999999999,0.1515
JTo,96o,0.679,0.321
JTs,96o,0.6931,0.3069
96o,K2o,0.4354,0.5646
K2s,96o,0.5882000000000001,0.4118
96o,K3o,0.4314,0.5686
K3s,96o,0.5917,0.4083
96o,K4o,0.4314,0.5686
K4s,96o,0.5917,0.4083
96o,K5o,0.42229999999999995,0.5777
K5s,96o,0.5998,0.40020000000000006
96o,K6o,0.2848,0.7152
K6s,96o,0.7283,0.2717
96o,K7o,0.3833,0.6167
K7s,96o,0.6351,0.3649
96o,K8o,0.3865,0.6135
K8s,96o,0.6322,0.3678
K9o,96o,0.7261,0.27390000000000003
K9s,96o,0.7364,0.2636
KJo,96o,0.6565000000000001,0.3435
KJs,96o,0.6727,0.3273
KKo,96o,0.8428,0.1572
KQo,96o,0.6531,0.3469
KQs,96o,0.6696,0.33039999999999997
KTo,96o,0.6581999999999999,0.3418
KTs,96o,0.6738,0.3262
96o,Q2o,0.4337,0.5663
Q2s,96o,0.5896,0.4104
96o,Q3o,0.42969999999999997,0.5703
Q3s,96o,0.5932,0.4068
96o,Q4o,0.42969999999999997,0.5703
Q4s,96o,0.5932,0.4068
96o,Q5o,0.42060000000000003,0.5794
Q5s,96o,0.6012,0.39880000000000004
96o,Q6o,0.2867,0.7132999999999999
Q6s,96o,0.7262000000000001,0.2738
96o,Q7o,0.3846,0.6154
Q7s,96o,0.6336999999999999,0.3663
96o,Q8o,0.37549999999999994,0.6245
Q8s,96o,0.6423000000000001,0.3577
Q9o,96o,0.7242000000000001,0.2758
Q9s,96o,0.7343000000000001,0.2657
QJo,96o,0.6656,0.3344
QJs,96o,0.6812,0.3188
QQo,96o,0.8452,0.1548
QTo,96o,0.6674,0.3326
QTs,96o,0.6822,0.3178
96o,T2o,0.4337,0.5663
T2s,96o,0.589,0.41100000000000003
96o,T3o,0.42969999999999997,0.5703
T3s,96o,0.5926,0.40740000000000004
96o,T4o,0.42969999999999997,0.5703
T4s,96o,0.5926,0.40740000000000004
96o,T5o,0.4226,0.5774
T5s,96o,0.5986,0.4014
96o,T6o,0.2846,0.7154
T6s,96o,0.7271,0.2729
96o,T7o,0.36479999999999996,0.6352
T7s,96o,0.6520999999999999,0.3479
T8o,96o,0.6442,0.3558
T8s,96o,0.6607,0.3393
T9o,96o,0.7298,0.2702
T9s,96o,0.7386,0.2614
TTo,96o,0.8603000000000001,0.13970000000000002
96s,97o,0.39899999999999997,0.601
97s,96s,0.6182,0.3818
96s,98o,0.3664,0.6335999999999999
98s,96s,0.6486,0.3514
99o,96s,0.8479000000000001,0.1521
96s,A2o,0.4645,0.5355
A2s,96s,0.564,0.436
96s,A3o,0.46020000000000005,0.5398
A3s,96s,0.5679,0.4321
96s,A4o,0.46020000000000005,0.5398
A4s,96s,0.5679,0.4321
96s,A5o,0.45159999999999995,0.5484
A5s,96s,0.5758,0.4242
96s,A6o,0.319,0.6809999999999999
A6s,96s,0.6934,0.3066
96s,A7o,0.41850000000000004,0.5815
A7s,96s,0.6078,0.3922
96s,A8o,0.41850000000000004,0.5815
A8s,96s,0.6078,0.3922
96s,A9o,0.31379999999999997,0.6862
A9s,96s,0.6984,0.3016
AAo,96s,0.8040999999999999,0.1959
96s,AJo,0.38780000000000003,0.6122
AJs,96s,0.6373,0.3627
96s,AKo,0.3909,0.6091
AKs,96s,0.6345000000000001,0.3655
96s,AQo,0.3911,0.6089
AQs,96s,0.6342,0.36579999999999996
96s,ATo,0.3862,0.6138
ATs,96s,0.6384000000000001,0.3616
96s,J2o,0.4647,0.5353
96s,J2s,0.4364,0.5636
96s,J3o,0.4608,0.5392
96s,J3s,0.4329,0.5671
96s,J4o,0.4608,0.5392
96s,J4s,0.4329,0.5671
96s,J5o,0.4521,0.5478999999999999
96s,J5s,0.425,0.575
96s,J6o,0.3309,0.6690999999999999
96s,J6s,0.3185,0.6815000000000001
96s,J7o,0.4102,0.5898
96s,J7s,0.3847,0.6153
96s,J8o,0.4014,0.5986
J8s,96s,0.6236999999999999,0.3763
96s,J9o,0.3061,0.6939
J9s,96s,0.7045999999999999,0.2954
JJo,96s,0.8084,0.1916
96s,JTo,0.3594,0.6406000000000001
JTs,96s,0.6634,0.33659999999999995
96s,K2o,0.4677,0.5323
96s,K2s,0.4391,0.5609000000000001
96s,K3o,0.46380000000000005,0.5362
96s,K3s,0.43560000000000004,0.5644
96s,K4o,0.46380000000000005,0.5362
96s,K4s,0.43560000000000004,0.5644
96s,K5o,0.45520000000000005,0.5448
96s,K5s,0.4277,0.5722999999999999
96s,K6o,0.32420000000000004,0.6758
96s,K6s,0.31170000000000003,0.6883
96s,K7o,0.4194,0.5806
96s,K7s,0.3932,0.6068
96s,K8o,0.4224,0.5776
96s,K8s,0.396,0.604
96s,K9o,0.316,0.684
96s,K9s,0.3039,0.6960999999999999
96s,KJo,0.3812,0.6188
KJs,96s,0.6433,0.3567
KKo,96s,0.8029999999999999,0.19699999999999998
96s,KQo,0.3845,0.6154999999999999
KQs,96s,0.6402,0.35979999999999995
96s,KTo,0.3797,0.6203
KTs,96s,0.6444,0.3556
96s,Q2o,0.466,0.534
96s,Q2s,0.4376,0.5624
96s,Q3o,0.4622,0.5378000000000001
96s,Q3s,0.43420000000000003,0.5658
96s,Q4o,0.4621,0.5379
96s,Q4s,0.43420000000000003,0.5658
96s,Q5o,0.4535,0.5465
96s,Q5s,0.42619999999999997,0.5738
96s,Q6o,0.326,0.674
96s,Q6s,0.31379999999999997,0.6862
96s,Q7o,0.42060000000000003,0.5794
96s,Q7s,0.3945,0.6054999999999999
96s,Q8o,0.4118,0.5882000000000001
96s,Q8s,0.3861,0.6139
96s,Q9o,0.3179,0.6820999999999999
Q9s,96s,0.6940000000000001,0.306
96s,QJo,0.37229999999999996,0.6277
QJs,96s,0.6516,0.34840000000000004
QQo,96s,0.8051999999999999,0.1948
96s,QTo,0.37079999999999996,0.6292
QTs,96s,0.6528,0.3472
96s,T2o,0.466,0.534
96s,T2s,0.43799999999999994,0.562
96s,T3o,0.4621,0.5379
96s,T3s,0.43450000000000005,0.5655
96s,T4o,0.4621,0.5379
96s,T4s,0.43450000000000005,0.5655
96s,T5o,0.45549999999999996,0.5445
96s,T5s,0.4286,0.5714
96s,T6o,0.32409999999999994,0.6759000000000001
96s,T6s,0.3131,0.6869
96s,T7o,0.4014,0.5986
T7s,96s,0.6236,0.3764
96s,T8o,0.3926,0.6074
T8s,96s,0.632,0.368
96s,T9o,0.3127,0.6873
T9s,96s,0.6978,0.30219999999999997
TTo,96s,0.8193,0.1807
97s,97o,0.5249,0.47509999999999997
98o,97o,0.669,0.331
98s,97o,0.6829000000000001,0.3171
99o,97o,0.8843000000000001,0.1157
A2o,97o,0.5581,0.44189999999999996
A2s,97o,0.5822999999999999,0.4177
A3o,97o,0.5626,0.4374
A3s,97o,0.5861999999999999,0.4138
A4o,97o,0.5626,0.4374
A4s,97o,0.5861999999999999,0.4138
A5o,97o,0.5717,0.42829999999999996
A5s,97o,0.5943,0.4057
A6o,97o,0.5722,0.4278
A6s,97o,0.5943999999999999,0.4056
A7o,97o,0.7090000000000001,0.29100000000000004
A7s,97o,0.7227,0.2773
A8o,97o,0.6096,0.39039999999999997
A8s,97o,0.6281,0.37189999999999995
A9o,97o,0.7156,0.2844
A9s,97o,0.7267,0.2733
AAo,97o,0.831,0.16899999999999998
AJo,97o,0.6394,0.36060000000000003
AJs,97o,0.6565000000000001,0.3435
AKo,97o,0.6373,0.3627
AKs,97o,0.655,0.345
AQo,97o,0.6406999999999999,0.3593
AQs,97o,0.6581999999999999,0.3418
ATo,97o,0.6415000000000001,0.35850000000000004
ATs,97o,0.6579,0.3421
97o,J2o,0.4473,0.5527000000000001
J2s,97o,0.5766,0.42340000000000005
97o,J3o,0.4428,0.5572
J3s,97o,0.5805,0.41950000000000004
97o,J4o,0.4428,0.5572
J4s,97o,0.5805,0.41950000000000004
97o,J5o,0.4337,0.5663
J5s,97o,0.5886,0.4114
97o,J6o,0.43,0.57
J6s,97o,0.5915,0.40850000000000003
97o,J7o,0.2912,0.7088
J7s,97o,0.7212999999999999,0.2787
J8o,97o,0.6256,0.37439999999999996
J8s,97o,0.643,0.35700000000000004
J9o,97o,0.7208,0.2792
J9s,97o,0.7304,0.2696
JJo,97o,0.8445,0.1555
JTo,97o,0.669,0.331
JTs,97o,0.6833,0.31670000000000004
97o,K2o,0.4487,0.5513
K2s,97o,0.5759000000000001,0.4241
97o,K3o,0.44420000000000004,0.5558
K3s,97o,0.5798,0.4202
97o,K4o,0.44420000000000004,0.5558
K4s,97o,0.5798,0.4202
97o,K5o,0.4351,0.5649000000000001
K5s,97o,0.5879,0.4121
97o,K6o,0.4289,0.5710999999999999
K6s,97o,0.5932,0.4068
97o,K7o,0.2969,0.7031000000000001
K7s,97o,0.7169,0.28309999999999996
97o,K8o,0.3956,0.6043999999999999
K8s,97o,0.6232,0.3768
K9o,97o,0.7129000000000001,0.2871
K9s,97o,0.7240000000000001,0.276
KJo,97o,0.6451,0.3549
KJs,97o,0.6616,0.33840000000000003
KKo,97o,0.8295999999999999,0.1704
KQo,97o,0.6464,0.35359999999999997
KQs,97o,0.6633,0.3367
KTo,97o,0.6470999999999999,0.3529
KTs,97o,0.6629999999999999,0.337
97o,Q2o,0.44659999999999994,0.5534
Q2s,97o,0.5778,0.42219999999999996
97o,Q3o,0.4422,0.5578
Q3s,97o,0.5817,0.4183
97o,Q4o,0.4421,0.5579
Q4s,97o,0.5817,0.4183
97o,Q5o,0.433,0.5670000000000001
Q5s,97o,0.5897,0.4103
97o,Q6o,0.4269,0.5731
Q6s,97o,0.5951,0.40490000000000004
97o,Q7o,0.3006,0.6994
Q7s,97o,0.7132999999999999,0.2867
97o,Q8o,0.38420000000000004,0.6158
Q8s,97o,0.6338,0.36619999999999997
