hand,position,EV,players,card1,card2,suited,card1_rank_id,card2_rank_id,EV_deviation,hand_type_id,position_id,players_id,pos_play
74o,pos5,-0.02,9,7,4,o,5,2,0.09240740740740741,0,4,7,pos59
74s,pos5,0.04,9,7,4,s,5,2,0.15277777777777776,1,4,7,pos59
73o,pos5,-0.02,9,7,3,o,5,1,0.09611111111111112,0,4,7,pos59
73s,pos5,-0.09,9,7,3,s,5,1,0.04629629629629631,1,4,7,pos59
72o,pos5,-0.02,9,7,2,o,5,0,0.09796296296296296,0,4,7,pos59
72s,pos5,-0.03,9,7,2,s,5,0,0.11148148148148149,1,4,7,pos59
65o,pos5,-0.06,9,6,5,o,4,3,0.06240740740740741,0,4,7,pos59
65s,pos5,-0.03,9,6,5,s,4,3,0.040740740740740744,1,4,7,pos59
64o,pos5,-0.02,9,6,4,o,4,2,0.09425925925925925,0,4,7,pos59
64s,pos5,-0.09,9,6,4,s,4,2,0.000185185185185191,1,4,7,pos59
63o,pos5,-0.02,9,6,3,o,4,1,0.0974074074074074,0,4,7,pos59
63s,pos5,-0.07,9,6,3,s,4,1,0.039629629629629626,1,4,7,pos59
62o,pos5,-0.01,9,6,2,o,4,0,0.10648148148148148,0,4,7,pos59
62s,pos5,-0.08,9,6,2,s,4,0,0.0625925925925926,1,4,7,pos59
54o,pos5,-0.04,9,5,4,o,3,2,0.08166666666666667,0,4,7,pos59
54s,pos5,-0.07,9,5,4,s,3,2,-0.0016666666666666774,1,4,7,pos59
53o,pos5,-0.03,9,5,3,o,3,1,0.08074074074074075,0,4,7,pos59
53s,pos5,-0.05,9,5,3,s,3,1,0.052222222222222225,1,4,7,pos59
52o,pos5,-0.02,9,5,2,o,3,0,0.09851851851851852,0,4,7,pos59
52s,pos5,-0.07,9,5,2,s,3,0,0.07296296296296295,1,4,7,pos59
43o,pos5,-0.01,9,4,3,o,2,1,0.11740740740740742,0,4,7,pos59
43s,pos5,-0.08,9,4,3,s,2,1,0.0498148148148148,1,4,7,pos59
42o,pos5,-0.03,9,4,2,o,2,0,0.08851851851851852,0,4,7,pos59
42s,pos5,-0.09,9,4,2,s,2,0,0.05611111111111111,1,4,7,pos59
32o,pos5,-0.03,9,3,2,o,1,0,0.10648148148148148,0,4,7,pos59
32s,pos5,-0.12,9,3,2,s,1,0,0.03296296296296297,1,4,7,pos59
AAo,pos6,2.54,9,A,A,o,12,12,0.1746296296296297,2,5,7,pos69
KKo,pos6,1.75,9,K,K,o,11,11,0.06870370370370349,2,5,7,pos69
QQo,pos6,1.24,9,Q,Q,o,10,10,0.02722222222222226,2,5,7,pos69
JJo,pos6,0.8,9,J,J,o,9,9,-0.045185185185185106,2,5,7,pos69
TTo,pos6,0.46,9,T,T,o,8,8,-0.09814814814814815,2,5,7,pos69
99o,pos6,0.34,9,9,9,o,7,7,-0.014074074074074072,2,5,7,pos69
88o,pos6,0.24,9,8,8,o,6,6,0.009999999999999981,2,5,7,pos69
77o,pos6,0.05,9,7,7,o,5,5,-0.08259259259259259,2,5,7,pos69
66o,pos6,0.04,9,6,6,o,4,4,-0.017222222222222222,2,5,7,pos69
55o,pos6,0.01,9,5,5,o,3,3,0.00537037037037037,2,5,7,pos69
44o,pos6,-0.03,9,4,4,o,2,2,-0.0001851851851851806,2,5,7,pos69
33o,pos6,-0.09,9,3,3,o,1,1,-0.018703703703703695,2,5,7,pos69
22o,pos6,-0.01,9,2,2,o,0,0,0.07111111111111111,2,5,7,pos69
AKo,pos6,0.55,9,A,K,o,12,11,0.03851851851851851,0,5,7,pos69
AKs,pos6,0.91,9,A,K,s,12,11,0.12629629629629635,1,5,7,pos69
AQo,pos6,0.34,9,A,Q,o,12,10,0.032777777777777795,0,5,7,pos69
AQs,pos6,0.71,9,A,Q,s,12,10,0.11129629629629634,1,5,7,pos69
AJo,pos6,0.18,9,A,J,o,12,9,0.00425925925925924,0,5,7,pos69
AJs,pos6,0.34,9,A,J,s,12,9,-0.08870370370370367,1,5,7,pos69
ATo,pos6,0.02,9,A,T,o,12,8,-0.04740740740740741,0,5,7,pos69
ATs,pos6,0.35,9,A,T,s,12,8,0.03555555555555551,1,5,7,pos69
A9o,pos6,-0.1,9,A,9,o,12,7,-0.05648148148148149,0,5,7,pos69
A9s,pos6,0.1,9,A,9,s,12,7,-0.0690740740740741,1,5,7,pos69
A8o,pos6,-0.1,9,A,8,o,12,6,-0.023148148148148154,0,5,7,pos69
A8s,pos6,0.08,9,A,8,s,12,6,-0.007592592592592595,1,5,7,pos69
A7o,pos6,-0.12,9,A,7,o,12,5,-0.01814814814814815,0,5,7,pos69
A7s,pos6,0.06,9,A,7,s,12,5,-0.020740740740740754,1,5,7,pos69
A6o,pos6,-0.11,9,A,6,o,12,4,0.013703703703703704,0,5,7,pos69
A6s,pos6,0.04,9,A,6,s,12,4,0.01888888888888889,1,5,7,pos69
A5o,pos6,-0.1,9,A,5,o,12,3,0.024629629629629626,0,5,7,pos69
A5s,pos6,0.07,9,A,5,s,12,3,-0.006851851851851845,1,5,7,pos69
A4o,pos6,-0.12,9,A,4,o,12,2,0.005185185185185182,0,5,7,pos69
A4s,pos6,0.01,9,A,4,s,12,2,-0.04537037037037037,1,5,7,pos69
A3o,pos6,-0.1,9,A,3,o,12,1,0.03462962962962962,0,5,7,pos69
A3s,pos6,-0.01,9,A,3,s,12,1,-0.022962962962962963,1,5,7,pos69
A2o,pos6,-0.13,9,A,2,o,12,0,0.021296296296296285,0,5,7,pos69
A2s,pos6,-0.07,9,A,2,s,12,0,-0.06425925925925927,1,5,7,pos69
KQo,pos6,0.13,9,K,Q,o,11,10,-0.025555555555555554,0,5,7,pos69
KQs,pos6,0.38,9,K,Q,s,11,10,-0.0009259259259259411,1,5,7,pos69
KJo,pos6,0.03,9,K,J,o,11,9,-0.040740740740740744,0,5,7,pos69
KJs,pos6,0.24,9,K,J,s,11,9,-0.04944444444444446,1,5,7,pos69
KTo,pos6,-0.06,9,K,T,o,11,8,-0.06129629629629629,0,5,7,pos69
KTs,pos6,0.1,9,K,T,s,11,8,-0.09037037037037035,1,5,7,pos69
K9o,pos6,-0.07,9,K,9,o,11,7,0.013888888888888881,0,5,7,pos69
K9s,pos6,0.03,9,K,9,s,11,7,-0.04592592592592594,1,5,7,pos69
K8o,pos6,-0.09,9,K,8,o,11,6,0.026111111111111127,0,5,7,pos69
K8s,pos6,-0.01,9,K,8,s,11,6,-0.016481481481481482,1,5,7,pos69
K7o,pos6,-0.06,9,K,7,o,11,5,0.0587037037037037,0,5,7,pos69
K7s,pos6,-0.07,9,K,7,s,11,5,-0.06888888888888889,1,5,7,pos69
K6o,pos6,-0.07,9,K,6,o,11,4,0.04722222222222222,0,5,7,pos69
K6s,pos6,-0.06,9,K,6,s,11,4,-0.01666666666666667,1,5,7,pos69
K5o,pos6,-0.07,9,K,5,o,11,3,0.06,0,5,7,pos69
K5s,pos6,-0.03,9,K,5,s,11,3,0.014814814814814815,1,5,7,pos69
K4o,pos6,-0.08,9,K,4,o,11,2,0.0498148148148148,0,5,7,pos69
K4s,pos6,-0.05,9,K,4,s,11,2,0.00037037037037036813,1,5,7,pos69
K3o,pos6,-0.07,9,K,3,o,11,1,0.06203703703703703,0,5,7,pos69
K3s,pos6,-0.1,9,K,3,s,11,1,-0.01277777777777779,1,5,7,pos69
K2o,pos6,-0.06,9,K,2,o,11,0,0.07685185185185187,0,5,7,pos69
K2s,pos6,-0.09,9,K,2,s,11,0,0.003703703703703723,1,5,7,pos69
QJo,pos6,-0.03,9,Q,J,o,10,9,-0.049074074074074076,0,5,7,pos69
QJs,pos6,0.21,9,Q,J,s,10,9,-0.02314814814814814,1,5,7,pos69
QTo,pos6,-0.1,9,Q,T,o,10,8,-0.07,0,5,7,pos69
QTs,pos6,0.11,9,Q,T,s,10,8,-0.05314814814814815,1,5,7,pos69
Q9o,pos6,-0.09,9,Q,9,o,10,7,-0.0024074074074073998,0,5,7,pos69
Q9s,pos6,0.05,9,Q,9,s,10,7,-0.007592592592592588,1,5,7,pos69
Q8o,pos6,-0.05,9,Q,8,o,10,6,0.0638888888888889,0,5,7,pos69
Q8s,pos6,-0.02,9,Q,8,s,10,6,-0.003518518518518518,1,5,7,pos69
Q7o,pos6,-0.05,9,Q,7,o,10,5,0.07018518518518518,0,5,7,pos69
Q7s,pos6,-0.13,9,Q,7,s,10,5,-0.06259259259259259,1,5,7,pos69
Q6o,pos6,-0.07,9,Q,6,o,10,4,0.054444444444444434,0,5,7,pos69
Q6s,pos6,-0.02,9,Q,6,s,10,4,0.05277777777777777,1,5,7,pos69
Q5o,pos6,-0.04,9,Q,5,o,10,3,0.08351851851851852,0,5,7,pos69
Q5s,pos6,-0.07,9,Q,5,s,10,3,0.015555555555555545,1,5,7,pos69
Q4o,pos6,-0.05,9,Q,4,o,10,2,0.07759259259259259,0,5,7,pos69
Q4s,pos6,-0.06,9,Q,4,s,10,2,0.04222222222222223,1,5,7,pos69
Q3o,pos6,-0.04,9,Q,3,o,10,1,0.08518518518518517,0,5,7,pos69
Q3s,pos6,-0.08,9,Q,3,s,10,1,0.022037037037037036,1,5,7,pos69
Q2o,pos6,-0.03,9,Q,2,o,10,0,0.09925925925925927,0,5,7,pos69
Q2s,pos6,-0.06,9,Q,2,s,10,0,0.05648148148148148,1,5,7,pos69
JTo,pos6,-0.07,9,J,T,o,9,8,-0.03796296296296297,0,5,7,pos69
JTs,pos6,0.19,9,J,T,s,9,8,0.04296296296296295,1,5,7,pos69
J9o,pos6,-0.08,9,J,9,o,9,7,0.007592592592592595,0,5,7,pos69
J9s,pos6,0.0,9,J,9,s,9,7,-0.03203703703703704,1,5,7,pos69
J8o,pos6,-0.02,9,J,8,o,9,6,0.08407407407407408,0,5,7,pos69
J8s,pos6,-0.04,9,J,8,s,9,6,-0.005185185185185182,1,5,7,pos69
J7o,pos6,-0.05,9,J,7,o,9,5,0.06962962962962962,0,5,7,pos69
J7s,pos6,0.0,9,J,7,s,9,5,0.06833333333333333,1,5,7,pos69
J6o,pos6,-0.03,9,J,6,o,9,4,0.09277777777777778,0,5,7,pos69
J6s,pos6,-0.08,9,J,6,s,9,4,0.03333333333333334,1,5,7,pos69
J5o,pos6,-0.05,9,J,5,o,9,3,0.07814814814814815,0,5,7,pos69
J5s,pos6,-0.07,9,J,5,s,9,3,0.03370370370370371,1,5,7,pos69
J4o,pos6,-0.03,9,J,4,o,9,2,0.0887037037037037,0,5,7,pos69
J4s,pos6,-0.08,9,J,4,s,9,2,0.03851851851851852,1,5,7,pos69
J3o,pos6,-0.02,9,J,3,o,9,1,0.10574074074074073,0,5,7,pos69
J3s,pos6,-0.1,9,J,3,s,9,1,0.031111111111111117,1,5,7,pos69
J2o,pos6,-0.01,9,J,2,o,9,0,0.1162962962962963,0,5,7,pos69
J2s,pos6,-0.03,9,J,2,s,9,0,0.10944444444444446,1,5,7,pos69
T9o,pos6,-0.08,9,T,9,o,8,7,-0.007037037037037036,0,5,7,pos69
T9s,pos6,0.04,9,T,9,s,8,7,-0.007037037037037036,1,5,7,pos69
T8o,pos6,-0.05,9,T,8,o,8,6,0.043888888888888894,0,5,7,pos69
T8s,pos6,-0.05,9,T,8,s,8,6,-0.040370370370370376,1,5,7,pos69
T7o,pos6,-0.03,9,T,7,o,8,5,0.07370370370370372,0,5,7,pos69
T7s,pos6,-0.09,9,T,7,s,8,5,-0.040185185185185185,1,5,7,pos69
T6o,pos6,-0.02,9,T,6,o,8,4,0.09074074074074073,0,5,7,pos69
T6s,pos6,-0.12,9,T,6,s,8,4,-0.010370370370370363,1,5,7,pos69
T5o,pos6,-0.03,9,T,5,o,8,3,0.0887037037037037,0,5,7,pos69
T5s,pos6,-0.07,9,T,5,s,8,3,0.04425925925925925,1,5,7,pos69
T4o,pos6,-0.02,9,T,4,o,8,2,0.09703703703703703,0,5,7,pos69
T4s,pos6,-0.07,9,T,4,s,8,2,0.051296296296296284,1,5,7,pos69
T3o,pos6,-0.02,9,T,3,o,8,1,0.09962962962962962,0,5,7,pos69
T3s,pos6,-0.13,9,T,3,s,8,1,-0.0022222222222222088,1,5,7,pos69
T2o,pos6,-0.02,9,T,2,o,8,0,0.09685185185185184,0,5,7,pos69
T2s,pos6,-0.04,9,T,2,s,8,0,0.09185185185185185,1,5,7,pos69
98o,pos6,-0.05,9,9,8,o,7,6,0.04777777777777778,0,5,7,pos69
98s,pos6,0.01,9,9,8,s,7,6,0.011481481481481481,1,5,7,pos69
97o,pos6,-0.04,9,9,7,o,7,5,0.06074074074074074,0,5,7,pos69
97s,pos6,-0.05,9,9,7,s,7,5,-0.005925925925925925,1,5,7,pos69
96o,pos6,-0.04,9,9,6,o,7,4,0.07370370370370372,0,5,7,pos69
96s,pos6,-0.07,9,9,6,s,7,4,0.019074074074074077,1,5,7,pos69
95o,pos6,-0.02,9,9,5,o,7,3,0.09074074074074075,0,5,7,pos69
95s,pos6,-0.08,9,9,5,s,7,3,0.0362962962962963,1,5,7,pos69
94o,pos6,-0.01,9,9,4,o,7,2,0.10611111111111113,0,5,7,pos69
94s,pos6,-0.09,9,9,4,s,7,2,0.05499999999999999,1,5,7,pos69
93o,pos6,-0.02,9,9,3,o,7,1,0.09685185185185186,0,5,7,pos69
93s,pos6,-0.02,9,9,3,s,7,1,0.11185185185185186,1,5,7,pos69
92o,pos6,-0.01,9,9,2,o,7,0,0.1087037037037037,0,5,7,pos69
92s,pos6,-0.07,9,9,2,s,7,0,0.07037037037037036,1,5,7,pos69
87o,pos6,-0.06,9,8,7,o,6,5,0.05648148148148148,0,5,7,pos69
87s,pos6,-0.03,9,8,7,s,6,5,0.0007407407407407432,1,5,7,pos69
86o,pos6,-0.03,9,8,6,o,6,4,0.07944444444444444,0,5,7,pos69
86s,pos6,-0.08,9,8,6,s,6,4,-0.0018518518518518545,1,5,7,pos69
85o,pos6,-0.03,9,8,5,o,6,3,0.07944444444444444,0,5,7,pos69
85s,pos6,0.01,9,8,5,s,6,3,0.12851851851851853,1,5,7,pos69
84o,pos6,-0.01,9,8,4,o,6,2,0.10796296296296297,0,5,7,pos69
84s,pos6,-0.1,9,8,4,s,6,2,0.013148148148148145,1,5,7,pos69
83o,pos6,-0.02,9,8,3,o,6,1,0.095,0,5,7,pos69
83s,pos6,-0.06,9,8,3,s,6,1,0.09111111111111111,1,5,7,pos69
82o,pos6,-0.01,9,8,2,o,6,0,0.10370370370370371,0,5,7,pos69
82s,pos6,-0.06,9,8,2,s,6,0,0.08166666666666667,1,5,7,pos69
76o,pos6,-0.05,9,7,6,o,5,4,0.06259259259259259,0,5,7,pos69
76s,pos6,0.0,9,7,6,s,5,4,0.037592592592592594,1,5,7,pos69
75o,pos6,-0.04,9,7,5,o,5,3,0.06833333333333333,0,5,7,pos69
75s,pos6,-0.04,9,7,5,s,5,3,0.053888888888888896,1,5,7,pos69
74o,pos6,-0.02,9,7,4,o,5,2,0.09240740740740741,0,5,7,pos69
74s,pos6,-0.08,9,7,4,s,5,2,0.03277777777777777,1,5,7,pos69
73o,pos6,-0.02,9,7,3,o,5,1,0.09611111111111112,0,5,7,pos69
73s,pos6,-0.06,9,7,3,s,5,1,0.0762962962962963,1,5,7,pos69
72o,pos6,-0.01,9,7,2,o,5,0,0.10796296296296297,0,5,7,pos69
72s,pos6,-0.03,9,7,2,s,5,0,0.11148148148148149,1,5,7,pos69
65o,pos6,-0.07,9,6,5,o,4,3,0.0524074074074074,0,5,7,pos69
65s,pos6,-0.1,9,6,5,s,4,3,-0.029259259259259263,1,5,7,pos69
64o,pos6,-0.02,9,6,4,o,4,2,0.09425925925925925,0,5,7,pos69
64s,pos6,-0.09,9,6,4,s,4,2,0.000185185185185191,1,5,7,pos69
63o,pos6,-0.01,9,6,3,o,4,1,0.10740740740740741,0,5,7,pos69
63s,pos6,-0.03,9,6,3,s,4,1,0.07962962962962963,1,5,7,pos69
62o,pos6,-0.01,9,6,2,o,4,0,0.10648148148148148,0,5,7,pos69
62s,pos6,-0.08,9,6,2,s,4,0,0.0625925925925926,1,5,7,pos69
54o,pos6,-0.04,9,5,4,o,3,2,0.08166666666666667,0,5,7,pos69
54s,pos6,0.09,9,5,4,s,3,2,0.15833333333333333,1,5,7,pos69
53o,pos6,-0.02,9,5,3,o,3,1,0.09074074074074075,0,5,7,pos69
53s,pos6,-0.02,9,5,3,s,3,1,0.08222222222222222,1,5,7,pos69
52o,pos6,-0.02,9,5,2,o,3,0,0.09851851851851852,0,5,7,pos69
52s,pos6,-0.01,9,5,2,s,3,0,0.13296296296296295,1,5,7,pos69
43o,pos6,-0.03,9,4,3,o,2,1,0.09740740740740741,0,5,7,pos69
43s,pos6,-0.1,9,4,3,s,2,1,0.029814814814814794,1,5,7,pos69
42o,pos6,-0.02,9,4,2,o,2,0,0.09851851851851852,0,5,7,pos69
42s,pos6,-0.1,9,4,2,s,2,0,0.0461111111111111,1,5,7,pos69
32o,pos6,-0.04,9,3,2,o,1,0,0.09648148148148147,0,5,7,pos69
32s,pos6,-0.16,9,3,2,s,1,0,-0.007037037037037036,1,5,7,pos69
AAo,pos7,2.64,9,A,A,o,12,12,0.2746296296296298,2,6,7,pos79
KKo,pos7,1.96,9,K,K,o,11,11,0.27870370370370345,2,6,7,pos79
QQo,pos7,1.33,9,Q,Q,o,10,10,0.11722222222222234,2,6,7,pos79
JJo,pos7,0.81,9,J,J,o,9,9,-0.0351851851851851,2,6,7,pos79
TTo,pos7,0.65,9,T,T,o,8,8,0.09185185185185185,2,6,7,pos79
99o,pos7,0.33,9,9,9,o,7,7,-0.02407407407407408,2,6,7,pos79
88o,pos7,0.2,9,8,8,o,6,6,-0.03,2,6,7,pos79
77o,pos7,0.03,9,7,7,o,5,5,-0.1025925925925926,2,6,7,pos79
66o,pos7,0.07,9,6,6,o,4,4,0.012777777777777784,2,6,7,pos79
55o,pos7,0.06,9,5,5,o,3,3,0.05537037037037037,2,6,7,pos79
44o,pos7,0.0,9,4,4,o,2,2,0.02981481481481482,2,6,7,pos79
33o,pos7,0.01,9,3,3,o,1,1,0.0812962962962963,2,6,7,pos79
22o,pos7,-0.04,9,2,2,o,0,0,0.041111111111111105,2,6,7,pos79
AKo,pos7,0.58,9,A,K,o,12,11,0.06851851851851842,0,6,7,pos79
AKs,pos7,1.02,9,A,K,s,12,11,0.23629629629629634,1,6,7,pos79
AQo,pos7,0.34,9,A,Q,o,12,10,0.032777777777777795,0,6,7,pos79
AQs,pos7,0.62,9,A,Q,s,12,10,0.02129629629629637,1,6,7,pos79
AJo,pos7,0.2,9,A,J,o,12,9,0.024259259259259258,0,6,7,pos79
AJs,pos7,0.35,9,A,J,s,12,9,-0.07870370370370372,1,6,7,pos79
ATo,pos7,0.04,9,A,T,o,12,8,-0.027407407407407415,0,6,7,pos79
ATs,pos7,0.23,9,A,T,s,12,8,-0.08444444444444446,1,6,7,pos79
A9o,pos7,0.02,9,A,9,o,12,7,0.06351851851851852,0,6,7,pos79
A9s,pos7,0.2,9,A,9,s,12,7,0.030925925925925912,1,6,7,pos79
A8o,pos7,-0.11,9,A,8,o,12,6,-0.03314814814814815,0,6,7,pos79
A8s,pos7,0.04,9,A,8,s,12,6,-0.047592592592592596,1,6,7,pos79
A7o,pos7,-0.1,9,A,7,o,12,5,0.0018518518518518406,0,6,7,pos79
A7s,pos7,0.18,9,A,7,s,12,5,0.09925925925925924,1,6,7,pos79
A6o,pos7,-0.08,9,A,6,o,12,4,0.0437037037037037,0,6,7,pos79
A6s,pos7,0.1,9,A,6,s,12,4,0.0788888888888889,1,6,7,pos79
A5o,pos7,-0.11,9,A,5,o,12,3,0.014629629629629631,0,6,7,pos79
A5s,pos7,0.1,9,A,5,s,12,3,0.023148148148148154,1,6,7,pos79
A4o,pos7,-0.08,9,A,4,o,12,2,0.045185185185185175,0,6,7,pos79
A4s,pos7,0.08,9,A,4,s,12,2,0.024629629629629626,1,6,7,pos79
A3o,pos7,-0.1,9,A,3,o,12,1,0.03462962962962962,0,6,7,pos79
A3s,pos7,-0.01,9,A,3,s,12,1,-0.022962962962962963,1,6,7,pos79
A2o,pos7,-0.11,9,A,2,o,12,0,0.04129629629629629,0,6,7,pos79
A2s,pos7,-0.02,9,A,2,s,12,0,-0.01425925925925926,1,6,7,pos79
KQo,pos7,0.13,9,K,Q,o,11,10,-0.025555555555555554,0,6,7,pos79
KQs,pos7,0.41,9,K,Q,s,11,10,0.02907407407407403,1,6,7,pos79
KJo,pos7,0.09,9,K,J,o,11,9,0.019259259259259254,0,6,7,pos79
KJs,pos7,0.35,9,K,J,s,11,9,0.06055555555555553,1,6,7,pos79
KTo,pos7,-0.03,9,K,T,o,11,8,-0.031296296296296294,0,6,7,pos79
KTs,pos7,0.14,9,K,T,s,11,8,-0.05037037037037034,1,6,7,pos79
K9o,pos7,-0.07,9,K,9,o,11,7,0.013888888888888881,0,6,7,pos79
K9s,pos7,0.1,9,K,9,s,11,7,0.024074074074074067,1,6,7,pos79
K8o,pos7,-0.09,9,K,8,o,11,6,0.026111111111111127,0,6,7,pos79
K8s,pos7,-0.01,9,K,8,s,11,6,-0.016481481481481482,1,6,7,pos79
K7o,pos7,-0.06,9,K,7,o,11,5,0.0587037037037037,0,6,7,pos79
K7s,pos7,-0.04,9,K,7,s,11,5,-0.03888888888888889,1,6,7,pos79
K6o,pos7,-0.06,9,K,6,o,11,4,0.05722222222222223,0,6,7,pos79
K6s,pos7,-0.12,9,K,6,s,11,4,-0.07666666666666666,1,6,7,pos79
K5o,pos7,-0.06,9,K,5,o,11,3,0.07,0,6,7,pos79
K5s,pos7,-0.07,9,K,5,s,11,3,-0.025185185185185192,1,6,7,pos79
K4o,pos7,-0.07,9,K,4,o,11,2,0.05981481481481479,0,6,7,pos79
K4s,pos7,-0.02,9,K,4,s,11,2,0.03037037037037037,1,6,7,pos79
K3o,pos7,-0.03,9,K,3,o,11,1,0.10203703703703704,0,6,7,pos79
K3s,pos7,-0.04,9,K,3,s,11,1,0.047222222222222214,1,6,7,pos79
K2o,pos7,-0.06,9,K,2,o,11,0,0.07685185185185187,0,6,7,pos79
K2s,pos7,-0.13,9,K,2,s,11,0,-0.036296296296296285,1,6,7,pos79
QJo,pos7,-0.02,9,Q,J,o,10,9,-0.039074074074074074,0,6,7,pos79
QJs,pos7,0.25,9,Q,J,s,10,9,0.016851851851851868,1,6,7,pos79
QTo,pos7,-0.03,9,Q,T,o,10,8,3.469446951953614e-18,0,6,7,pos79
QTs,pos7,0.29,9,Q,T,s,10,8,0.12685185185185183,1,6,7,pos79
Q9o,pos7,-0.09,9,Q,9,o,10,7,-0.0024074074074073998,0,6,7,pos79
Q9s,pos7,-0.01,9,Q,9,s,10,7,-0.06759259259259259,1,6,7,pos79
Q8o,pos7,-0.05,9,Q,8,o,10,6,0.0638888888888889,0,6,7,pos79
Q8s,pos7,-0.08,9,Q,8,s,10,6,-0.06351851851851852,1,6,7,pos79
Q7o,pos7,-0.07,9,Q,7,o,10,5,0.05018518518518518,0,6,7,pos79
Q7s,pos7,-0.04,9,Q,7,s,10,5,0.027407407407407415,1,6,7,pos79
Q6o,pos7,-0.04,9,Q,6,o,10,4,0.08444444444444443,0,6,7,pos79
Q6s,pos7,-0.09,9,Q,6,s,10,4,-0.017222222222222222,1,6,7,pos79
Q5o,pos7,-0.05,9,Q,5,o,10,3,0.07351851851851851,0,6,7,pos79
Q5s,pos7,-0.07,9,Q,5,s,10,3,0.015555555555555545,1,6,7,pos79
Q4o,pos7,-0.04,9,Q,4,o,10,2,0.08759259259259258,0,6,7,pos79
Q4s,pos7,-0.01,9,Q,4,s,10,2,0.09222222222222223,1,6,7,pos79
Q3o,pos7,-0.03,9,Q,3,o,10,1,0.09518518518518518,0,6,7,pos79
Q3s,pos7,-0.07,9,Q,3,s,10,1,0.03203703703703703,1,6,7,pos79
Q2o,pos7,-0.03,9,Q,2,o,10,0,0.09925925925925927,0,6,7,pos79
Q2s,pos7,-0.05,9,Q,2,s,10,0,0.06648148148148147,1,6,7,pos79
JTo,pos7,-0.04,9,J,T,o,9,8,-0.007962962962962963,0,6,7,pos79
JTs,pos7,0.14,9,J,T,s,9,8,-0.007037037037037036,1,6,7,pos79
J9o,pos7,-0.08,9,J,9,o,9,7,0.007592592592592595,0,6,7,pos79
J9s,pos7,0.05,9,J,9,s,9,7,0.017962962962962965,1,6,7,pos79
J8o,pos7,-0.09,9,J,8,o,9,6,0.014074074074074086,0,6,7,pos79
J8s,pos7,-0.06,9,J,8,s,9,6,-0.02518518518518518,1,6,7,pos79
J7o,pos7,-0.04,9,J,7,o,9,5,0.07962962962962963,0,6,7,pos79
J7s,pos7,-0.05,9,J,7,s,9,5,0.018333333333333326,1,6,7,pos79
J6o,pos7,-0.04,9,J,6,o,9,4,0.08277777777777778,0,6,7,pos79
J6s,pos7,-0.06,9,J,6,s,9,4,0.053333333333333344,1,6,7,pos79
J5o,pos7,-0.03,9,J,5,o,9,3,0.09814814814814815,0,6,7,pos79
J5s,pos7,-0.02,9,J,5,s,9,3,0.08370370370370371,1,6,7,pos79
J4o,pos7,-0.03,9,J,4,o,9,2,0.0887037037037037,0,6,7,pos79
J4s,pos7,-0.11,9,J,4,s,9,2,0.008518518518518522,1,6,7,pos79
J3o,pos7,-0.03,9,J,3,o,9,1,0.09574074074074074,0,6,7,pos79
J3s,pos7,-0.09,9,J,3,s,9,1,0.041111111111111126,1,6,7,pos79
J2o,pos7,-0.03,9,J,2,o,9,0,0.0962962962962963,0,6,7,pos79
J2s,pos7,-0.12,9,J,2,s,9,0,0.01944444444444446,1,6,7,pos79
T9o,pos7,-0.09,9,T,9,o,8,7,-0.01703703703703703,0,6,7,pos79
T9s,pos7,0.09,9,T,9,s,8,7,0.04296296296296296,1,6,7,pos79
T8o,pos7,-0.06,9,T,8,o,8,6,0.0338888888888889,0,6,7,pos79
T8s,pos7,0.07,9,T,8,s,8,6,0.07962962962962963,1,6,7,pos79
T7o,pos7,-0.02,9,T,7,o,8,5,0.08370370370370371,0,6,7,pos79
T7s,pos7,0.03,9,T,7,s,8,5,0.07981481481481481,1,6,7,pos79
T6o,pos7,-0.02,9,T,6,o,8,4,0.09074074074074073,0,6,7,pos79
T6s,pos7,-0.08,9,T,6,s,8,4,0.02962962962962963,1,6,7,pos79
T5o,pos7,-0.03,9,T,5,o,8,3,0.0887037037037037,0,6,7,pos79
T5s,pos7,-0.19,9,T,5,s,8,3,-0.07574074074074075,1,6,7,pos79
T4o,pos7,-0.02,9,T,4,o,8,2,0.09703703703703703,0,6,7,pos79
T4s,pos7,-0.08,9,T,4,s,8,2,0.04129629629629629,1,6,7,pos79
T3o,pos7,-0.02,9,T,3,o,8,1,0.09962962962962962,0,6,7,pos79
T3s,pos7,-0.08,9,T,3,s,8,1,0.047777777777777794,1,6,7,pos79
T2o,pos7,-0.02,9,T,2,o,8,0,0.09685185185185184,0,6,7,pos79
T2s,pos7,-0.05,9,T,2,s,8,0,0.08185185185185186,1,6,7,pos79
98o,pos7,-0.03,9,9,8,o,7,6,0.06777777777777778,0,6,7,pos79
98s,pos7,-0.1,9,9,8,s,7,6,-0.09851851851851852,1,6,7,pos79
97o,pos7,-0.04,9,9,7,o,7,5,0.06074074074074074,0,6,7,pos79
97s,pos7,-0.04,9,9,7,s,7,5,0.004074074074074077,1,6,7,pos79
96o,pos7,0.0,9,9,6,o,7,4,0.11370370370370371,0,6,7,pos79
96s,pos7,-0.02,9,9,6,s,7,4,0.06907407407407408,1,6,7,pos79
95o,pos7,-0.01,9,9,5,o,7,3,0.10074074074074076,0,6,7,pos79
95s,pos7,-0.04,9,9,5,s,7,3,0.0762962962962963,1,6,7,pos79
94o,pos7,-0.01,9,9,4,o,7,2,0.10611111111111113,0,6,7,pos79
