hand,position,EV,players,card1,card2,suited,card1_rank_id,card2_rank_id,EV_deviation,hand_type_id,position_id,players_id,pos_play
A4s,pos3,0.12,7,A,4,s,12,2,0.06462962962962962,1,2,5,pos37
A3o,pos3,-0.15,7,A,3,o,12,1,-0.015370370370370368,0,2,5,pos37
A3s,pos3,-0.05,7,A,3,s,12,1,-0.06296296296296297,1,2,5,pos37
A2o,pos3,-0.11,7,A,2,o,12,0,0.04129629629629629,0,2,5,pos37
A2s,pos3,-0.05,7,A,2,s,12,0,-0.04425925925925926,1,2,5,pos37
KQo,pos3,0.16,7,K,Q,o,11,10,0.004444444444444445,0,2,5,pos37
KQs,pos3,0.3,7,K,Q,s,11,10,-0.08092592592592596,1,2,5,pos37
KJo,pos3,-0.02,7,K,J,o,11,9,-0.09074074074074075,0,2,5,pos37
KJs,pos3,0.27,7,K,J,s,11,9,-0.01944444444444443,1,2,5,pos37
KTo,pos3,0.0,7,K,T,o,11,8,-0.0012962962962962965,0,2,5,pos37
KTs,pos3,0.05,7,K,T,s,11,8,-0.14037037037037037,1,2,5,pos37
K9o,pos3,-0.12,7,K,9,o,11,7,-0.03611111111111111,0,2,5,pos37
K9s,pos3,0.06,7,K,9,s,11,7,-0.01592592592592594,1,2,5,pos37
K8o,pos3,-0.11,7,K,8,o,11,6,0.006111111111111123,0,2,5,pos37
K8s,pos3,0.02,7,K,8,s,11,6,0.01351851851851852,1,2,5,pos37
K7o,pos3,-0.1,7,K,7,o,11,5,0.018703703703703695,0,2,5,pos37
K7s,pos3,0.07,7,K,7,s,11,5,0.07111111111111112,1,2,5,pos37
K6o,pos3,-0.16,7,K,6,o,11,4,-0.042777777777777776,0,2,5,pos37
K6s,pos3,-0.04,7,K,6,s,11,4,0.003333333333333327,1,2,5,pos37
K5o,pos3,-0.09,7,K,5,o,11,3,0.04000000000000001,0,2,5,pos37
K5s,pos3,-0.17,7,K,5,s,11,3,-0.1251851851851852,1,2,5,pos37
K4o,pos3,-0.1,7,K,4,o,11,2,0.029814814814814794,0,2,5,pos37
K4s,pos3,-0.15,7,K,4,s,11,2,-0.09962962962962962,1,2,5,pos37
K3o,pos3,-0.11,7,K,3,o,11,1,0.022037037037037036,0,2,5,pos37
K3s,pos3,-0.12,7,K,3,s,11,1,-0.03277777777777778,1,2,5,pos37
K2o,pos3,-0.07,7,K,2,o,11,0,0.06685185185185186,0,2,5,pos37
K2s,pos3,-0.19,7,K,2,s,11,0,-0.09629629629629628,1,2,5,pos37
QJo,pos3,0.0,7,Q,J,o,10,9,-0.019074074074074073,0,2,5,pos37
QJs,pos3,0.45,7,Q,J,s,10,9,0.21685185185185188,1,2,5,pos37
QTo,pos3,-0.09,7,Q,T,o,10,8,-0.06,0,2,5,pos37
QTs,pos3,0.32,7,Q,T,s,10,8,0.15685185185185185,1,2,5,pos37
Q9o,pos3,-0.06,7,Q,9,o,10,7,0.0275925925925926,0,2,5,pos37
Q9s,pos3,0.09,7,Q,9,s,10,7,0.032407407407407406,1,2,5,pos37
Q8o,pos3,-0.11,7,Q,8,o,10,6,0.0038888888888889,0,2,5,pos37
Q8s,pos3,0.14,7,Q,8,s,10,6,0.1564814814814815,1,2,5,pos37
Q7o,pos3,-0.1,7,Q,7,o,10,5,0.02018518518518518,0,2,5,pos37
Q7s,pos3,-0.11,7,Q,7,s,10,5,-0.042592592592592585,1,2,5,pos37
Q6o,pos3,-0.03,7,Q,6,o,10,4,0.09444444444444444,0,2,5,pos37
Q6s,pos3,-0.1,7,Q,6,s,10,4,-0.02722222222222223,1,2,5,pos37
Q5o,pos3,-0.11,7,Q,5,o,10,3,0.013518518518518513,0,2,5,pos37
Q5s,pos3,-0.01,7,Q,5,s,10,3,0.07555555555555556,1,2,5,pos37
Q4o,pos3,-0.11,7,Q,4,o,10,2,0.01759259259259259,0,2,5,pos37
Q4s,pos3,-0.12,7,Q,4,s,10,2,-0.017777777777777767,1,2,5,pos37
Q3o,pos3,-0.11,7,Q,3,o,10,1,0.015185185185185177,0,2,5,pos37
Q3s,pos3,-0.1,7,Q,3,s,10,1,0.0020370370370370317,1,2,5,pos37
Q2o,pos3,-0.09,7,Q,2,o,10,0,0.03925925925925927,0,2,5,pos37
Q2s,pos3,-0.13,7,Q,2,s,10,0,-0.013518518518518527,1,2,5,pos37
JTo,pos3,0.03,7,J,T,o,9,8,0.062037037037037036,0,2,5,pos37
JTs,pos3,0.29,7,J,T,s,9,8,0.14296296296296293,1,2,5,pos37
J9o,pos3,-0.07,7,J,9,o,9,7,0.01759259259259259,0,2,5,pos37
J9s,pos3,0.0,7,J,9,s,9,7,-0.03203703703703704,1,2,5,pos37
J8o,pos3,-0.04,7,J,8,o,9,6,0.06407407407407409,0,2,5,pos37
J8s,pos3,-0.03,7,J,8,s,9,6,0.00481481481481482,1,2,5,pos37
J7o,pos3,-0.03,7,J,7,o,9,5,0.08962962962962963,0,2,5,pos37
J7s,pos3,0.03,7,J,7,s,9,5,0.09833333333333333,1,2,5,pos37
J6o,pos3,-0.11,7,J,6,o,9,4,0.012777777777777777,0,2,5,pos37
J6s,pos3,-0.18,7,J,6,s,9,4,-0.06666666666666665,1,2,5,pos37
J5o,pos3,-0.1,7,J,5,o,9,3,0.028148148148148144,0,2,5,pos37
J5s,pos3,-0.12,7,J,5,s,9,3,-0.01629629629629628,1,2,5,pos37
J4o,pos3,-0.11,7,J,4,o,9,2,0.0087037037037037,0,2,5,pos37
J4s,pos3,-0.14,7,J,4,s,9,2,-0.02148148148148149,1,2,5,pos37
J3o,pos3,-0.06,7,J,3,o,9,1,0.06574074074074074,0,2,5,pos37
J3s,pos3,-0.17,7,J,3,s,9,1,-0.03888888888888889,1,2,5,pos37
J2o,pos3,-0.11,7,J,2,o,9,0,0.016296296296296295,0,2,5,pos37
J2s,pos3,-0.1,7,J,2,s,9,0,0.03944444444444445,1,2,5,pos37
T9o,pos3,-0.13,7,T,9,o,8,7,-0.05703703703703704,0,2,5,pos37
T9s,pos3,0.07,7,T,9,s,8,7,0.02296296296296297,1,2,5,pos37
T8o,pos3,-0.12,7,T,8,o,8,6,-0.0261111111111111,0,2,5,pos37
T8s,pos3,-0.1,7,T,8,s,8,6,-0.09037037037037038,1,2,5,pos37
T7o,pos3,-0.12,7,T,7,o,8,5,-0.01629629629629628,0,2,5,pos37
T7s,pos3,-0.06,7,T,7,s,8,5,-0.010185185185185186,1,2,5,pos37
T6o,pos3,-0.08,7,T,6,o,8,4,0.030740740740740735,0,2,5,pos37
T6s,pos3,-0.04,7,T,6,s,8,4,0.06962962962962962,1,2,5,pos37
T5o,pos3,-0.08,7,T,5,o,8,3,0.0387037037037037,0,2,5,pos37
T5s,pos3,-0.11,7,T,5,s,8,3,0.004259259259259254,1,2,5,pos37
T4o,pos3,-0.1,7,T,4,o,8,2,0.01703703703703703,0,2,5,pos37
T4s,pos3,0.13,7,T,4,s,8,2,0.2512962962962963,1,2,5,pos37
T3o,pos3,-0.08,7,T,3,o,8,1,0.039629629629629626,0,2,5,pos37
T3s,pos3,-0.12,7,T,3,s,8,1,0.0077777777777778,1,2,5,pos37
T2o,pos3,-0.08,7,T,2,o,8,0,0.036851851851851844,0,2,5,pos37
T2s,pos3,-0.14,7,T,2,s,8,0,-0.008148148148148154,1,2,5,pos37
98o,pos3,-0.09,7,9,8,o,7,6,0.007777777777777786,0,2,5,pos37
98s,pos3,0.0,7,9,8,s,7,6,0.0014814814814814818,1,2,5,pos37
97o,pos3,-0.08,7,9,7,o,7,5,0.02074074074074074,0,2,5,pos37
97s,pos3,-0.17,7,9,7,s,7,5,-0.12592592592592594,1,2,5,pos37
96o,pos3,-0.07,7,9,6,o,7,4,0.0437037037037037,0,2,5,pos37
96s,pos3,-0.06,7,9,6,s,7,4,0.029074074074074086,1,2,5,pos37
95o,pos3,-0.08,7,9,5,o,7,3,0.03074074074074075,0,2,5,pos37
95s,pos3,-0.09,7,9,5,s,7,3,0.026296296296296304,1,2,5,pos37
94o,pos3,-0.07,7,9,4,o,7,2,0.04611111111111112,0,2,5,pos37
94s,pos3,-0.12,7,9,4,s,7,2,0.024999999999999994,1,2,5,pos37
93o,pos3,-0.08,7,9,3,o,7,1,0.03685185185185186,0,2,5,pos37
93s,pos3,-0.14,7,9,3,s,7,1,-0.008148148148148154,1,2,5,pos37
92o,pos3,-0.07,7,9,2,o,7,0,0.048703703703703694,0,2,5,pos37
92s,pos3,-0.14,7,9,2,s,7,0,0.00037037037037035425,1,2,5,pos37
87o,pos3,-0.12,7,8,7,o,6,5,-0.003518518518518518,0,2,5,pos37
87s,pos3,-0.06,7,8,7,s,6,5,-0.029259259259259256,1,2,5,pos37
86o,pos3,-0.08,7,8,6,o,6,4,0.02944444444444444,0,2,5,pos37
86s,pos3,-0.23,7,8,6,s,6,4,-0.15185185185185185,1,2,5,pos37
85o,pos3,-0.08,7,8,5,o,6,3,0.02944444444444444,0,2,5,pos37
85s,pos3,-0.11,7,8,5,s,6,3,0.008518518518518522,1,2,5,pos37
84o,pos3,-0.11,7,8,4,o,6,2,0.007962962962962963,0,2,5,pos37
84s,pos3,-0.11,7,8,4,s,6,2,0.00314814814814815,1,2,5,pos37
83o,pos3,-0.08,7,8,3,o,6,1,0.035,0,2,5,pos37
83s,pos3,-0.19,7,8,3,s,6,1,-0.03888888888888889,1,2,5,pos37
82o,pos3,-0.08,7,8,2,o,6,0,0.03370370370370371,0,2,5,pos37
82s,pos3,-0.28,7,8,2,s,6,0,-0.13833333333333336,1,2,5,pos37
76o,pos3,-0.1,7,7,6,o,5,4,0.012592592592592586,0,2,5,pos37
76s,pos3,-0.2,7,7,6,s,5,4,-0.16240740740740742,1,2,5,pos37
75o,pos3,-0.04,7,7,5,o,5,3,0.06833333333333333,0,2,5,pos37
75s,pos3,-0.15,7,7,5,s,5,3,-0.0561111111111111,1,2,5,pos37
74o,pos3,-0.05,7,7,4,o,5,2,0.06240740740740741,0,2,5,pos37
74s,pos3,-0.03,7,7,4,s,5,2,0.08277777777777777,1,2,5,pos37
73o,pos3,-0.05,7,7,3,o,5,1,0.06611111111111112,0,2,5,pos37
73s,pos3,-0.13,7,7,3,s,5,1,0.0062962962962963,1,2,5,pos37
72o,pos3,-0.1,7,7,2,o,5,0,0.01796296296296296,0,2,5,pos37
72s,pos3,-0.16,7,7,2,s,5,0,-0.018518518518518517,1,2,5,pos37
65o,pos3,-0.09,7,6,5,o,4,3,0.03240740740740741,0,2,5,pos37
65s,pos3,-0.02,7,6,5,s,4,3,0.05074074074074074,1,2,5,pos37
64o,pos3,-0.09,7,6,4,o,4,2,0.024259259259259258,0,2,5,pos37
64s,pos3,-0.09,7,6,4,s,4,2,0.000185185185185191,1,2,5,pos37
63o,pos3,-0.11,7,6,3,o,4,1,0.007407407407407404,0,2,5,pos37
63s,pos3,-0.08,7,6,3,s,4,1,0.02962962962962963,1,2,5,pos37
62o,pos3,-0.07,7,6,2,o,4,0,0.04648148148148147,0,2,5,pos37
62s,pos3,-0.15,7,6,2,s,4,0,-0.00740740740740739,1,2,5,pos37
54o,pos3,0.01,7,5,4,o,3,2,0.13166666666666668,0,2,5,pos37
54s,pos3,-0.02,7,5,4,s,3,2,0.048333333333333325,1,2,5,pos37
53o,pos3,-0.07,7,5,3,o,3,1,0.040740740740740744,0,2,5,pos37
53s,pos3,-0.12,7,5,3,s,3,1,-0.017777777777777767,1,2,5,pos37
52o,pos3,-0.07,7,5,2,o,3,0,0.048518518518518516,0,2,5,pos37
52s,pos3,-0.18,7,5,2,s,3,0,-0.037037037037037035,1,2,5,pos37
43o,pos3,-0.15,7,4,3,o,2,1,-0.02259259259259258,0,2,5,pos37
43s,pos3,-0.16,7,4,3,s,2,1,-0.030185185185185204,1,2,5,pos37
42o,pos3,-0.08,7,4,2,o,2,0,0.03851851851851852,0,2,5,pos37
42s,pos3,-0.19,7,4,2,s,2,0,-0.043888888888888894,1,2,5,pos37
32o,pos3,-0.06,7,3,2,o,1,0,0.07648148148148148,0,2,5,pos37
32s,pos3,-0.08,7,3,2,s,1,0,0.07296296296296297,1,2,5,pos37
AAo,pos4,2.21,7,A,A,o,12,12,-0.15537037037037038,2,3,5,pos47
KKo,pos4,1.61,7,K,K,o,11,11,-0.07129629629629641,2,3,5,pos47
QQo,pos4,1.12,7,Q,Q,o,10,10,-0.09277777777777763,2,3,5,pos47
JJo,pos4,0.89,7,J,J,o,9,9,0.04481481481481486,2,3,5,pos47
TTo,pos4,0.63,7,T,T,o,8,8,0.07185185185185183,2,3,5,pos47
99o,pos4,0.43,7,9,9,o,7,7,0.0759259259259259,2,3,5,pos47
88o,pos4,0.23,7,8,8,o,6,6,0.0,2,3,5,pos47
77o,pos4,0.01,7,7,7,o,5,5,-0.1225925925925926,2,3,5,pos47
66o,pos4,-0.15,7,6,6,o,4,4,-0.20722222222222222,2,3,5,pos47
55o,pos4,0.01,7,5,5,o,3,3,0.00537037037037037,2,3,5,pos47
44o,pos4,-0.01,7,4,4,o,2,2,0.01981481481481482,2,3,5,pos47
33o,pos4,-0.04,7,3,3,o,1,1,0.0312962962962963,2,3,5,pos47
22o,pos4,-0.03,7,2,2,o,0,0,0.05111111111111111,2,3,5,pos47
AKo,pos4,0.65,7,A,K,o,12,11,0.13851851851851849,0,3,5,pos47
AKs,pos4,0.8,7,A,K,s,12,11,0.016296296296296364,1,3,5,pos47
AQo,pos4,0.52,7,A,Q,o,12,10,0.2127777777777778,0,3,5,pos47
AQs,pos4,0.71,7,A,Q,s,12,10,0.11129629629629634,1,3,5,pos47
AJo,pos4,0.15,7,A,J,o,12,9,-0.02574074074074076,0,3,5,pos47
AJs,pos4,0.44,7,A,J,s,12,9,0.011296296296296304,1,3,5,pos47
ATo,pos4,0.09,7,A,T,o,12,8,0.02259259259259258,0,3,5,pos47
ATs,pos4,0.29,7,A,T,s,12,8,-0.02444444444444449,1,3,5,pos47
A9o,pos4,0.01,7,A,9,o,12,7,0.05351851851851852,0,3,5,pos47
A9s,pos4,0.21,7,A,9,s,12,7,0.04092592592592589,1,3,5,pos47
A8o,pos4,-0.05,7,A,8,o,12,6,0.02685185185185185,0,3,5,pos47
A8s,pos4,0.19,7,A,8,s,12,6,0.1024074074074074,1,3,5,pos47
A7o,pos4,-0.11,7,A,7,o,12,5,-0.008148148148148154,0,3,5,pos47
A7s,pos4,0.18,7,A,7,s,12,5,0.09925925925925924,1,3,5,pos47
A6o,pos4,-0.11,7,A,6,o,12,4,0.013703703703703704,0,3,5,pos47
A6s,pos4,0.03,7,A,6,s,12,4,0.008888888888888887,1,3,5,pos47
A5o,pos4,-0.14,7,A,5,o,12,3,-0.015370370370370381,0,3,5,pos47
A5s,pos4,0.23,7,A,5,s,12,3,0.15314814814814814,1,3,5,pos47
A4o,pos4,-0.13,7,A,4,o,12,2,-0.004814814814814827,0,3,5,pos47
A4s,pos4,0.11,7,A,4,s,12,2,0.054629629629629625,1,3,5,pos47
A3o,pos4,-0.11,7,A,3,o,12,1,0.024629629629629626,0,3,5,pos47
A3s,pos4,0.1,7,A,3,s,12,1,0.08703703703703704,1,3,5,pos47
A2o,pos4,-0.03,7,A,2,o,12,0,0.12129629629629629,0,3,5,pos47
A2s,pos4,0.02,7,A,2,s,12,0,0.02574074074074074,1,3,5,pos47
KQo,pos4,0.18,7,K,Q,o,11,10,0.024444444444444435,0,3,5,pos47
KQs,pos4,0.12,7,K,Q,s,11,10,-0.26092592592592595,1,3,5,pos47
KJo,pos4,0.16,7,K,J,o,11,9,0.08925925925925926,0,3,5,pos47
KJs,pos4,0.22,7,K,J,s,11,9,-0.06944444444444445,1,3,5,pos47
KTo,pos4,-0.03,7,K,T,o,11,8,-0.031296296296296294,0,3,5,pos47
KTs,pos4,-0.05,7,K,T,s,11,8,-0.24037037037037035,1,3,5,pos47
K9o,pos4,-0.09,7,K,9,o,11,7,-0.006111111111111109,0,3,5,pos47
K9s,pos4,0.12,7,K,9,s,11,7,0.04407407407407406,1,3,5,pos47
K8o,pos4,-0.07,7,K,8,o,11,6,0.04611111111111112,0,3,5,pos47
K8s,pos4,0.05,7,K,8,s,11,6,0.04351851851851852,1,3,5,pos47
K7o,pos4,-0.08,7,K,7,o,11,5,0.0387037037037037,0,3,5,pos47
K7s,pos4,0.11,7,K,7,s,11,5,0.11111111111111112,1,3,5,pos47
K6o,pos4,-0.09,7,K,6,o,11,4,0.02722222222222223,0,3,5,pos47
K6s,pos4,-0.09,7,K,6,s,11,4,-0.04666666666666667,1,3,5,pos47
K5o,pos4,-0.11,7,K,5,o,11,3,0.020000000000000004,0,3,5,pos47
K5s,pos4,0.06,7,K,5,s,11,3,0.1048148148148148,1,3,5,pos47
K4o,pos4,-0.08,7,K,4,o,11,2,0.0498148148148148,0,3,5,pos47
K4s,pos4,-0.03,7,K,4,s,11,2,0.020370370370370372,1,3,5,pos47
K3o,pos4,-0.07,7,K,3,o,11,1,0.06203703703703703,0,3,5,pos47
K3s,pos4,-0.01,7,K,3,s,11,1,0.07722222222222222,1,3,5,pos47
K2o,pos4,-0.07,7,K,2,o,11,0,0.06685185185185186,0,3,5,pos47
K2s,pos4,-0.12,7,K,2,s,11,0,-0.026296296296296276,1,3,5,pos47
QJo,pos4,0.06,7,Q,J,o,10,9,0.04092592592592592,0,3,5,pos47
QJs,pos4,0.26,7,Q,J,s,10,9,0.026851851851851877,1,3,5,pos47
QTo,pos4,-0.09,7,Q,T,o,10,8,-0.06,0,3,5,pos47
QTs,pos4,0.23,7,Q,T,s,10,8,0.06685185185185186,1,3,5,pos47
Q9o,pos4,-0.08,7,Q,9,o,10,7,0.007592592592592595,0,3,5,pos47
Q9s,pos4,0.24,7,Q,9,s,10,7,0.1824074074074074,1,3,5,pos47
Q8o,pos4,-0.08,7,Q,8,o,10,6,0.0338888888888889,0,3,5,pos47
Q8s,pos4,-0.03,7,Q,8,s,10,6,-0.013518518518518517,1,3,5,pos47
Q7o,pos4,-0.06,7,Q,7,o,10,5,0.06018518518518519,0,3,5,pos47
Q7s,pos4,0.01,7,Q,7,s,10,5,0.07740740740740741,1,3,5,pos47
Q6o,pos4,-0.08,7,Q,6,o,10,4,0.04444444444444444,0,3,5,pos47
Q6s,pos4,-0.08,7,Q,6,s,10,4,-0.007222222222222227,1,3,5,pos47
Q5o,pos4,-0.05,7,Q,5,o,10,3,0.07351851851851851,0,3,5,pos47
Q5s,pos4,0.11,7,Q,5,s,10,3,0.19555555555555554,1,3,5,pos47
Q4o,pos4,-0.05,7,Q,4,o,10,2,0.07759259259259259,0,3,5,pos47
Q4s,pos4,-0.07,7,Q,4,s,10,2,0.03222222222222222,1,3,5,pos47
Q3o,pos4,-0.09,7,Q,3,o,10,1,0.03518518518518518,0,3,5,pos47
Q3s,pos4,-0.11,7,Q,3,s,10,1,-0.007962962962962963,1,3,5,pos47
Q2o,pos4,-0.04,7,Q,2,o,10,0,0.08925925925925926,0,3,5,pos47
Q2s,pos4,0.0,7,Q,2,s,10,0,0.11648148148148148,1,3,5,pos47
JTo,pos4,-0.06,7,J,T,o,9,8,-0.02796296296296296,0,3,5,pos47
JTs,pos4,0.21,7,J,T,s,9,8,0.06296296296296294,1,3,5,pos47
J9o,pos4,-0.09,7,J,9,o,9,7,-0.0024074074074073998,0,3,5,pos47
J9s,pos4,0.06,7,J,9,s,9,7,0.02796296296296296,1,3,5,pos47
J8o,pos4,-0.07,7,J,8,o,9,6,0.034074074074074076,0,3,5,pos47
J8s,pos4,0.03,7,J,8,s,9,6,0.06481481481481483,1,3,5,pos47
J7o,pos4,-0.06,7,J,7,o,9,5,0.05962962962962963,0,3,5,pos47
J7s,pos4,-0.07,7,J,7,s,9,5,-0.0016666666666666774,1,3,5,pos47
J6o,pos4,-0.04,7,J,6,o,9,4,0.08277777777777778,0,3,5,pos47
J6s,pos4,-0.04,7,J,6,s,9,4,0.07333333333333333,1,3,5,pos47
J5o,pos4,-0.03,7,J,5,o,9,3,0.09814814814814815,0,3,5,pos47
J5s,pos4,-0.26,7,J,5,s,9,3,-0.1562962962962963,1,3,5,pos47
J4o,pos4,-0.06,7,J,4,o,9,2,0.0587037037037037,0,3,5,pos47
J4s,pos4,-0.09,7,J,4,s,9,2,0.028518518518518526,1,3,5,pos47
J3o,pos4,-0.04,7,J,3,o,9,1,0.08574074074074073,0,3,5,pos47
J3s,pos4,-0.06,7,J,3,s,9,1,0.07111111111111112,1,3,5,pos47
J2o,pos4,-0.04,7,J,2,o,9,0,0.08629629629629629,0,3,5,pos47
J2s,pos4,-0.11,7,J,2,s,9,0,0.029444444444444454,1,3,5,pos47
T9o,pos4,0.03,7,T,9,o,8,7,0.10296296296296296,0,3,5,pos47
T9s,pos4,0.28,7,T,9,s,8,7,0.23296296296296298,1,3,5,pos47
T8o,pos4,-0.1,7,T,8,o,8,6,-0.006111111111111109,0,3,5,pos47
T8s,pos4,-0.02,7,T,8,s,8,6,-0.01037037037037037,1,3,5,pos47
T7o,pos4,-0.04,7,T,7,o,8,5,0.0637037037037037,0,3,5,pos47
T7s,pos4,-0.06,7,T,7,s,8,5,-0.010185185185185186,1,3,5,pos47
T6o,pos4,0.01,7,T,6,o,8,4,0.12074074074074073,0,3,5,pos47
T6s,pos4,-0.23,7,T,6,s,8,4,-0.12037037037037038,1,3,5,pos47
T5o,pos4,-0.03,7,T,5,o,8,3,0.0887037037037037,0,3,5,pos47
T5s,pos4,0.04,7,T,5,s,8,3,0.15425925925925926,1,3,5,pos47
T4o,pos4,-0.02,7,T,4,o,8,2,0.09703703703703703,0,3,5,pos47
T4s,pos4,-0.12,7,T,4,s,8,2,0.0012962962962962954,1,3,5,pos47
T3o,pos4,-0.04,7,T,3,o,8,1,0.07962962962962963,0,3,5,pos47
T3s,pos4,-0.08,7,T,3,s,8,1,0.047777777777777794,1,3,5,pos47
T2o,pos4,-0.02,7,T,2,o,8,0,0.09685185185185184,0,3,5,pos47
T2s,pos4,-0.1,7,T,2,s,8,0,0.03185185185185185,1,3,5,pos47
98o,pos4,0.0,7,9,8,o,7,6,0.09777777777777778,0,3,5,pos47
98s,pos4,0.08,7,9,8,s,7,6,0.08148148148148149,1,3,5,pos47
97o,pos4,-0.05,7,9,7,o,7,5,0.05074074074074074,0,3,5,pos47
97s,pos4,-0.02,7,9,7,s,7,5,0.024074074074074078,1,3,5,pos47
96o,pos4,-0.03,7,9,6,o,7,4,0.08370370370370371,0,3,5,pos47
96s,pos4,0.01,7,9,6,s,7,4,0.09907407407407408,1,3,5,pos47
95o,pos4,-0.02,7,9,5,o,7,3,0.09074074074074075,0,3,5,pos47
95s,pos4,-0.13,7,9,5,s,7,3,-0.013703703703703704,1,3,5,pos47
94o,pos4,-0.03,7,9,4,o,7,2,0.08611111111111112,0,3,5,pos47
94s,pos4,-0.06,7,9,4,s,7,2,0.08499999999999999,1,3,5,pos47
93o,pos4,-0.03,7,9,3,o,7,1,0.08685185185185186,0,3,5,pos47
93s,pos4,-0.08,7,9,3,s,7,1,0.05185185185185186,1,3,5,pos47
92o,pos4,-0.02,7,9,2,o,7,0,0.0987037037037037,0,3,5,pos47
92s,pos4,-0.17,7,9,2,s,7,0,-0.029629629629629645,1,3,5,pos47
87o,pos4,-0.1,7,8,7,o,6,5,0.016481481481481472,0,3,5,pos47
87s,pos4,-0.22,7,8,7,s,6,5,-0.18925925925925927,1,3,5,pos47
86o,pos4,-0.03,7,8,6,o,6,4,0.07944444444444444,0,3,5,pos47
86s,pos4,-0.03,7,8,6,s,6,4,0.04814814814814815,1,3,5,pos47
85o,pos4,-0.01,7,8,5,o,6,3,0.09944444444444445,0,3,5,pos47
85s,pos4,0.0,7,8,5,s,6,3,0.11851851851851852,1,3,5,pos47
84o,pos4,-0.04,7,8,4,o,6,2,0.07796296296296296,0,3,5,pos47
84s,pos4,-0.07,7,8,4,s,6,2,0.043148148148148144,1,3,5,pos47
83o,pos4,-0.03,7,8,3,o,6,1,0.085,0,3,5,pos47
83s,pos4,-0.12,7,8,3,s,6,1,0.031111111111111117,1,3,5,pos47
82o,pos4,-0.01,7,8,2,o,6,0,0.10370370370370371,0,3,5,pos47
82s,pos4,-0.06,7,8,2,s,6,0,0.08166666666666667,1,3,5,pos47
76o,pos4,-0.07,7,7,6,o,5,4,0.042592592592592585,0,3,5,pos47
76s,pos4,-0.05,7,7,6,s,5,4,-0.012407407407407409,1,3,5,pos47
75o,pos4,-0.07,7,7,5,o,5,3,0.03833333333333333,0,3,5,pos47
75s,pos4,-0.07,7,7,5,s,5,3,0.02388888888888889,1,3,5,pos47
74o,pos4,-0.03,7,7,4,o,5,2,0.08240740740740742,0,3,5,pos47
74s,pos4,-0.16,7,7,4,s,5,2,-0.047222222222222235,1,3,5,pos47
73o,pos4,-0.01,7,7,3,o,5,1,0.10611111111111113,0,3,5,pos47
73s,pos4,-0.16,7,7,3,s,5,1,-0.0237037037037037,1,3,5,pos47
72o,pos4,-0.01,7,7,2,o,5,0,0.10796296296296297,0,3,5,pos47
72s,pos4,-0.17,7,7,2,s,5,0,-0.028518518518518526,1,3,5,pos47
65o,pos4,-0.08,7,6,5,o,4,3,0.04240740740740741,0,3,5,pos47
65s,pos4,-0.11,7,6,5,s,4,3,-0.03925925925925926,1,3,5,pos47
64o,pos4,-0.05,7,6,4,o,4,2,0.06425925925925925,0,3,5,pos47
64s,pos4,-0.03,7,6,4,s,4,2,0.06018518518518519,1,3,5,pos47
63o,pos4,-0.04,7,6,3,o,4,1,0.0774074074074074,0,3,5,pos47
63s,pos4,0.01,7,6,3,s,4,1,0.11962962962962963,1,3,5,pos47
62o,pos4,-0.02,7,6,2,o,4,0,0.09648148148148147,0,3,5,pos47
62s,pos4,-0.07,7,6,2,s,4,0,0.0725925925925926,1,3,5,pos47
54o,pos4,-0.05,7,5,4,o,3,2,0.07166666666666667,0,3,5,pos47
54s,pos4,-0.1,7,5,4,s,3,2,-0.031666666666666676,1,3,5,pos47
53o,pos4,-0.03,7,5,3,o,3,1,0.08074074074074075,0,3,5,pos47
53s,pos4,-0.09,7,5,3,s,3,1,0.012222222222222232,1,3,5,pos47
52o,pos4,-0.03,7,5,2,o,3,0,0.08851851851851852,0,3,5,pos47
52s,pos4,-0.09,7,5,2,s,3,0,0.05296296296296296,1,3,5,pos47
43o,pos4,-0.07,7,4,3,o,2,1,0.05740740740740741,0,3,5,pos47
43s,pos4,-0.15,7,4,3,s,2,1,-0.020185185185185195,1,3,5,pos47
42o,pos4,-0.02,7,4,2,o,2,0,0.09851851851851852,0,3,5,pos47
42s,pos4,-0.06,7,4,2,s,2,0,0.08611111111111111,1,3,5,pos47
32o,pos4,-0.04,7,3,2,o,1,0,0.09648148148148147,0,3,5,pos47
32s,pos4,-0.08,7,3,2,s,1,0,0.07296296296296297,1,3,5,pos47
AAo,pos5,2.23,7,A,A,o,12,12,-0.13537037037037036,2,4,5,pos57
KKo,pos5,1.71,7,K,K,o,11,11,0.028703703703703454,2,4,5,pos57
QQo,pos5,1.27,7,Q,Q,o,10,10,0.057222222222222285,2,4,5,pos57
JJo,pos5,1.08,7,J,J,o,9,9,0.23481481481481492,2,4,5,pos57
TTo,pos5,0.27,7,T,T,o,8,8,-0.28814814814814815,2,4,5,pos57
99o,pos5,0.35,7,9,9,o,7,7,-0.004074074074074119,2,4,5,pos57
88o,pos5,0.32,7,8,8,o,6,6,0.09,2,4,5,pos57
77o,pos5,0.03,7,7,7,o,5,5,-0.1025925925925926,2,4,5,pos57
66o,pos5,0.09,7,6,6,o,4,4,0.032777777777777774,2,4,5,pos57
55o,pos5,0.05,7,5,5,o,3,3,0.04537037037037037,2,4,5,pos57
44o,pos5,-0.12,7,4,4,o,2,2,-0.09018518518518517,2,4,5,pos57
33o,pos5,-0.07,7,3,3,o,1,1,0.0012962962962962954,2,4,5,pos57
