,hand,22o,32o,32s,33o,42o,42s,43o,43s,44o,52o,52s,53o,53s,54o,54s,55o,62o,62s,63o,63s,64o,64s,65o,65s,66o,72o,72s,73o,73s,74o,74s,75o,75s,76o,76s,77o,82o,82s,83o,83s,84o,84s,85o,85s,86o,86s,87o,87s,88o,92o,92s,93o,93s,94o,94s,95o,95s,96o,96s,97o,97s,98o,98s,99o,A2o,A2s,A3o,A3s,A4o,A4s,A5o,A5s,A6o,A6s,A7o,A7s,A8o,A8s,A9o,A9s,AAo,AJo,AJs,AKo,AKs,AQo,AQs,ATo,ATs,J2o,J2s,J3o,J3s,J4o,J4s,J5o,J5s,J6o,J6s,J7o,J7s,J8o,J8s,J9o,J9s,JJo,JTo,JTs,K2o,K2s,K3o,K3s,K4o,K4s,K5o,K5s,K6o,K6s,K7o,K7s,K8o,K8s,K9o,K9s,KJo,KJs,KKo,KQo,KQs,KTo,KTs,Q2o,Q2s,Q3o,Q3s,Q4o,Q4s,Q5o,Q5s,Q6o,Q6s,Q7o,Q7s,Q8o,Q8s,Q9o,Q9s,QJo,QJs,QQo,QTo,QTs,T2o,T2s,T3o,T3s,T4o,T4s,T5o,T5s,T6o,T6s,T7o,T7s,T8o,T8s,T9o,T9s,TTo
93,J4o,-0.1371063,0.031776734,-0.008888135,-0.0484358,0.25117084,0.18352091,0.13314648,0.08992109,0.052226476,0.53830326,0.49911553,0.37836102,0.32033288,0.24435958,0.2500988,0.16245416,0.73691297,0.7087356,0.6511108,0.64076227,0.47926974,0.44434306,0.36387727,0.35124752,0.29286307,0.8813337,0.8580486,0.8178501,0.79494953,0.73296225,0.71619505,0.60867923,0.575407,0.49300295,0.48144767,0.52385175,0.95428723,0.94011706,0.929771,0.9083231,0.8733212,0.8722978,0.8309553,0.81745887,0.7296571,0.7123047,0.63732034,0.62087256,0.65058446,0.98569286,0.979796,0.97491646,0.9664724,0.95330787,0.9410958,0.9255397,0.9148699,0.8931527,0.8860472,0.8318997,0.8140702,0.7670601,0.7505066,0.727019,-0.23689589,-0.26808465,-0.2519669,-0.2846306,-0.24367364,-0.26752305,-0.23454186,-0.27726793,-0.23380741,-0.25472912,-0.23496036,-0.2782536,-0.24939835,-0.28873587,-0.2935195,-0.34591094,-0.7360536,-0.40924183,-0.45224613,-0.62043464,-0.651731,-0.5634064,-0.60134065,-0.34373695,-0.39524132,0.99550796,0.99533236,0.9991291,0.99851215,1.0,0.9997581,0.99856293,0.9990867,0.9953288,0.99616057,0.988331,0.99006546,0.9790731,0.97885185,0.95642215,0.95114803,0.7241435,0.9312292,0.92442393,0.16490704,0.1655453,0.13905963,0.13899346,0.10385511,0.09583661,0.07161832,0.0627379,0.027004324,0.022415228,-0.015789125,-0.03535352,-0.058521934,-0.08082793,-0.1221533,-0.15118703,-0.24799424,-0.30612147,-0.67259383,-0.5104227,-0.5534524,-0.17521757,-0.1993182,0.37553596,0.38151193,0.35264614,0.35876945,0.3203482,0.3204309,0.28511697,0.2854332,0.24348861,0.23902047,0.19069499,0.18932134,0.14501607,0.12429844,0.054869983,0.039176717,-0.05053492,-0.10878177,-0.56648076,-0.008108195,-0.071889594,0.99869376,0.9988978,0.9976671,0.9982323,0.9930087,0.99589705,0.98683953,0.9909618,0.9735609,0.9806626,0.9608121,0.96862465,0.9274548,0.9307411,0.88349783,0.8822347,0.7934656
94,J4s,-0.15024734,0.018083332,-0.022159796,-0.06157973,0.23786446,0.17035696,0.11969878,0.076826915,0.039219406,0.52641845,0.48723283,0.36575514,0.3077559,0.23133692,0.23749635,0.14981842,0.7272712,0.6991066,0.6405725,0.6304703,0.46746665,0.43261367,0.35149166,0.33916724,0.28081256,0.87433213,0.8508764,0.8097675,0.7868277,0.7236088,0.70693254,0.59816134,0.56490463,0.4816674,0.47030452,0.51350987,0.9496673,0.9352503,0.9243787,0.90252674,0.8665322,0.8657483,0.8234003,0.80991614,0.7208621,0.7035626,0.6275458,0.61121726,0.6419707,0.9829737,0.9769063,0.97153366,0.9628817,0.9489602,0.9365582,0.92043084,0.90967464,0.8873772,0.88032615,0.82512736,0.8073082,0.7593919,0.7429203,0.7197939,-0.22505158,-0.25625342,-0.24016537,-0.27281308,-0.2318756,-0.2557569,-0.22267054,-0.26549974,-0.22196415,-0.24289441,-0.22319669,-0.26663527,-0.23768345,-0.2771642,-0.2819631,-0.3346576,-0.73009574,-0.39853138,-0.44187987,-0.6116234,-0.64339125,-0.55387384,-0.59222245,-0.3324812,-0.38434482,0.99605894,0.9962252,0.99920434,0.9991334,0.9997581,1.0000001,0.99784935,0.9991535,0.99435776,0.99583,0.98692906,0.9894146,0.9774893,0.97780764,0.9541776,0.9496316,0.7210198,0.928442,0.9225986,0.17678994,0.17761545,0.15108112,0.15119508,0.115989596,0.10817179,0.08389276,0.0752293,0.03938546,0.034961954,-0.003423199,-0.022808734,-0.04612658,-0.06834065,-0.10977834,-0.13883531,-0.23612878,-0.2947113,-0.6658263,-0.5001584,-0.5436616,-0.1630206,-0.18719558,0.38681448,0.39298132,0.36414275,0.37044492,0.33201793,0.33231905,0.29704148,0.29754415,0.25562796,0.25134197,0.20299129,0.20181738,0.15738939,0.1368508,0.06729419,0.05158358,-0.038535662,-0.0973013,-0.5591681,0.0042435452,-0.059732288,0.9980388,0.99875945,0.99642897,0.9975104,0.99115855,0.99483323,0.9846114,0.98955417,0.9707006,0.9786738,0.95755345,0.9663074,0.9235084,0.927655,0.87848926,0.8779832,0.78904814
95,J5o,-0.090778485,0.07820906,0.03782589,-0.0010543673,0.29589957,0.22916089,0.17989251,0.13711375,0.10035969,0.5760439,0.537977,0.42185077,0.36533934,0.29078886,0.29672208,0.21061741,0.7663024,0.73941356,0.6858325,0.6760281,0.5210873,0.48745343,0.4089632,0.3967404,0.34010208,0.9005394,0.8791752,0.84335536,0.82197386,0.7647038,0.7489059,0.6469247,0.6151845,0.53568035,0.52463734,0.5661693,0.9652068,0.952876,0.94517004,0.92583436,0.89545685,0.8945802,0.85722685,0.8446437,0.7630962,0.74690145,0.6756014,0.6598937,0.6882303,0.9902245,0.985674,0.98325574,0.97635156,0.96630526,0.95565283,0.9430094,0.9335263,0.914723,0.90840405,0.85939056,0.84304154,0.799315,0.7836502,0.7600051,-0.27838275,-0.30826485,-0.29314065,-0.32444206,-0.28523415,-0.30770347,-0.2759871,-0.3169753,-0.2752867,-0.2951844,-0.27623332,-0.31768203,-0.29006636,-0.3276924,-0.33261624,-0.3825235,-0.7510926,-0.44316489,-0.48344457,-0.64723474,-0.67611766,-0.5930057,-0.6281372,-0.38049656,-0.42926455,0.9891467,0.98899144,0.995619,0.9945816,0.99856293,0.99784935,1.0,0.9992166,0.9989234,0.9989499,0.99482745,0.9952067,0.98769945,0.9867305,0.96971816,0.96308553,0.7442103,0.9474572,0.9389245,0.118962385,0.11982581,0.09345807,0.09361963,0.058559366,0.05084815,0.026877854,0.018412113,-0.017076846,-0.021169672,-0.059075207,-0.07780175,-0.10089779,-0.122131065,-0.16288185,-0.19043556,-0.2837049,-0.3383611,-0.68907475,-0.5416406,-0.5817641,-0.21387327,-0.23610203,0.33306134,0.33927944,0.31048214,0.31692842,0.27849075,0.27879348,0.24381012,0.24445716,0.20291886,0.19884092,0.15097621,0.15001772,0.10664122,0.08693443,0.01801937,0.004256889,-0.08173676,-0.13552424,-0.58132577,-0.042365354,-0.10294025,0.99637604,0.996393,0.9987512,0.99896157,0.9972083,0.99886644,0.9936876,0.9965235,0.98403454,0.9895401,0.9739177,0.9799983,0.9457142,0.9478507,0.9067175,0.90483445,0.81739235
96,J5s,-0.12311458,0.044983122,0.0049698316,-0.033266306,0.26393262,0.19698903,0.14732523,0.10478888,0.068710215,0.54803014,0.50945985,0.39170194,0.33497387,0.25935096,0.26591754,0.18002328,0.74384516,0.7163226,0.66101927,0.65134424,0.4929267,0.45923376,0.3792233,0.36737192,0.31129426,0.8847744,0.86240584,0.8245914,0.80250496,0.7429202,0.72692525,0.6220199,0.5899727,0.50862056,0.49798062,0.541996,0.95527375,0.9418425,0.9331649,0.9123603,0.87994504,0.8793196,0.83989775,0.8268943,0.74242777,0.72622097,0.65249485,0.6370148,0.66876036,0.9848573,0.9794903,0.97614336,0.9683427,0.9568718,0.94521815,0.9315241,0.9214287,0.90155137,0.89511275,0.8436936,0.82734233,0.78153926,0.76597136,0.7448015,-0.24805918,-0.2778901,-0.26283914,-0.2940683,-0.25485745,-0.277223,-0.24548286,-0.2864822,-0.24474284,-0.26453614,-0.24571925,-0.2872923,-0.2595793,-0.29736426,-0.30244756,-0.35279146,-0.7329439,-0.41448215,-0.4554402,-0.623144,-0.6530523,-0.56731886,-0.60340184,-0.3507934,-0.40019536,0.99171436,0.9919747,0.9969065,0.9967087,0.9990867,0.9991535,0.9992166,1.0000001,0.99754405,0.9986777,0.99237514,0.99439275,0.98503065,0.9852509,0.9653557,0.96096194,0.74202955,0.94234574,0.93638074,0.14963153,0.1508013,0.12442224,0.12487208,0.089788295,0.0824585,0.05832521,0.05028525,0.014667146,0.010915045,-0.027299294,-0.04560987,-0.06904419,-0.089971736,-0.13107936,-0.15844099,-0.25252372,-0.30785808,-0.6687511,-0.5145117,-0.5556396,-0.1821652,-0.20430866,0.36235586,0.3687737,0.34025306,0.34690088,0.3087361,0.30932415,0.27455622,0.27548882,0.23419899,0.23042648,0.18263799,0.18200946,0.13857907,0.119251475,0.050173122,0.036590338,-0.050055396,-0.10453803,-0.55929446,-0.010182589,-0.07088283,0.996081,0.9968289,0.996907,0.9978907,0.9938952,0.99695283,0.98931324,0.9936632,0.9781321,0.98531616,0.96723616,0.9753596,0.93728226,0.9415224,0.8957973,0.89570117,0.8103976
97,J6o,-0.062242087,0.10622613,0.06597108,0.028660713,0.3226022,0.25640535,0.20864417,0.16615784,0.13137418,0.59746987,0.55996203,0.44825533,0.39319828,0.31986707,0.32621765,0.24237597,0.7818126,0.7554394,0.7057675,0.69637185,0.546894,0.51462156,0.43759608,0.4259448,0.37219793,0.9092337,0.8888962,0.85687006,0.8362355,0.78352517,0.7683794,0.67089754,0.6404739,0.5633659,0.5532822,0.59610426,0.96867585,0.9572372,0.95207596,0.93373454,0.9076243,0.90683883,0.87298596,0.86075133,0.7844999,0.76955163,0.7009764,0.6864573,0.7165828,0.9896262,0.9856803,0.9855763,0.97952914,0.9723934,0.96234316,0.952631,0.94378614,0.92789364,0.9222191,0.8774912,0.86293566,0.8216368,0.80723447,0.7868069,-0.30242574,-0.33043066,-0.31675074,-0.34612,-0.30919954,-0.32958588,-0.2998558,-0.3382712,-0.29907238,-0.31738624,-0.2997066,-0.33859634,-0.31276757,-0.3480691,-0.35351887,-0.40020955,-0.74930704,-0.45817176,-0.4953535,-0.65664446,-0.68314666,-0.60483176,-0.6371058,-0.3985784,-0.44408202,0.98187554,0.9816891,0.9905153,0.98923135,0.9953288,0.99435776,0.9989234,0.99754405,1.0000001,0.9995538,0.9984066,0.9983833,0.9937538,0.9928297,0.9797727,0.9738617,0.76917124,0.9609461,0.952762,0.08898495,0.090272695,0.064063355,0.064658605,0.029747557,0.022741128,-0.0012245439,-0.008823354,-0.044006743,-0.047222234,-0.08496596,-0.10220432,-0.12559941,-0.14505558,-0.18552823,-0.2106708,-0.29993665,-0.3501644,-0.68739724,-0.5548991,-0.5919355,-0.23368311,-0.253086,0.3058077,0.31224236,0.28386295,0.29065818,0.25266752,0.25328612,0.21888149,0.22007923,0.17933787,0.1759312,0.1286737,0.12843712,0.08622998,0.06819016,-0.000105727464,-0.010993455,-0.092872426,-0.14089958,-0.576435,-0.057131574,-0.11317488,0.9916928,0.99157363,0.99666995,0.9966703,0.99770665,0.99856585,0.9963057,0.99838316,0.9898225,0.99434185,0.9822961,0.98772866,0.95863247,0.9611439,0.9237352,0.922648,0.84110534
98,J6s,-0.08246481,0.085422486,0.045672543,0.008478042,0.3026038,0.2365405,0.18822515,0.14614922,0.111422725,0.5800964,0.5424815,0.42939955,0.3742975,0.30013102,0.3070475,0.2230421,0.768137,0.7416643,0.69049376,0.6813561,0.52931,0.4970881,0.4189373,0.40762442,0.3538238,0.8998239,0.87911844,0.84557074,0.8247611,0.77007675,0.7549879,0.65537256,0.62490565,0.54640925,0.536542,0.5804839,0.9629359,0.95104975,0.9450275,0.92598444,0.8982655,0.89780545,0.86231357,0.8500333,0.7716672,0.75677985,0.686502,0.6720507,0.7036159,0.98679066,0.9825212,0.98163635,0.9751907,0.96688145,0.9564592,0.9457991,0.93674594,0.9198903,0.91422594,0.86778116,0.8531824,0.81041497,0.7960271,0.7760674,-0.28391156,-0.3120443,-0.2983193,-0.32778445,-0.29072875,-0.31127456,-0.28127113,-0.31997275,-0.28051162,-0.29892147,-0.2812484,-0.32048103,-0.2944011,-0.33003438,-0.33548167,-0.3827891,-0.7407718,-0.44166172,-0.47953007,-0.6433476,-0.6706798,-0.5903586,-0.62340087,-0.38111478,-0.42731482,0.9840253,0.9842792,0.99187726,0.9913181,0.99616057,0.99583,0.9989499,0.9986777,0.9995538,1.0000002,0.99721396,0.9982575,0.9921926,0.99201125,0.9770482,0.9722314,0.7647376,0.95734847,0.9505546,0.10816063,0.10967308,0.08340062,0.08420847,0.049213905,0.042429492,0.018375296,0.011012327,-0.0243278,-0.027356416,-0.06536796,-0.08245394,-0.10603449,-0.1254557,-0.16612662,-0.1914221,-0.2815879,-0.3326882,-0.6775948,-0.5392727,-0.5771803,-0.21466163,-0.2343305,0.32414514,0.33081242,0.30248114,0.3094853,0.2715055,0.27238068,0.23801903,0.23942408,0.19871166,0.19550806,0.14820331,0.14818677,0.10577974,0.08787432,0.019348089,0.008290924,-0.07434642,-0.12339859,-0.5657895,-0.03795348,-0.0945099,0.9920086,0.9925736,0.99601686,0.9967008,0.99605554,0.99801594,0.9939907,0.9972283,0.9864323,0.9922081,0.97824717,0.985011,0.9533396,0.95709497,0.9167075,0.9166512,0.8347613
99,J7o,-0.019231638,0.14819986,0.10831425,0.07262463,0.36193907,0.29682946,0.25081033,0.2088748,0.17614627,0.6285105,0.5920886,0.4862389,0.43315834,0.36160177,0.3682545,0.28716153,0.8038672,0.7785472,0.73383105,0.72499526,0.5831688,0.55257106,0.47785017,0.46679375,0.41619915,0.9210174,0.90236574,0.87528837,0.85597205,0.8089599,0.79478997,0.7035929,0.6749158,0.6012266,0.59205633,0.635218,0.97250694,0.9625974,0.9605552,0.9439687,0.92318505,0.9224942,0.8932151,0.8817136,0.81255496,0.79905885,0.7344966,0.7211544,0.7517749,0.98743284,0.9845517,0.9872917,0.9825612,0.9790219,0.9701585,0.96396697,0.9561261,0.9437933,0.9389544,0.8999294,0.8873487,0.84958524,0.83645797,0.8183674,-0.33746958,-0.36347243,-0.35128367,-0.37860417,-0.3441914,-0.36243254,-0.33474156,-0.37045297,-0.3339274,-0.3506226,-0.33420634,-0.3703271,-0.34636694,-0.37914264,-0.38496324,-0.42811072,-0.752126,-0.48264235,-0.5162501,-0.6729913,-0.6966102,-0.6244207,-0.6532862,-0.42677325,-0.46855888,0.9697695,0.9695569,0.981262,0.9795736,0.988331,0.98692906,0.99482745,0.99237514,0.9984066,0.99721396,1.0,0.9989937,0.9981747,0.99688625,0.98935,0.98325765,0.7930974,0.974434,0.9656635,0.04608344,0.047739267,0.021860778,0.0228276,-0.011739116,-0.018141035,-0.04179113,-0.048615083,-0.08329079,-0.08568266,-0.122935094,-0.13872087,-0.16211191,-0.17980073,-0.21959208,-0.24232998,-0.3267163,-0.37209815,-0.69119895,-0.57642245,-0.60981447,-0.26459646,-0.28113508,0.2654656,0.27211815,0.24423398,0.25137588,0.21388735,0.21480076,0.18117136,0.18287018,0.14308172,0.14030278,0.09398101,0.094394244,0.053719476,0.037323203,-0.029950427,-0.037951767,-0.114742376,-0.1565362,-0.57772267,-0.08315202,-0.1344096,0.9833166,0.982996,0.9917326,0.99137866,0.9960453,0.99571407,0.9974179,0.99830925,0.9948949,0.9979188,0.99051696,0.99463063,0.97267944,0.97483253,0.943197,0.94228745,0.86585945
100,J7s,-0.0550439,0.11231189,0.07243772,0.037376627,0.32783145,0.26208648,0.21603777,0.17406026,0.1420769,0.59909534,0.56170785,0.45438346,0.4010118,0.32840243,0.3359068,0.2547599,0.78048575,0.7539616,0.7080222,0.6990782,0.55369383,0.5231243,0.44676682,0.4362571,0.38646406,0.9049529,0.88479155,0.85602385,0.83559483,0.78680974,0.7722716,0.67800266,0.6489284,0.5734612,0.5651847,0.61182857,0.9628354,0.9513501,0.9487679,0.9301583,0.9077877,0.9072143,0.8761523,0.86389667,0.791817,0.778431,0.7114221,0.6988536,0.7344165,0.9826161,0.97851616,0.98072004,0.9747745,0.9701884,0.95978093,0.9530322,0.9443034,0.93123376,0.9262703,0.8848672,0.8726245,0.8328016,0.8202967,0.80670834,-0.30677703,-0.3322729,-0.3205257,-0.34730595,-0.31335634,-0.3309095,-0.3037771,-0.33879977,-0.30282527,-0.31895238,-0.3030126,-0.3386442,-0.3150762,-0.34747902,-0.35382524,-0.39666963,-0.7301434,-0.45203355,-0.48568764,-0.6467488,-0.67101234,-0.59698534,-0.6263084,-0.39556813,-0.43727896,0.9734502,0.9734965,0.98368025,0.9827117,0.99006546,0.9894146,0.9952067,0.99439275,0.9983833,0.9982575,0.9989937,0.9999999,0.9973202,0.99765074,0.98689276,0.98419756,0.7992313,0.9720925,0.96710217,0.07726838,0.0793369,0.05334548,0.054721694,0.01998911,0.014186338,-0.009921879,-0.016022734,-0.05097231,-0.05276019,-0.0905135,-0.10541418,-0.12953992,-0.14640912,-0.18694147,-0.20872684,-0.293517,-0.3383808,-0.6663388,-0.5477495,-0.5815465,-0.23142749,-0.24698198,0.29550678,0.30235392,0.27477804,0.28215137,0.24491149,0.24617194,0.21265025,0.21480718,0.17520082,0.17294112,0.12652612,0.12752262,0.086710304,0.07114561,0.003462091,-0.003492158,-0.080689505,-0.12155348,-0.5505891,-0.049142014,-0.09913223,0.98409545,0.98435014,0.99097764,0.991283,0.9938967,0.99483097,0.99419916,0.9966161,0.99028254,0.9949983,0.98540473,0.9919287,0.96589947,0.9709486,0.9342866,0.9360473,0.8649565
101,J8o,0.001504818,0.16678615,0.127072,0.094588734,0.37839004,0.3138292,0.27021143,0.2285639,0.19973597,0.6386756,0.6024514,0.5027007,0.45151925,0.38152504,0.3886888,0.3116834,0.80795556,0.78257126,0.7431634,0.73454326,0.599377,0.5705238,0.49750036,0.4871946,0.44164518,0.91903806,0.9007947,0.87829983,0.8592035,0.81806767,0.8043152,0.71847504,0.69125783,0.6204164,0.6126891,0.65936047,0.9665466,0.956844,0.958124,0.9417187,0.9260529,0.9252903,0.9003361,0.8887028,0.82577455,0.8138586,0.75213796,0.74045706,0.77611244,0.9784834,0.9756556,0.981328,0.97689456,0.97690547,0.9678993,0.96549094,0.95783603,0.94942576,0.94514954,0.9109893,0.9008271,0.8656538,0.85410863,0.84326786,-0.35014647,-0.37354365,-0.36322847,-0.38787097,-0.35648286,-0.37173516,-0.34691343,-0.37891087,-0.34590346,-0.36031076,-0.34557402,-0.3780402,-0.35657114,-0.38607574,-0.39269546,-0.43136823,-0.7327255,-0.48223692,-0.51177704,-0.6661948,-0.68701,-0.62043595,-0.645825,-0.43051496,-0.46789324,0.9564257,0.956101,0.97001076,0.96809095,0.9790731,0.9774893,0.98769945,0.98503065,0.9937538,0.9921926,0.9981747,0.9973202,1.0000001,0.99926823,0.99570245,0.99203813,0.8246782,0.9855087,0.9786431,0.023478772,0.025694784,0.0003359802,0.001861468,-0.03214958,-0.037505265,-0.060974818,-0.066512056,-0.1005674,-0.101695284,-0.13844462,-0.15204427,-0.17573811,-0.19086426,-0.23021382,-0.24946561,-0.32809913,-0.36747116,-0.6710328,-0.5742048,-0.6037552,-0.27094972,-0.283453,0.24431759,0.25110492,0.22433849,0.23177685,0.1954927,0.19675285,0.16445675,0.16682567,0.12862489,0.12673596,0.081814215,0.083146244,0.04453006,0.030450828,-0.035391405,-0.039435685,-0.11018938,-0.14430052,-0.55296123,-0.08368121,-0.12860602,0.9718198,0.97134376,0.9827806,0.98220706,0.98969066,0.9886497,0.9933115,0.9936441,0.9942064,0.99644107,0.9932267,0.99737656,0.9806742,0.9844371,0.95570475,0.956671,0.8917366
102,J8s,-0.021958962,0.14321962,0.10348335,0.071678504,0.3558591,0.290887,0.24753788,0.2058773,0.17793748,0.6187252,0.58182824,0.4817035,0.43060765,0.35996157,0.36792773,0.29123506,0.7915226,0.76516736,0.72557086,0.7169611,0.57992685,0.55140054,0.47736174,0.46769577,0.42333868,0.90709597,0.88773054,0.86458826,0.8446995,0.80305004,0.78919524,0.70166063,0.67436427,0.6026037,0.5958878,0.6457108,0.9586842,0.94779396,0.94910717,0.9311766,0.9150374,0.91434723,0.8886791,0.8765191,0.8121513,0.8005756,0.7374614,0.7267811,0.7669588,0.97366726,0.9698974,0.97555614,0.97025144,0.9699413,0.95971876,0.95745367,0.9491649,0.9406946,0.9365111,0.9011672,0.8916611,0.8552976,0.84464383,0.838468,-0.33020282,-0.3527028,-0.34313133,-0.36686543,-0.3363928,-0.3505532,-0.32670406,-0.3575027,-0.3255569,-0.33910254,-0.32506713,-0.35650837,-0.33582985,-0.36446336,-0.3717354,-0.40937006,-0.7137088,-0.46037826,-0.48918617,-0.6464556,-0.6672132,-0.6003872,-0.6254743,-0.40884727,-0.44534642,0.9571632,0.9569781,0.97005635,0.96862525,0.97885185,0.97780764,0.9867305,0.9852509,0.9928297,0.99201125,0.99688625,0.99765074,0.99926823,1.0000001,0.9944003,0.99380827,0.834628,0.98512053,0.9816607,0.04260788,0.045250896,0.019789223,0.021743089,-0.0123948045,-0.017105278,-0.041011844,-0.045737494,-0.08000309,-0.08044389,-0.11760306,-0.13007888,-0.1545442,-0.16856323,-0.20858027,-0.2264367,-0.3046169,-0.34243944,-0.64968985,-0.553588,-0.5826887,-0.2482517,-0.25921357,0.26269025,0.269644,0.24318624,0.25087598,0.2148381,0.21645692,0.18427552,0.18716986,0.14918384,0.1478848,0.10291974,0.10491192,0.06634267,0.05336544,-0.012794254,-0.015259687,-0.08561678,-0.11749402,-0.5295817,-0.059854724,-0.102550134,0.9707439,0.9706435,0.9808925,0.98075193,0.9870991,0.9868597,0.99018687,0.9915891,0.9905157,0.9939076,0.9896044,0.9956987,0.97651845,0.98280454,0.9506584,0.95408905,0.89540005
103,J9o,0.07350207,0.23515329,0.19649959,0.1670018,0.44000763,0.3780056,0.33757988,0.2973312,0.27219173,0.68346024,0.64951354,0.5605146,0.5132027,0.4467471,0.4543223,0.3827641,0.8359026,0.8126223,0.78169125,0.77416444,0.6530729,0.6273186,0.55880964,0.54963225,0.50979704,0.9286133,0.91342556,0.8992928,0.8826666,0.85119045,0.8393094,0.7647344,0.7407476,0.6761985,0.6700457,0.71670884,0.9622508,0.95527536,0.96160114,0.9483566,0.94152045,0.9409655,0.92369735,0.91352797,0.86292374,0.85355526,0.79902387,0.78940284,0.8253965,0.9639807,0.9630257,0.97325885,0.97110987,0.9769187,0.9700785,0.97336495,0.9675226,0.9648921,0.96213305,0.9377149,0.9309116,0.90179396,0.8924662,0.88552594,-0.4050235,-0.4248803,-0.4170792,-0.43806112,-0.41114253,-0.42271504,-0.40146312,-0.4287024,-0.4003969,-0.41200396,-0.39948946,-0.42708862,-0.4088805,-0.43393573,-0.44107866,-0.47354198,-0.7301571,-0.51822954,-0.5415334,-0.6867177,-0.70255077,-0.6468048,-0.66627234,-0.4731631,-0.5040313,0.9256243,0.925308,0.94378614,0.94128245,0.95642215,0.9541776,0.96971816,0.9653557,0.9797727,0.9770482,0.98935,0.98689276,0.99570245,0.9944003,1.0000001,0.99591726,0.8539624,0.99621516,0.9883609,-0.04820353,-0.045380816,-0.06993906,-0.06781211,-0.10087462,-0.105173856,-0.12786193,-0.13203418,-0.1649066,-0.1646634,-0.20023009,-0.21126801,-0.23471777,-0.24677706,-0.28456378,-0.29967487,-0.369444,-0.40050066,-0.6709065,-0.60420805,-0.62746656,-0.31969392,-0.3273908,0.17430773,0.18139225,0.15572527,0.16369358,0.12857367,0.13034385,0.099636,0.10283086,0.06658396,0.06576292,0.022843068,0.025256125,-0.010474838,-0.02167863,-0.08515981,-0.08441186,-0.14605127,-0.16963054,-0.5500689,-0.12654667,-0.16316411,0.947048,0.9463051,0.9636018,0.9624873,0.97577864,0.97282726,0.98389745,0.9823113,0.99123883,0.99101526,0.9953618,0.99735606,0.9925798,0.9956406,0.9766753,0.9778482,0.921976
104,J9s,0.023427933,0.18431263,0.14506115,0.11837916,0.39031565,0.3272314,0.28873754,0.24802442,0.22634648,0.63791037,0.601769,0.5142157,0.46738958,0.40047795,0.40951502,0.3400584,0.79652977,0.77033496,0.7411329,0.7328623,0.61021054,0.58550775,0.5156063,0.5075182,0.47205836,0.8980252,0.8797736,0.8657665,0.846668,0.81653076,0.8037245,0.7273496,0.703349,0.63799036,0.6343746,0.68914247,0.94009376,0.92992926,0.93764114,0.9204312,0.9144007,0.913628,0.8962923,0.8841301,0.83246887,0.8242111,0.7675838,0.7604718,0.8083984,0.9481863,0.944609,0.95595795,0.9514545,0.95803136,0.9477602,0.95274436,0.94504595,0.9437889,0.9408112,0.9153558,0.9106868,0.87990034,0.8727843,0.8794235,-0.3572172,-0.3743073,-0.36873138,-0.38687795,-0.36286893,-0.3711187,-0.35309428,-0.37636107,-0.35160556,-0.36055243,-0.35009688,-0.3741487,-0.35854298,-0.38053018,-0.3893641,-0.417976,-0.6741097,-0.46161282,-0.4821872,-0.63264716,-0.6476178,-0.59298813,-0.6108458,-0.41853866,-0.44604236,0.9216285,0.9211604,0.93860126,0.93657017,0.95114803,0.9496316,0.96308553,0.96096194,0.9738617,0.9722314,0.98325765,0.98419756,0.99203813,0.99380827,0.99591726,1.0,0.88621384,0.99594206,0.9963454,-0.006916743,-0.003181491,-0.02757791,-0.02450575,-0.057438765,-0.060101517,-0.083644904,-0.08582446,-0.118654504,-0.11660017,-0.15264907,-0.16072977,-0.18571185,-0.19456463,-0.23352224,-0.24438092,-0.3110342,-0.33656543,-0.6096622,-0.55006546,-0.57123363,-0.2647707,-0.2678432,0.21354999,0.22077271,0.19644266,0.20471646,0.1710086,0.17335129,0.14360844,0.1478754,0.112960845,0.11353099,0.07127565,0.07518982,0.040530205,0.03224671,-0.03093626,-0.025611516,-0.0842884,-0.10047345,-0.4826967,-0.06820473,-0.09777157,0.9393478,0.9388379,0.9544755,0.9537917,0.96577317,0.96391547,0.973128,0.97327554,0.9800726,0.9817555,0.9854325,0.9912087,0.9825056,0.99172974,0.9661071,0.973137,0.936509
