,hand,22o,32o,32s,33o,42o,42s,43o,43s,44o,52o,52s,53o,53s,54o,54s,55o,62o,62s,63o,63s,64o,64s,65o,65s,66o,72o,72s,73o,73s,74o,74s,75o,75s,76o,76s,77o,82o,82s,83o,83s,84o,84s,85o,85s,86o,86s,87o,87s,88o,92o,92s,93o,93s,94o,94s,95o,95s,96o,96s,97o,97s,98o,98s,99o,A2o,A2s,A3o,A3s,A4o,A4s,A5o,A5s,A6o,A6s,A7o,A7s,A8o,A8s,A9o,A9s,AAo,AJo,AJs,AKo,AKs,AQo,AQs,ATo,ATs,J2o,J2s,J3o,J3s,J4o,J4s,J5o,J5s,J6o,J6s,J7o,J7s,J8o,J8s,J9o,J9s,JJo,JTo,JTs,K2o,K2s,K3o,K3s,K4o,K4s,K5o,K5s,K6o,K6s,K7o,K7s,K8o,K8s,K9o,K9s,KJo,KJs,KKo,KQo,KQs,KTo,KTs,Q2o,Q2s,Q3o,Q3s,Q4o,Q4s,Q5o,Q5s,Q6o,Q6s,Q7o,Q7s,Q8o,Q8s,Q9o,Q9s,QJo,QJs,QQo,QTo,QTs,T2o,T2s,T3o,T3s,T4o,T4s,T5o,T5s,T6o,T6s,T7o,T7s,T8o,T8s,T9o,T9s,TTo
149,QQo,-0.47595656,-0.5840045,-0.56565315,-0.51333934,-0.68612397,-0.6590422,-0.6195051,-0.6015634,-0.5433074,-0.7891026,-0.7871939,-0.7146373,-0.6832086,-0.6516318,-0.6491886,-0.5747869,-0.81567335,-0.8263726,-0.78922945,-0.7888991,-0.72969216,-0.707031,-0.68043506,-0.671736,-0.59830755,-0.7875624,-0.80493486,-0.79113203,-0.80295885,-0.7701049,-0.77109843,-0.7388099,-0.72466743,-0.6961635,-0.6797525,-0.6300234,-0.7304695,-0.7537626,-0.741684,-0.7683814,-0.75329137,-0.7550692,-0.7417952,-0.75301397,-0.7255317,-0.7106383,-0.6993949,-0.6822796,-0.5945803,-0.6742238,-0.6950633,-0.68877923,-0.70779943,-0.7015656,-0.7257514,-0.70932734,-0.72249293,-0.7027908,-0.7037565,-0.6910571,-0.66942143,-0.66732395,-0.65330434,-0.53309023,0.7388919,0.77399063,0.7506019,0.7864149,0.7454139,0.7818053,0.743495,0.79221696,0.74584126,0.77485216,0.75157523,0.7985331,0.7662936,0.8076919,0.79998547,0.85131854,0.97106934,0.88899875,0.9233241,0.9419135,0.9547417,0.92594606,0.947273,0.845265,0.8898451,-0.54380137,-0.5445396,-0.56203276,-0.5552862,-0.56648076,-0.5591681,-0.58132577,-0.55929446,-0.576435,-0.5657895,-0.57772267,-0.5505891,-0.55296123,-0.5295817,-0.5500689,-0.4826967,-0.17392509,-0.5155301,-0.45192567,0.46141598,0.46791562,0.48744524,0.49431366,0.5186177,0.53542227,0.54700255,0.56660503,0.58973867,0.60560405,0.62625444,0.65797526,0.6622697,0.697422,0.715245,0.7594064,0.83405775,0.8928174,0.98707736,0.9110542,0.9388153,0.77189887,0.8137794,0.33120948,0.3275541,0.36070356,0.35909915,0.39885572,0.4024198,0.43780372,0.44477558,0.48604625,0.49799332,0.5378103,0.54788333,0.5879711,0.62014157,0.66683304,0.7058799,0.7816089,0.8486529,0.99999994,0.73254234,0.80529875,-0.5926732,-0.58873767,-0.6111588,-0.6069406,-0.62317944,-0.610373,-0.6293928,-0.61348623,-0.6328004,-0.6158516,-0.6184655,-0.58789057,-0.6077995,-0.55935705,-0.60473335,-0.56403124,-0.372074
150,QTo,-0.8715659,-0.89259785,-0.8919894,-0.87112993,-0.86565226,-0.8756359,-0.8777018,-0.88194686,-0.85728437,-0.76630694,-0.78683496,-0.81640273,-0.8270354,-0.84859693,-0.8462332,-0.83329296,-0.6204812,-0.6482777,-0.68062866,-0.6855559,-0.7651521,-0.7728353,-0.80326027,-0.80721146,-0.78622013,-0.4410486,-0.47869244,-0.52289414,-0.55142355,-0.59905577,-0.61235833,-0.6799478,-0.6940059,-0.73359966,-0.73479277,-0.6714297,-0.28611037,-0.32476008,-0.342128,-0.38981506,-0.43473348,-0.43598926,-0.48000777,-0.49950743,-0.56751454,-0.57269585,-0.62845016,-0.63497806,-0.5454075,-0.16642919,-0.19537583,-0.21387595,-0.24522637,-0.274755,-0.30964473,-0.328867,-0.3532233,-0.37200224,-0.38172206,-0.436204,-0.44076708,-0.48695123,-0.49702978,-0.42370567,0.93693495,0.93821317,0.93605024,0.93620884,0.93647367,0.940858,0.94045836,0.9408223,0.9413459,0.9438168,0.9431157,0.9425293,0.94353294,0.9415628,0.9386875,0.92965055,0.61873937,0.9082092,0.88743526,0.7785218,0.74848986,0.8227784,0.7934646,0.9303793,0.91380554,0.048753608,0.051065102,0.012296937,0.02504557,-0.008108195,0.0042435452,-0.042365354,-0.010182589,-0.057131574,-0.03795348,-0.08315202,-0.049142014,-0.08368121,-0.059854724,-0.12654667,-0.06820473,-0.035435,-0.13854165,-0.082104415,0.91262907,0.9167127,0.9233236,0.9272329,0.93376225,0.94062716,0.943341,0.9509457,0.95492053,0.9612474,0.9624662,0.97085613,0.968087,0.9756807,0.97280204,0.9776172,0.9666419,0.9469896,0.6776408,0.8586087,0.8308147,0.9753321,0.9753807,0.87099624,0.8698908,0.8874511,0.8874952,0.906624,0.9087162,0.9255362,0.9286651,0.9458431,0.95028925,0.9647066,0.9678706,0.97980285,0.98702514,0.9949063,0.9984657,0.9958116,0.9709328,0.73254234,1.0000001,0.990986,-0.029950138,-0.020248288,-0.073161356,-0.06337903,-0.11220898,-0.08489035,-0.13930209,-0.10918632,-0.17888921,-0.14357622,-0.19400546,-0.14887777,-0.23805138,-0.1887027,-0.2999557,-0.2671063,-0.18900675
151,QTs,-0.83360463,-0.8639361,-0.86180216,-0.8350308,-0.8507807,-0.8570706,-0.85234886,-0.8542695,-0.8226994,-0.77478325,-0.7938894,-0.80795217,-0.8124525,-0.82782733,-0.82387894,-0.80176437,-0.6487769,-0.67614913,-0.69656163,-0.700977,-0.7622416,-0.7646182,-0.7888509,-0.7899821,-0.7585681,-0.48630837,-0.5227924,-0.5572582,-0.5848239,-0.6190435,-0.6308776,-0.6852865,-0.695023,-0.7259097,-0.72247046,-0.65424,-0.34152442,-0.37967056,-0.3906906,-0.43773764,-0.47186455,-0.47315148,-0.50806737,-0.52753514,-0.5814731,-0.58251595,-0.6301722,-0.63116246,-0.5325923,-0.22860149,-0.2577613,-0.27074832,-0.30140287,-0.3240373,-0.35938767,-0.37108052,-0.39473978,-0.40607113,-0.41423643,-0.45848626,-0.45707917,-0.49720392,-0.5017952,-0.41191202,0.9199701,0.92854893,0.92115873,0.9289669,0.9206436,0.9326894,0.9241979,0.93485296,0.92562085,0.9342583,0.9284607,0.9377258,0.93169886,0.9386151,0.9334277,0.9364563,0.690546,0.9242464,0.91425306,0.8177405,0.7952202,0.8529341,0.8330018,0.93532383,0.9307091,-0.021686386,-0.019756868,-0.054848485,-0.04255772,-0.071889594,-0.059732288,-0.10294025,-0.07088283,-0.11317488,-0.0945099,-0.1344096,-0.09913223,-0.12860602,-0.102550134,-0.16316411,-0.09777157,-0.004018519,-0.16459619,-0.1013977,0.8602729,0.8657346,0.87369305,0.87906647,0.88742346,0.8971982,0.89998287,0.91116756,0.9171623,0.9266434,0.92940116,0.9438057,0.9401245,0.9545579,0.9530269,0.9672762,0.9707539,0.9675416,0.7480696,0.8822258,0.8648289,0.9664147,0.97684544,0.8108503,0.80987865,0.8300865,0.8306381,0.8528827,0.85596365,0.87550586,0.88045573,0.9013655,0.908323,0.9259502,0.93173945,0.94791734,0.96146214,0.9736914,0.98700535,0.9978465,0.9934494,0.80529875,0.990986,0.99999994,-0.0969007,-0.08768344,-0.13585769,-0.12649202,-0.1701863,-0.14440952,-0.19361232,-0.16446541,-0.22668043,-0.19290313,-0.23559435,-0.18998815,-0.269857,-0.21605305,-0.32126325,-0.2827664,-0.17455776
152,T2o,-0.1298782,0.03969874,-0.001319224,-0.042815115,0.25836074,0.19069351,0.13922834,0.09572776,0.055651076,0.5454248,0.5065589,0.38323843,0.32444203,0.24833964,0.25338352,0.1637113,0.74305093,0.715211,0.65549123,0.6449547,0.48200408,0.44617587,0.36590558,0.3528381,0.29151803,0.8864141,0.8633778,0.82141596,0.7987116,0.7347931,0.71792483,0.6092107,0.5751719,0.49254885,0.48019317,0.5192672,0.95801586,0.94426686,0.9322008,0.911481,0.8744064,0.8731655,0.83056873,0.81740665,0.7276275,0.70924187,0.63429433,0.6171035,0.6423252,0.98846614,0.98289967,0.9765019,0.9683284,0.95368636,0.942011,0.9246337,0.9141298,0.89059067,0.88325846,0.8273432,0.8080244,0.76086146,0.74363256,0.7155813,-0.24614215,-0.27874434,-0.26161736,-0.29580775,-0.25309557,-0.27871525,-0.24432394,-0.28904527,-0.24373412,-0.26598722,-0.24520656,-0.29043785,-0.26027673,-0.30132037,-0.30571693,-0.36027282,-0.75438714,-0.42505312,-0.46976447,-0.635587,-0.6676775,-0.5783841,-0.6176456,-0.3579288,-0.41137448,0.9961714,0.9957119,0.9988726,0.9977443,0.99869376,0.9980388,0.99637604,0.996081,0.9916928,0.9920086,0.9833166,0.98409545,0.9718198,0.9707439,0.947048,0.9393478,0.70159626,0.91958225,0.91082704,0.16012405,0.16019167,0.13338162,0.13275386,0.09738894,0.088463746,0.06416803,0.054214053,0.01822475,0.012611572,-0.02566733,-0.046718203,-0.069519326,-0.09351884,-0.13502629,-0.16610356,-0.26585656,-0.326706,-0.69323987,-0.5258575,-0.5702979,-0.19050649,-0.21683842,0.36872566,0.37440145,0.34459552,0.35029942,0.31102008,0.31067097,0.2742558,0.2739645,0.2307559,0.22552551,0.17618488,0.17404202,0.1284656,0.106163085,0.036025323,0.017883372,-0.07534122,-0.13710235,-0.5926732,-0.029950138,-0.0969007,1.0,0.99967104,0.99791086,0.9980571,0.99229366,0.994634,0.9850011,0.9884467,0.9703105,0.9767616,0.95569277,0.96240646,0.91991293,0.9210231,0.8746465,0.8714986,0.7764821
153,T2s,-0.1383359,0.030562826,-0.009807776,-0.051222194,0.24947774,0.18224701,0.1303119,0.08737536,0.04732927,0.53738225,0.4988156,0.3749645,0.31639734,0.23979022,0.24530685,0.15569884,0.7366814,0.7092193,0.6486169,0.63851076,0.47439268,0.4387778,0.3578988,0.34515443,0.28384343,0.88180035,0.8589846,0.8162987,0.7938958,0.7287451,0.7121894,0.60254955,0.5687609,0.48537165,0.47311383,0.5125455,0.9549758,0.94135296,0.92880046,0.9080605,0.8701436,0.8692739,0.82576185,0.81287855,0.7222503,0.7040483,0.6282539,0.6110518,0.63658524,0.9867589,0.9813088,0.97448343,0.9663629,0.95103943,0.9395388,0.92160916,0.9112493,0.8871755,0.88001,0.8234198,0.8041571,0.75626343,0.7390139,0.71039164,-0.23762825,-0.2703138,-0.25316352,-0.2874049,-0.24468568,-0.2704582,-0.23578122,-0.28076774,-0.23526034,-0.2576224,-0.23684625,-0.2823413,-0.25195795,-0.29324305,-0.2975117,-0.3525214,-0.75175905,-0.41777635,-0.4628951,-0.6300385,-0.6626068,-0.57211757,-0.61178035,-0.3500784,-0.40398148,0.9967334,0.9967444,0.99923503,0.998743,0.9988978,0.99875945,0.996393,0.9968289,0.99157363,0.9925736,0.982996,0.98435014,0.97134376,0.9706435,0.9463051,0.9388379,0.69762343,0.9181963,0.90989625,0.16858596,0.16885595,0.14203015,0.141589,0.10618925,0.0974247,0.07319924,0.06341274,0.027353965,0.02188573,-0.016522616,-0.037480682,-0.060299337,-0.08429933,-0.12575254,-0.15703692,-0.2572085,-0.31874827,-0.69000405,-0.51872534,-0.5636837,-0.18150227,-0.20812616,0.3769623,0.38290504,0.3531097,0.35906234,0.31974104,0.3196518,0.28333157,0.28323033,0.24009258,0.23503678,0.1857602,0.18379892,0.1381842,0.11599359,0.045780007,0.02746541,-0.065964796,-0.12854065,-0.58873767,-0.020248288,-0.08768344,0.99967104,1.0,0.99732006,0.9980712,0.9913168,0.99448574,0.9838988,0.9881681,0.9688098,0.9761164,0.95391864,0.9613865,0.91787374,0.9195611,0.8717905,0.8691069,0.77254087
154,T3o,-0.073913515,0.096122034,0.055287343,0.014499593,0.31292626,0.24617922,0.19605976,0.15300459,0.11397171,0.5918104,0.55410635,0.43628585,0.37926334,0.3047996,0.3101341,0.22216013,0.77939355,0.7529931,0.69819283,0.6881702,0.5330492,0.49880302,0.42075527,0.40823412,0.34895882,0.91049606,0.8896858,0.8530546,0.8320695,0.77391493,0.7581408,0.65596443,0.6237747,0.544547,0.53296494,0.57112855,0.9720205,0.9604413,0.9516326,0.9333797,0.90194887,0.9008772,0.8630359,0.8508967,0.76855296,0.7516367,0.6809757,0.6648593,0.68866044,0.99469376,0.9906985,0.98737216,0.98101,0.9701996,0.9603035,0.9464445,0.9373466,0.9172765,0.9108832,0.8611066,0.84369016,0.8002856,0.78429836,0.75648606,-0.29844612,-0.32940483,-0.3134374,-0.34585178,-0.30527943,-0.32912606,-0.29636034,-0.33880484,-0.2957125,-0.31661814,-0.2968941,-0.33978397,-0.31119683,-0.35006988,-0.35470906,-0.4061002,-0.773196,-0.46757585,-0.50880647,-0.6692657,-0.69831777,-0.6155801,-0.6512649,-0.40398437,-0.45394427,0.9891112,0.98865086,0.99532306,0.993668,0.9976671,0.99642897,0.9987512,0.996907,0.99666995,0.99601686,0.9917326,0.99097764,0.9827806,0.9808925,0.9636018,0.9544755,0.7276771,0.9397417,0.92914337,0.103062615,0.10343306,0.076687016,0.07635434,0.04102005,0.032532796,0.008367866,-0.0009852797,-0.036770653,-0.04171682,-0.079759896,-0.099695235,-0.122560576,-0.14515246,-0.18609671,-0.21518372,-0.31060597,-0.36694703,-0.71382713,-0.56512564,-0.6059238,-0.2389243,-0.26277354,0.31600907,0.32197422,0.2922173,0.29832414,0.2589256,0.2588539,0.22270964,0.22285312,0.18004583,0.1753329,0.12640718,0.12484188,0.08020054,0.059195463,-0.010446727,-0.02605023,-0.11482151,-0.17079155,-0.6111588,-0.073161356,-0.13585769,0.99791086,0.99732006,1.0000001,0.9996949,0.9981599,0.9989587,0.99400383,0.9958811,0.9836651,0.9881695,0.97222614,0.9768849,0.94253016,0.9424147,0.903263,0.899574,0.8068875
155,T3s,-0.08413371,0.085173756,0.04489809,0.0043345187,0.30240008,0.23594978,0.18538025,0.14282179,0.10393862,0.582583,0.5450742,0.426447,0.36954778,0.2945555,0.3003967,0.21251446,0.77215767,0.7460342,0.6901931,0.68055105,0.5239836,0.48988798,0.41113794,0.3989803,0.33978087,0.9054517,0.8847622,0.8471885,0.82637453,0.76691043,0.7513419,0.64803195,0.6159822,0.53588015,0.5244778,0.5632803,0.9689337,0.95737964,0.9479431,0.92957443,0.89714086,0.89642346,0.85754156,0.8455749,0.7621344,0.745339,0.67366654,0.65763634,0.68213195,0.99321675,0.9892627,0.98537767,0.9790129,0.9674266,0.95759755,0.94308025,0.9340688,0.91337866,0.9070921,0.8563825,0.8389945,0.7947216,0.77880216,0.7508119,-0.28919584,-0.3202465,-0.30427235,-0.33674648,-0.29611862,-0.32012725,-0.28713927,-0.32982734,-0.2865486,-0.3075511,-0.28786045,-0.33102545,-0.30223164,-0.34135497,-0.3459356,-0.3977777,-0.77021873,-0.45984522,-0.5015025,-0.66335726,-0.6928892,-0.60890245,-0.64502937,-0.39562953,-0.4460649,0.99025255,0.9902376,0.9961139,0.9950683,0.9982323,0.9975104,0.99896157,0.9978907,0.9966703,0.9967008,0.99137866,0.991283,0.98220706,0.98075193,0.9624873,0.9537917,0.7240153,0.93794185,0.9280338,0.11261929,0.11318914,0.08635167,0.086207345,0.05076615,0.04245173,0.01823248,0.0090391785,-0.026870944,-0.031678617,-0.069952965,-0.089805335,-0.1127612,-0.13536221,-0.17637938,-0.20564222,-0.301665,-0.3586477,-0.7102463,-0.55767536,-0.5990192,-0.2295395,-0.25362933,0.32534513,0.33157107,0.30172592,0.3080535,0.26856473,0.26873523,0.2325626,0.23288448,0.19004613,0.18549308,0.13647276,0.13509241,0.09028284,0.069377914,-0.00044921786,-0.016223047,-0.105486095,-0.16218862,-0.6069406,-0.06337903,-0.12649202,0.9980571,0.9980712,0.9996949,0.9999999,0.99737716,0.99901354,0.99293596,0.9956391,0.98209006,0.9874529,0.97024745,0.9757135,0.9400266,0.940584,0.8997502,0.89669156,0.8028762
156,T4o,-0.02145388,0.14812621,0.10748534,0.067994475,0.3624598,0.29671845,0.24821399,0.20563073,0.1682063,0.6328418,0.59632164,0.48405686,0.4289219,0.35634658,0.3619329,0.2762962,0.81027484,0.78520495,0.7353368,0.7258528,0.57873344,0.5461364,0.4705031,0.45856267,0.40191358,0.9294906,0.91077363,0.8792382,0.8597842,0.80764437,0.79286116,0.69730794,0.6668976,0.59130096,0.580603,0.6183162,0.9814875,0.97188675,0.96613926,0.9502046,0.92436785,0.92341644,0.8903603,0.8790922,0.8042003,0.788713,0.72240746,0.70750993,0.73063326,0.99686664,0.9942717,0.9937992,0.9891434,0.9821298,0.97380173,0.9634371,0.95562303,0.9391055,0.9335625,0.88975996,0.87427515,0.83467585,0.820069,0.7934731,-0.34518602,-0.37427256,-0.35971814,-0.39017695,-0.351938,-0.3738203,-0.34303275,-0.38288617,-0.34233898,-0.3617272,-0.34323823,-0.38350466,-0.356715,-0.39316714,-0.39817137,-0.4460799,-0.78537565,-0.50414604,-0.5417263,-0.6965997,-0.7224964,-0.6465086,-0.67856526,-0.4443383,-0.49056697,0.9788282,0.978288,0.9882036,0.9859505,0.9930087,0.99115855,0.9972083,0.9938952,0.99770665,0.99605554,0.9960453,0.9938967,0.98969066,0.9870991,0.97577864,0.96577317,0.7522643,0.95568836,0.9438048,0.04991168,0.050585106,0.023948088,0.02392919,-0.011277273,-0.019257,-0.04333945,-0.052063078,-0.08749725,-0.09173581,-0.12950005,-0.14819248,-0.17111781,-0.1921328,-0.23253033,-0.25935078,-0.35022527,-0.40163755,-0.72783315,-0.5984444,-0.6354305,-0.28249615,-0.30358678,0.2664237,0.27261874,0.2429582,0.24938707,0.21013212,0.2102931,0.17449091,0.17506485,0.13280621,0.12862566,0.08016959,0.07919911,0.035662558,0.01611279,-0.05284174,-0.06572324,-0.14996694,-0.19959663,-0.62317944,-0.11220898,-0.1701863,0.99229366,0.9913168,0.9981599,0.99737716,1.0,0.9992716,0.99874216,0.99902993,0.9926964,0.99524546,0.98433846,0.9870376,0.9605372,0.9594102,0.9271089,0.92318577,0.8342372
157,T4s,-0.050315563,0.118661806,0.078561775,0.039154425,0.33448574,0.26870558,0.21933557,0.17710906,0.13966274,0.60913116,0.57239807,0.45781878,0.40229958,0.32852238,0.3346062,0.24859604,0.79221475,0.76693374,0.71467024,0.7054841,0.55438507,0.52152336,0.4443159,0.43257383,0.37557513,0.9178202,0.898496,0.86456853,0.84475833,0.789592,0.7747417,0.67597795,0.64522076,0.56755537,0.55680925,0.5958257,0.97519004,0.9648932,0.957755,0.9408244,0.912452,0.9118531,0.87635684,0.8649528,0.78678095,0.77108294,0.7022955,0.6871331,0.71186054,0.9947615,0.991699,0.9899369,0.9846832,0.9758614,0.96700877,0.95512146,0.946942,0.92892027,0.92326504,0.8768164,0.8609278,0.8192255,0.80428284,0.777737,-0.3182984,-0.34786063,-0.333033,-0.36396426,-0.32519037,-0.34759378,-0.3161474,-0.35680658,-0.3155231,-0.33530766,-0.3166003,-0.35771045,-0.33031714,-0.36755937,-0.3724439,-0.42164156,-0.7753038,-0.48123693,-0.52020717,-0.67894423,-0.70626485,-0.62685794,-0.6603862,-0.41977006,-0.4674373,0.983826,0.9838079,0.9919407,0.99058974,0.99589705,0.99483323,0.99886644,0.99695283,0.99856585,0.99801594,0.99571407,0.99483097,0.9886497,0.9868597,0.97282726,0.96391547,0.7444807,0.95114803,0.94066846,0.07862763,0.07949739,0.05278889,0.052950658,0.017635334,0.009800196,-0.014330693,-0.022938045,-0.058565058,-0.06273429,-0.100814074,-0.11959189,-0.14264728,-0.16391718,-0.20454569,-0.23197606,-0.32453063,-0.3778366,-0.7160723,-0.5770619,-0.61565703,-0.25543872,-0.277341,0.29424334,0.30067223,0.2710474,0.27767247,0.23844327,0.23884335,0.20309259,0.20381337,0.16156065,0.15749358,0.10895589,0.108100966,0.06427075,0.044616386,-0.024664838,-0.03821137,-0.123902366,-0.17583112,-0.610373,-0.08489035,-0.14440952,0.994634,0.99448574,0.9989587,0.99901354,0.9992716,1.0000001,0.9969605,0.9987198,0.98923326,0.9934138,0.9797424,0.9841033,0.95390594,0.95411116,0.9176892,0.91473675,0.82427466
158,T5o,0.018793114,0.18755616,0.14739029,0.10895483,0.39937204,0.33476785,0.28767774,0.24572447,0.20964903,0.66222787,0.62679654,0.519578,0.4661778,0.39527863,0.40110818,0.31753308,0.8314528,0.8075634,0.76188904,0.7529203,0.61259073,0.5814519,0.5079401,0.49647522,0.442073,0.94115955,0.92417395,0.8969583,0.8788903,0.8315438,0.8176817,0.72770435,0.6989271,0.6263397,0.61627877,0.653487,0.9857086,0.9777021,0.9745956,0.96048445,0.93922013,0.93842274,0.9092891,0.89880526,0.83013743,0.8159274,0.7532357,0.739192,0.7616146,0.9954395,0.9939813,0.995936,0.99261296,0.9886453,0.9816357,0.97419906,0.96743953,0.95387816,0.949077,0.91031647,0.8964654,0.86001164,0.8463851,0.8204896,-0.37914217,-0.40670642,-0.39326614,-0.42212626,-0.38589615,-0.4061708,-0.37689525,-0.41468322,-0.37621048,-0.3943811,-0.3768724,-0.4149871,-0.3896546,-0.42412817,-0.4293114,-0.4744148,-0.7919944,-0.5295707,-0.5642737,-0.71473163,-0.738219,-0.6674542,-0.69664,-0.47285232,-0.51609683,0.968082,0.96757114,0.98006743,0.9774877,0.98683953,0.9846114,0.9936876,0.98931324,0.9963057,0.9939907,0.9974179,0.99419916,0.9933115,0.99018687,0.98389745,0.973128,0.76975596,0.9668928,0.95382416,0.009315591,0.010257062,-0.016098343,-0.01584049,-0.050771564,-0.058306597,-0.08205764,-0.09021549,-0.1252184,-0.12884723,-0.16614823,-0.183786,-0.20659548,-0.22629657,-0.2659692,-0.29101643,-0.37785208,-0.4254576,-0.7357133,-0.6210712,-0.6550511,-0.3134685,-0.33243817,0.2280802,0.23448549,0.2051695,0.2118926,0.17294945,0.17335096,0.13817242,0.13911268,0.09760427,0.09389594,0.046227247,0.045734353,0.0034133233,-0.014912177,-0.08296074,-0.09369153,-0.17371176,-0.21856421,-0.6293928,-0.13930209,-0.19361232,0.9850011,0.9838988,0.99400383,0.99293596,0.99874216,0.9969605,1.0,0.99920577,0.99741286,0.998586,0.99172103,0.9929911,0.9729284,0.9711166,0.94430804,0.9401312,0.853857
159,T5s,-0.013324476,0.15536672,0.115597785,0.0771347,0.36907825,0.30424428,0.25635934,0.21464431,0.17849381,0.636873,0.60095817,0.4913938,0.4375658,0.36532232,0.37181836,0.28761473,0.8123897,0.78797007,0.74003685,0.7312295,0.58660644,0.5552573,0.4799698,0.46879613,0.41408256,0.92917895,0.91127676,0.8817339,0.863094,0.8127586,0.79875493,0.70526886,0.67612135,0.6013322,0.5914654,0.63051414,0.9796496,0.9706653,0.9663622,0.9508857,0.92717594,0.9266902,0.8951024,0.88431644,0.8121681,0.7978438,0.7324933,0.7184166,0.7432308,0.9939271,0.9917626,0.99261665,0.9884741,0.9827985,0.9749537,0.9661753,0.95887935,0.9438928,0.93897426,0.8974685,0.8833868,0.8447088,0.8309616,0.80605584,-0.35051075,-0.37836993,-0.364801,-0.39394277,-0.35736513,-0.37791476,-0.34817347,-0.38649982,-0.34750843,-0.36588097,-0.34828198,-0.3870086,-0.3612512,-0.39632028,-0.4015433,-0.44768518,-0.77974486,-0.5043572,-0.54024726,-0.6950774,-0.7199255,-0.6458806,-0.67639256,-0.4460517,-0.49048844,0.9743473,0.97431713,0.9850551,0.9833756,0.9909618,0.98955417,0.9965235,0.9936632,0.99838316,0.9972283,0.99830925,0.9966161,0.9936441,0.9915891,0.9823113,0.97327554,0.76604795,0.96409017,0.9531048,0.040074144,0.041279826,0.0148137845,0.015323497,-0.01978638,-0.02707003,-0.050988857,-0.058871903,-0.09416053,-0.09757574,-0.13529244,-0.1527897,-0.17592551,-0.19564833,-0.2357463,-0.261088,-0.34949887,-0.39855832,-0.72125804,-0.5976812,-0.6330946,-0.28391922,-0.30333814,0.25802192,0.2646804,0.2354524,0.24240959,0.20346957,0.20416449,0.16901517,0.17020193,0.12867379,0.12520006,0.077401124,0.077158116,0.034498785,0.01626841,-0.052256368,-0.06327206,-0.14464712,-0.19119768,-0.61348623,-0.10918632,-0.16446541,0.9884467,0.9881681,0.9958811,0.9956391,0.99902993,0.9987198,0.99920577,1.0,0.99488986,0.99782264,0.98818564,0.9914087,0.96730983,0.96734405,0.93597144,0.9332487,0.84688365
160,T6o,0.07736634,0.24404973,0.20442957,0.16821304,0.45145634,0.3884855,0.3438297,0.3027396,0.2693471,0.70247394,0.66860926,0.56905496,0.5183619,0.4501751,0.45635313,0.37659475,0.85883415,0.83651847,0.7972666,0.78904104,0.6591964,0.6303382,0.56016356,0.54956174,0.49927223,0.95426023,0.9396838,0.91880745,0.9025477,0.86285096,0.85025805,0.7687911,0.74237394,0.6745661,0.6657516,0.70296425,0.9878274,0.9820004,0.98269516,0.9711599,0.95681185,0.9561605,0.9330305,0.9235406,0.86427426,0.8519691,0.79476994,0.7824073,0.80497575,0.98929596,0.98934907,0.9947698,0.9933449,0.99398077,0.9886742,0.985646,0.98034537,0.97130764,0.9675767,0.93622446,0.9249589,0.89318156,0.88139945,0.8583045,-0.42750224,-0.45238853,-0.44094104,-0.46703187,-0.43411854,-0.45159924,-0.4251653,-0.45927304,-0.42442682,-0.44043648,-0.42470092,-0.45909777,-0.4363372,-0.46739703,-0.47311777,-0.5133967,-0.7955411,-0.5639764,-0.59385574,-0.7371456,-0.7566446,-0.6944215,-0.71896774,-0.51235783,-0.5505578,0.9483091,0.9477098,0.9638887,0.96069103,0.9735609,0.9707006,0.98403454,0.9781321,0.9898225,0.9864323,0.9948949,0.99028254,0.9942064,0.9905157,0.99123883,0.9800726,0.7962301,0.97918737,0.96520567,-0.05037233,-0.048989505,-0.07498388,-0.07426575,-0.10874876,-0.11547447,-0.13896048,-0.14612965,-0.18042612,-0.1830331,-0.2197262,-0.23548862,-0.2583061,-0.2757057,-0.3144742,-0.33629912,-0.41674638,-0.45773643,-0.74138737,-0.65117407,-0.68019146,-0.35786545,-0.37303004,0.1710002,0.17764041,0.14881803,0.15591511,0.11760042,0.11833843,0.0839922,0.08553846,0.045176156,0.042243548,-0.004378816,-0.0040476453,-0.044544335,-0.060727797,-0.1273698,-0.13438797,-0.20802695,-0.24450204,-0.6328004,-0.17888921,-0.22668043,0.9703105,0.9688098,0.9836651,0.98209006,0.9926964,0.98923326,0.99741286,0.99488986,1.0,0.99900067,0.99820304,0.9974727,0.98672885,0.98419756,0.9652319,0.96119815,0.8815743
