,flop,suitedness,pairness,connectedness,high_low_texture,high_card,straightness
20938,"('9d', 'Ks', 'Ad')",1.0,0.0,1.0,2.0,12.0,0.0
20939,"('9d', 'Kh', 'Kc')",0.0,3.0,0.0,2.0,11.0,0.0
20940,"('9d', 'Kh', 'Kd')",1.0,3.0,0.0,2.0,11.0,0.0
20941,"('9d', 'Kh', 'As')",0.0,0.0,1.0,2.0,12.0,0.0
20942,"('9d', 'Kh', 'Ah')",1.0,0.0,1.0,2.0,12.0,0.0
20943,"('9d', 'Kh', 'Ac')",0.0,0.0,1.0,2.0,12.0,0.0
20944,"('9d', 'Kh', 'Ad')",1.0,0.0,1.0,2.0,12.0,0.0
20945,"('9d', 'Kc', 'Kd')",1.0,3.0,0.0,2.0,11.0,0.0
20946,"('9d', 'Kc', 'As')",0.0,0.0,1.0,2.0,12.0,0.0
20947,"('9d', 'Kc', 'Ah')",0.0,0.0,1.0,2.0,12.0,0.0
20948,"('9d', 'Kc', 'Ac')",1.0,0.0,1.0,2.0,12.0,0.0
20949,"('9d', 'Kc', 'Ad')",1.0,0.0,1.0,2.0,12.0,0.0
20950,"('9d', 'Kd', 'As')",1.0,0.0,1.0,2.0,12.0,0.0
20951,"('9d', 'Kd', 'Ah')",1.0,0.0,1.0,2.0,12.0,0.0
20952,"('9d', 'Kd', 'Ac')",1.0,0.0,1.0,2.0,12.0,0.0
20953,"('9d', 'Kd', 'Ad')",2.0,0.0,1.0,2.0,12.0,0.0
20954,"('9d', 'As', 'Ah')",0.0,3.0,0.0,2.0,12.0,0.0
20955,"('9d', 'As', 'Ac')",0.0,3.0,0.0,2.0,12.0,0.0
20956,"('9d', 'As', 'Ad')",1.0,3.0,0.0,2.0,12.0,0.0
20957,"('9d', 'Ah', 'Ac')",0.0,3.0,0.0,2.0,12.0,0.0
20958,"('9d', 'Ah', 'Ad')",1.0,3.0,0.0,2.0,12.0,0.0
20959,"('9d', 'Ac', 'Ad')",1.0,3.0,0.0,2.0,12.0,0.0
20960,"('Ts', 'Th', 'Tc')",0.0,2.0,0.0,2.0,8.0,0.0
20961,"('Ts', 'Th', 'Td')",0.0,2.0,0.0,2.0,8.0,0.0
20962,"('Ts', 'Th', 'Js')",1.0,2.0,1.0,2.0,9.0,0.0
20963,"('Ts', 'Th', 'Jh')",1.0,2.0,1.0,2.0,9.0,0.0
20964,"('Ts', 'Th', 'Jc')",0.0,2.0,1.0,2.0,9.0,0.0
20965,"('Ts', 'Th', 'Jd')",0.0,2.0,1.0,2.0,9.0,0.0
20966,"('Ts', 'Th', 'Qs')",1.0,2.0,0.0,2.0,10.0,0.0
20967,"('Ts', 'Th', 'Qh')",1.0,2.0,0.0,2.0,10.0,0.0
20968,"('Ts', 'Th', 'Qc')",0.0,2.0,0.0,2.0,10.0,0.0
20969,"('Ts', 'Th', 'Qd')",0.0,2.0,0.0,2.0,10.0,0.0
20970,"('Ts', 'Th', 'Ks')",1.0,2.0,0.0,2.0,11.0,0.0
20971,"('Ts', 'Th', 'Kh')",1.0,2.0,0.0,2.0,11.0,0.0
20972,"('Ts', 'Th', 'Kc')",0.0,2.0,0.0,2.0,11.0,0.0
20973,"('Ts', 'Th', 'Kd')",0.0,2.0,0.0,2.0,11.0,0.0
20974,"('Ts', 'Th', 'As')",1.0,2.0,0.0,2.0,12.0,0.0
20975,"('Ts', 'Th', 'Ah')",1.0,2.0,0.0,2.0,12.0,0.0
20976,"('Ts', 'Th', 'Ac')",0.0,2.0,0.0,2.0,12.0,0.0
20977,"('Ts', 'Th', 'Ad')",0.0,2.0,0.0,2.0,12.0,0.0
20978,"('Ts', 'Tc', 'Td')",0.0,2.0,0.0,2.0,8.0,0.0
20979,"('Ts', 'Tc', 'Js')",1.0,2.0,1.0,2.0,9.0,0.0
20980,"('Ts', 'Tc', 'Jh')",0.0,2.0,1.0,2.0,9.0,0.0
20981,"('Ts', 'Tc', 'Jc')",1.0,2.0,1.0,2.0,9.0,0.0
20982,"('Ts', 'Tc', 'Jd')",0.0,2.0,1.0,2.0,9.0,0.0
20983,"('Ts', 'Tc', 'Qs')",1.0,2.0,0.0,2.0,10.0,0.0
20984,"('Ts', 'Tc', 'Qh')",0.0,2.0,0.0,2.0,10.0,0.0
20985,"('Ts', 'Tc', 'Qc')",1.0,2.0,0.0,2.0,10.0,0.0
20986,"('Ts', 'Tc', 'Qd')",0.0,2.0,0.0,2.0,10.0,0.0
20987,"('Ts', 'Tc', 'Ks')",1.0,2.0,0.0,2.0,11.0,0.0
20988,"('Ts', 'Tc', 'Kh')",0.0,2.0,0.0,2.0,11.0,0.0
20989,"('Ts', 'Tc', 'Kc')",1.0,2.0,0.0,2.0,11.0,0.0
20990,"('Ts', 'Tc', 'Kd')",0.0,2.0,0.0,2.0,11.0,0.0
20991,"('Ts', 'Tc', 'As')",1.0,2.0,0.0,2.0,12.0,0.0
20992,"('Ts', 'Tc', 'Ah')",0.0,2.0,0.0,2.0,12.0,0.0
20993,"('Ts', 'Tc', 'Ac')",1.0,2.0,0.0,2.0,12.0,0.0
20994,"('Ts', 'Tc', 'Ad')",0.0,2.0,0.0,2.0,12.0,0.0
20995,"('Ts', 'Td', 'Js')",1.0,2.0,1.0,2.0,9.0,0.0
20996,"('Ts', 'Td', 'Jh')",0.0,2.0,1.0,2.0,9.0,0.0
20997,"('Ts', 'Td', 'Jc')",0.0,2.0,1.0,2.0,9.0,0.0
20998,"('Ts', 'Td', 'Jd')",1.0,2.0,1.0,2.0,9.0,0.0
20999,"('Ts', 'Td', 'Qs')",1.0,2.0,0.0,2.0,10.0,0.0
21000,"('Ts', 'Td', 'Qh')",0.0,2.0,0.0,2.0,10.0,0.0
21001,"('Ts', 'Td', 'Qc')",0.0,2.0,0.0,2.0,10.0,0.0
21002,"('Ts', 'Td', 'Qd')",1.0,2.0,0.0,2.0,10.0,0.0
21003,"('Ts', 'Td', 'Ks')",1.0,2.0,0.0,2.0,11.0,0.0
21004,"('Ts', 'Td', 'Kh')",0.0,2.0,0.0,2.0,11.0,0.0
21005,"('Ts', 'Td', 'Kc')",0.0,2.0,0.0,2.0,11.0,0.0
21006,"('Ts', 'Td', 'Kd')",1.0,2.0,0.0,2.0,11.0,0.0
21007,"('Ts', 'Td', 'As')",1.0,2.0,0.0,2.0,12.0,0.0
21008,"('Ts', 'Td', 'Ah')",0.0,2.0,0.0,2.0,12.0,0.0
21009,"('Ts', 'Td', 'Ac')",0.0,2.0,0.0,2.0,12.0,0.0
21010,"('Ts', 'Td', 'Ad')",1.0,2.0,0.0,2.0,12.0,0.0
21011,"('Ts', 'Js', 'Jh')",1.0,3.0,1.0,2.0,9.0,0.0
21012,"('Ts', 'Js', 'Jc')",1.0,3.0,1.0,2.0,9.0,0.0
21013,"('Ts', 'Js', 'Jd')",1.0,3.0,1.0,2.0,9.0,0.0
21014,"('Ts', 'Js', 'Qs')",2.0,0.0,2.0,2.0,10.0,3.0
21015,"('Ts', 'Js', 'Qh')",1.0,0.0,2.0,2.0,10.0,3.0
21016,"('Ts', 'Js', 'Qc')",1.0,0.0,2.0,2.0,10.0,3.0
21017,"('Ts', 'Js', 'Qd')",1.0,0.0,2.0,2.0,10.0,3.0
21018,"('Ts', 'Js', 'Ks')",2.0,0.0,1.0,2.0,11.0,2.0
21019,"('Ts', 'Js', 'Kh')",1.0,0.0,1.0,2.0,11.0,2.0
21020,"('Ts', 'Js', 'Kc')",1.0,0.0,1.0,2.0,11.0,2.0
21021,"('Ts', 'Js', 'Kd')",1.0,0.0,1.0,2.0,11.0,2.0
21022,"('Ts', 'Js', 'As')",2.0,0.0,1.0,2.0,12.0,1.0
21023,"('Ts', 'Js', 'Ah')",1.0,0.0,1.0,2.0,12.0,1.0
21024,"('Ts', 'Js', 'Ac')",1.0,0.0,1.0,2.0,12.0,1.0
21025,"('Ts', 'Js', 'Ad')",1.0,0.0,1.0,2.0,12.0,1.0
21026,"('Ts', 'Jh', 'Jc')",0.0,3.0,1.0,2.0,9.0,0.0
21027,"('Ts', 'Jh', 'Jd')",0.0,3.0,1.0,2.0,9.0,0.0
21028,"('Ts', 'Jh', 'Qs')",1.0,0.0,2.0,2.0,10.0,3.0
21029,"('Ts', 'Jh', 'Qh')",1.0,0.0,2.0,2.0,10.0,3.0
21030,"('Ts', 'Jh', 'Qc')",0.0,0.0,2.0,2.0,10.0,3.0
21031,"('Ts', 'Jh', 'Qd')",0.0,0.0,2.0,2.0,10.0,3.0
21032,"('Ts', 'Jh', 'Ks')",1.0,0.0,1.0,2.0,11.0,2.0
21033,"('Ts', 'Jh', 'Kh')",1.0,0.0,1.0,2.0,11.0,2.0
21034,"('Ts', 'Jh', 'Kc')",0.0,0.0,1.0,2.0,11.0,2.0
21035,"('Ts', 'Jh', 'Kd')",0.0,0.0,1.0,2.0,11.0,2.0
21036,"('Ts', 'Jh', 'As')",1.0,0.0,1.0,2.0,12.0,1.0
21037,"('Ts', 'Jh', 'Ah')",1.0,0.0,1.0,2.0,12.0,1.0
21038,"('Ts', 'Jh', 'Ac')",0.0,0.0,1.0,2.0,12.0,1.0
21039,"('Ts', 'Jh', 'Ad')",0.0,0.0,1.0,2.0,12.0,1.0
21040,"('Ts', 'Jc', 'Jd')",0.0,3.0,1.0,2.0,9.0,0.0
21041,"('Ts', 'Jc', 'Qs')",1.0,0.0,2.0,2.0,10.0,3.0
21042,"('Ts', 'Jc', 'Qh')",0.0,0.0,2.0,2.0,10.0,3.0
21043,"('Ts', 'Jc', 'Qc')",1.0,0.0,2.0,2.0,10.0,3.0
21044,"('Ts', 'Jc', 'Qd')",0.0,0.0,2.0,2.0,10.0,3.0
21045,"('Ts', 'Jc', 'Ks')",1.0,0.0,1.0,2.0,11.0,2.0
21046,"('Ts', 'Jc', 'Kh')",0.0,0.0,1.0,2.0,11.0,2.0
21047,"('Ts', 'Jc', 'Kc')",1.0,0.0,1.0,2.0,11.0,2.0
21048,"('Ts', 'Jc', 'Kd')",0.0,0.0,1.0,2.0,11.0,2.0
21049,"('Ts', 'Jc', 'As')",1.0,0.0,1.0,2.0,12.0,1.0
21050,"('Ts', 'Jc', 'Ah')",0.0,0.0,1.0,2.0,12.0,1.0
21051,"('Ts', 'Jc', 'Ac')",1.0,0.0,1.0,2.0,12.0,1.0
21052,"('Ts', 'Jc', 'Ad')",0.0,0.0,1.0,2.0,12.0,1.0
21053,"('Ts', 'Jd', 'Qs')",1.0,0.0,2.0,2.0,10.0,3.0
21054,"('Ts', 'Jd', 'Qh')",0.0,0.0,2.0,2.0,10.0,3.0
21055,"('Ts', 'Jd', 'Qc')",0.0,0.0,2.0,2.0,10.0,3.0
21056,"('Ts', 'Jd', 'Qd')",1.0,0.0,2.0,2.0,10.0,3.0
21057,"('Ts', 'Jd', 'Ks')",1.0,0.0,1.0,2.0,11.0,2.0
21058,"('Ts', 'Jd', 'Kh')",0.0,0.0,1.0,2.0,11.0,2.0
21059,"('Ts', 'Jd', 'Kc')",0.0,0.0,1.0,2.0,11.0,2.0
21060,"('Ts', 'Jd', 'Kd')",1.0,0.0,1.0,2.0,11.0,2.0
21061,"('Ts', 'Jd', 'As')",1.0,0.0,1.0,2.0,12.0,1.0
21062,"('Ts', 'Jd', 'Ah')",0.0,0.0,1.0,2.0,12.0,1.0
21063,"('Ts', 'Jd', 'Ac')",0.0,0.0,1.0,2.0,12.0,1.0
21064,"('Ts', 'Jd', 'Ad')",1.0,0.0,1.0,2.0,12.0,1.0
21065,"('Ts', 'Qs', 'Qh')",1.0,3.0,0.0,2.0,10.0,0.0
21066,"('Ts', 'Qs', 'Qc')",1.0,3.0,0.0,2.0,10.0,0.0
21067,"('Ts', 'Qs', 'Qd')",1.0,3.0,0.0,2.0,10.0,0.0
21068,"('Ts', 'Qs', 'Ks')",2.0,0.0,1.0,2.0,11.0,2.0
21069,"('Ts', 'Qs', 'Kh')",1.0,0.0,1.0,2.0,11.0,2.0
21070,"('Ts', 'Qs', 'Kc')",1.0,0.0,1.0,2.0,11.0,2.0
21071,"('Ts', 'Qs', 'Kd')",1.0,0.0,1.0,2.0,11.0,2.0
21072,"('Ts', 'Qs', 'As')",2.0,0.0,0.0,2.0,12.0,1.0
21073,"('Ts', 'Qs', 'Ah')",1.0,0.0,0.0,2.0,12.0,1.0
21074,"('Ts', 'Qs', 'Ac')",1.0,0.0,0.0,2.0,12.0,1.0
21075,"('Ts', 'Qs', 'Ad')",1.0,0.0,0.0,2.0,12.0,1.0
21076,"('Ts', 'Qh', 'Qc')",0.0,3.0,0.0,2.0,10.0,0.0
21077,"('Ts', 'Qh', 'Qd')",0.0,3.0,0.0,2.0,10.0,0.0
21078,"('Ts', 'Qh', 'Ks')",1.0,0.0,1.0,2.0,11.0,2.0
21079,"('Ts', 'Qh', 'Kh')",1.0,0.0,1.0,2.0,11.0,2.0
21080,"('Ts', 'Qh', 'Kc')",0.0,0.0,1.0,2.0,11.0,2.0
21081,"('Ts', 'Qh', 'Kd')",0.0,0.0,1.0,2.0,11.0,2.0
21082,"('Ts', 'Qh', 'As')",1.0,0.0,0.0,2.0,12.0,1.0
21083,"('Ts', 'Qh', 'Ah')",1.0,0.0,0.0,2.0,12.0,1.0
21084,"('Ts', 'Qh', 'Ac')",0.0,0.0,0.0,2.0,12.0,1.0
21085,"('Ts', 'Qh', 'Ad')",0.0,0.0,0.0,2.0,12.0,1.0
21086,"('Ts', 'Qc', 'Qd')",0.0,3.0,0.0,2.0,10.0,0.0
21087,"('Ts', 'Qc', 'Ks')",1.0,0.0,1.0,2.0,11.0,2.0
21088,"('Ts', 'Qc', 'Kh')",0.0,0.0,1.0,2.0,11.0,2.0
21089,"('Ts', 'Qc', 'Kc')",1.0,0.0,1.0,2.0,11.0,2.0
21090,"('Ts', 'Qc', 'Kd')",0.0,0.0,1.0,2.0,11.0,2.0
21091,"('Ts', 'Qc', 'As')",1.0,0.0,0.0,2.0,12.0,1.0
21092,"('Ts', 'Qc', 'Ah')",0.0,0.0,0.0,2.0,12.0,1.0
21093,"('Ts', 'Qc', 'Ac')",1.0,0.0,0.0,2.0,12.0,1.0
21094,"('Ts', 'Qc', 'Ad')",0.0,0.0,0.0,2.0,12.0,1.0
21095,"('Ts', 'Qd', 'Ks')",1.0,0.0,1.0,2.0,11.0,2.0
21096,"('Ts', 'Qd', 'Kh')",0.0,0.0,1.0,2.0,11.0,2.0
21097,"('Ts', 'Qd', 'Kc')",0.0,0.0,1.0,2.0,11.0,2.0
21098,"('Ts', 'Qd', 'Kd')",1.0,0.0,1.0,2.0,11.0,2.0
21099,"('Ts', 'Qd', 'As')",1.0,0.0,0.0,2.0,12.0,1.0
21100,"('Ts', 'Qd', 'Ah')",0.0,0.0,0.0,2.0,12.0,1.0
21101,"('Ts', 'Qd', 'Ac')",0.0,0.0,0.0,2.0,12.0,1.0
21102,"('Ts', 'Qd', 'Ad')",1.0,0.0,0.0,2.0,12.0,1.0
21103,"('Ts', 'Ks', 'Kh')",1.0,3.0,0.0,2.0,11.0,0.0
21104,"('Ts', 'Ks', 'Kc')",1.0,3.0,0.0,2.0,11.0,0.0
21105,"('Ts', 'Ks', 'Kd')",1.0,3.0,0.0,2.0,11.0,0.0
21106,"('Ts', 'Ks', 'As')",2.0,0.0,1.0,2.0,12.0,1.0
21107,"('Ts', 'Ks', 'Ah')",1.0,0.0,1.0,2.0,12.0,1.0
21108,"('Ts', 'Ks', 'Ac')",1.0,0.0,1.0,2.0,12.0,1.0
21109,"('Ts', 'Ks', 'Ad')",1.0,0.0,1.0,2.0,12.0,1.0
21110,"('Ts', 'Kh', 'Kc')",0.0,3.0,0.0,2.0,11.0,0.0
21111,"('Ts', 'Kh', 'Kd')",0.0,3.0,0.0,2.0,11.0,0.0
21112,"('Ts', 'Kh', 'As')",1.0,0.0,1.0,2.0,12.0,1.0
21113,"('Ts', 'Kh', 'Ah')",1.0,0.0,1.0,2.0,12.0,1.0
21114,"('Ts', 'Kh', 'Ac')",0.0,0.0,1.0,2.0,12.0,1.0
21115,"('Ts', 'Kh', 'Ad')",0.0,0.0,1.0,2.0,12.0,1.0
21116,"('Ts', 'Kc', 'Kd')",0.0,3.0,0.0,2.0,11.0,0.0
21117,"('Ts', 'Kc', 'As')",1.0,0.0,1.0,2.0,12.0,1.0
21118,"('Ts', 'Kc', 'Ah')",0.0,0.0,1.0,2.0,12.0,1.0
21119,"('Ts', 'Kc', 'Ac')",1.0,0.0,1.0,2.0,12.0,1.0
21120,"('Ts', 'Kc', 'Ad')",0.0,0.0,1.0,2.0,12.0,1.0
21121,"('Ts', 'Kd', 'As')",1.0,0.0,1.0,2.0,12.0,1.0
21122,"('Ts', 'Kd', 'Ah')",0.0,0.0,1.0,2.0,12.0,1.0
21123,"('Ts', 'Kd', 'Ac')",0.0,0.0,1.0,2.0,12.0,1.0
21124,"('Ts', 'Kd', 'Ad')",1.0,0.0,1.0,2.0,12.0,1.0
21125,"('Ts', 'As', 'Ah')",1.0,3.0,0.0,2.0,12.0,0.0
21126,"('Ts', 'As', 'Ac')",1.0,3.0,0.0,2.0,12.0,0.0
21127,"('Ts', 'As', 'Ad')",1.0,3.0,0.0,2.0,12.0,0.0
21128,"('Ts', 'Ah', 'Ac')",0.0,3.0,0.0,2.0,12.0,0.0
21129,"('Ts', 'Ah', 'Ad')",0.0,3.0,0.0,2.0,12.0,0.0
21130,"('Ts', 'Ac', 'Ad')",0.0,3.0,0.0,2.0,12.0,0.0
21131,"('Th', 'Tc', 'Td')",0.0,2.0,0.0,2.0,8.0,0.0
21132,"('Th', 'Tc', 'Js')",0.0,2.0,1.0,2.0,9.0,0.0
21133,"('Th', 'Tc', 'Jh')",1.0,2.0,1.0,2.0,9.0,0.0
21134,"('Th', 'Tc', 'Jc')",1.0,2.0,1.0,2.0,9.0,0.0
21135,"('Th', 'Tc', 'Jd')",0.0,2.0,1.0,2.0,9.0,0.0
21136,"('Th', 'Tc', 'Qs')",0.0,2.0,0.0,2.0,10.0,0.0
21137,"('Th', 'Tc', 'Qh')",1.0,2.0,0.0,2.0,10.0,0.0
21138,"('Th', 'Tc', 'Qc')",1.0,2.0,0.0,2.0,10.0,0.0
21139,"('Th', 'Tc', 'Qd')",0.0,2.0,0.0,2.0,10.0,0.0
21140,"('Th', 'Tc', 'Ks')",0.0,2.0,0.0,2.0,11.0,0.0
21141,"('Th', 'Tc', 'Kh')",1.0,2.0,0.0,2.0,11.0,0.0
21142,"('Th', 'Tc', 'Kc')",1.0,2.0,0.0,2.0,11.0,0.0
21143,"('Th', 'Tc', 'Kd')",0.0,2.0,0.0,2.0,11.0,0.0
21144,"('Th', 'Tc', 'As')",0.0,2.0,0.0,2.0,12.0,0.0
21145,"('Th', 'Tc', 'Ah')",1.0,2.0,0.0,2.0,12.0,0.0
21146,"('Th', 'Tc', 'Ac')",1.0,2.0,0.0,2.0,12.0,0.0
21147,"('Th', 'Tc', 'Ad')",0.0,2.0,0.0,2.0,12.0,0.0
21148,"('Th', 'Td', 'Js')",0.0,2.0,1.0,2.0,9.0,0.0
21149,"('Th', 'Td', 'Jh')",1.0,2.0,1.0,2.0,9.0,0.0
21150,"('Th', 'Td', 'Jc')",0.0,2.0,1.0,2.0,9.0,0.0
21151,"('Th', 'Td', 'Jd')",1.0,2.0,1.0,2.0,9.0,0.0
21152,"('Th', 'Td', 'Qs')",0.0,2.0,0.0,2.0,10.0,0.0
21153,"('Th', 'Td', 'Qh')",1.0,2.0,0.0,2.0,10.0,0.0
21154,"('Th', 'Td', 'Qc')",0.0,2.0,0.0,2.0,10.0,0.0
21155,"('Th', 'Td', 'Qd')",1.0,2.0,0.0,2.0,10.0,0.0
21156,"('Th', 'Td', 'Ks')",0.0,2.0,0.0,2.0,11.0,0.0
21157,"('Th', 'Td', 'Kh')",1.0,2.0,0.0,2.0,11.0,0.0
21158,"('Th', 'Td', 'Kc')",0.0,2.0,0.0,2.0,11.0,0.0
21159,"('Th', 'Td', 'Kd')",1.0,2.0,0.0,2.0,11.0,0.0
21160,"('Th', 'Td', 'As')",0.0,2.0,0.0,2.0,12.0,0.0
21161,"('Th', 'Td', 'Ah')",1.0,2.0,0.0,2.0,12.0,0.0
21162,"('Th', 'Td', 'Ac')",0.0,2.0,0.0,2.0,12.0,0.0
21163,"('Th', 'Td', 'Ad')",1.0,2.0,0.0,2.0,12.0,0.0
21164,"('Th', 'Js', 'Jh')",1.0,3.0,1.0,2.0,9.0,0.0
21165,"('Th', 'Js', 'Jc')",0.0,3.0,1.0,2.0,9.0,0.0
21166,"('Th', 'Js', 'Jd')",0.0,3.0,1.0,2.0,9.0,0.0
21167,"('Th', 'Js', 'Qs')",1.0,0.0,2.0,2.0,10.0,3.0
21168,"('Th', 'Js', 'Qh')",1.0,0.0,2.0,2.0,10.0,3.0
21169,"('Th', 'Js', 'Qc')",0.0,0.0,2.0,2.0,10.0,3.0
21170,"('Th', 'Js', 'Qd')",0.0,0.0,2.0,2.0,10.0,3.0
21171,"('Th', 'Js', 'Ks')",1.0,0.0,1.0,2.0,11.0,2.0
21172,"('Th', 'Js', 'Kh')",1.0,0.0,1.0,2.0,11.0,2.0
21173,"('Th', 'Js', 'Kc')",0.0,0.0,1.0,2.0,11.0,2.0
21174,"('Th', 'Js', 'Kd')",0.0,0.0,1.0,2.0,11.0,2.0
21175,"('Th', 'Js', 'As')",1.0,0.0,1.0,2.0,12.0,1.0
21176,"('Th', 'Js', 'Ah')",1.0,0.0,1.0,2.0,12.0,1.0
21177,"('Th', 'Js', 'Ac')",0.0,0.0,1.0,2.0,12.0,1.0
21178,"('Th', 'Js', 'Ad')",0.0,0.0,1.0,2.0,12.0,1.0
21179,"('Th', 'Jh', 'Jc')",1.0,3.0,1.0,2.0,9.0,0.0
21180,"('Th', 'Jh', 'Jd')",1.0,3.0,1.0,2.0,9.0,0.0
21181,"('Th', 'Jh', 'Qs')",1.0,0.0,2.0,2.0,10.0,3.0
21182,"('Th', 'Jh', 'Qh')",2.0,0.0,2.0,2.0,10.0,3.0
21183,"('Th', 'Jh', 'Qc')",1.0,0.0,2.0,2.0,10.0,3.0
21184,"('Th', 'Jh', 'Qd')",1.0,0.0,2.0,2.0,10.0,3.0
21185,"('Th', 'Jh', 'Ks')",1.0,0.0,1.0,2.0,11.0,2.0
21186,"('Th', 'Jh', 'Kh')",2.0,0.0,1.0,2.0,11.0,2.0
21187,"('Th', 'Jh', 'Kc')",1.0,0.0,1.0,2.0,11.0,2.0
21188,"('Th', 'Jh', 'Kd')",1.0,0.0,1.0,2.0,11.0,2.0
21189,"('Th', 'Jh', 'As')",1.0,0.0,1.0,2.0,12.0,1.0
21190,"('Th', 'Jh', 'Ah')",2.0,0.0,1.0,2.0,12.0,1.0
21191,"('Th', 'Jh', 'Ac')",1.0,0.0,1.0,2.0,12.0,1.0
21192,"('Th', 'Jh', 'Ad')",1.0,0.0,1.0,2.0,12.0,1.0
21193,"('Th', 'Jc', 'Jd')",0.0,3.0,1.0,2.0,9.0,0.0
21194,"('Th', 'Jc', 'Qs')",0.0,0.0,2.0,2.0,10.0,3.0
21195,"('Th', 'Jc', 'Qh')",1.0,0.0,2.0,2.0,10.0,3.0
21196,"('Th', 'Jc', 'Qc')",1.0,0.0,2.0,2.0,10.0,3.0
21197,"('Th', 'Jc', 'Qd')",0.0,0.0,2.0,2.0,10.0,3.0
21198,"('Th', 'Jc', 'Ks')",0.0,0.0,1.0,2.0,11.0,2.0
21199,"('Th', 'Jc', 'Kh')",1.0,0.0,1.0,2.0,11.0,2.0
21200,"('Th', 'Jc', 'Kc')",1.0,0.0,1.0,2.0,11.0,2.0
21201,"('Th', 'Jc', 'Kd')",0.0,0.0,1.0,2.0,11.0,2.0
21202,"('Th', 'Jc', 'As')",0.0,0.0,1.0,2.0,12.0,1.0
21203,"('Th', 'Jc', 'Ah')",1.0,0.0,1.0,2.0,12.0,1.0
21204,"('Th', 'Jc', 'Ac')",1.0,0.0,1.0,2.0,12.0,1.0
21205,"('Th', 'Jc', 'Ad')",0.0,0.0,1.0,2.0,12.0,1.0
21206,"('Th', 'Jd', 'Qs')",0.0,0.0,2.0,2.0,10.0,3.0
21207,"('Th', 'Jd', 'Qh')",1.0,0.0,2.0,2.0,10.0,3.0
21208,"('Th', 'Jd', 'Qc')",0.0,0.0,2.0,2.0,10.0,3.0
21209,"('Th', 'Jd', 'Qd')",1.0,0.0,2.0,2.0,10.0,3.0
21210,"('Th', 'Jd', 'Ks')",0.0,0.0,1.0,2.0,11.0,2.0
21211,"('Th', 'Jd', 'Kh')",1.0,0.0,1.0,2.0,11.0,2.0
21212,"('Th', 'Jd', 'Kc')",0.0,0.0,1.0,2.0,11.0,2.0
21213,"('Th', 'Jd', 'Kd')",1.0,0.0,1.0,2.0,11.0,2.0
21214,"('Th', 'Jd', 'As')",0.0,0.0,1.0,2.0,12.0,1.0
21215,"('Th', 'Jd', 'Ah')",1.0,0.0,1.0,2.0,12.0,1.0
21216,"('Th', 'Jd', 'Ac')",0.0,0.0,1.0,2.0,12.0,1.0
21217,"('Th', 'Jd', 'Ad')",1.0,0.0,1.0,2.0,12.0,1.0
21218,"('Th', 'Qs', 'Qh')",1.0,3.0,0.0,2.0,10.0,0.0
21219,"('Th', 'Qs', 'Qc')",0.0,3.0,0.0,2.0,10.0,0.0
21220,"('Th', 'Qs', 'Qd')",0.0,3.0,0.0,2.0,10.0,0.0
21221,"('Th', 'Qs', 'Ks')",1.0,0.0,1.0,2.0,11.0,2.0
21222,"('Th', 'Qs', 'Kh')",1.0,0.0,1.0,2.0,11.0,2.0
21223,"('Th', 'Qs', 'Kc')",0.0,0.0,1.0,2.0,11.0,2.0
21224,"('Th', 'Qs', 'Kd')",0.0,0.0,1.0,2.0,11.0,2.0
21225,"('Th', 'Qs', 'As')",1.0,0.0,0.0,2.0,12.0,1.0
21226,"('Th', 'Qs', 'Ah')",1.0,0.0,0.0,2.0,12.0,1.0
21227,"('Th', 'Qs', 'Ac')",0.0,0.0,0.0,2.0,12.0,1.0
21228,"('Th', 'Qs', 'Ad')",0.0,0.0,0.0,2.0,12.0,1.0
21229,"('Th', 'Qh', 'Qc')",1.0,3.0,0.0,2.0,10.0,0.0
21230,"('Th', 'Qh', 'Qd')",1.0,3.0,0.0,2.0,10.0,0.0
21231,"('Th', 'Qh', 'Ks')",1.0,0.0,1.0,2.0,11.0,2.0
21232,"('Th', 'Qh', 'Kh')",2.0,0.0,1.0,2.0,11.0,2.0
21233,"('Th', 'Qh', 'Kc')",1.0,0.0,1.0,2.0,11.0,2.0
21234,"('Th', 'Qh', 'Kd')",1.0,0.0,1.0,2.0,11.0,2.0
21235,"('Th', 'Qh', 'As')",1.0,0.0,0.0,2.0,12.0,1.0
21236,"('Th', 'Qh', 'Ah')",2.0,0.0,0.0,2.0,12.0,1.0
21237,"('Th', 'Qh', 'Ac')",1.0,0.0,0.0,2.0,12.0,1.0
21238,"('Th', 'Qh', 'Ad')",1.0,0.0,0.0,2.0,12.0,1.0
21239,"('Th', 'Qc', 'Qd')",0.0,3.0,0.0,2.0,10.0,0.0
21240,"('Th', 'Qc', 'Ks')",0.0,0.0,1.0,2.0,11.0,2.0
21241,"('Th', 'Qc', 'Kh')",1.0,0.0,1.0,2.0,11.0,2.0
21242,"('Th', 'Qc', 'Kc')",1.0,0.0,1.0,2.0,11.0,2.0
21243,"('Th', 'Qc', 'Kd')",0.0,0.0,1.0,2.0,11.0,2.0
21244,"('Th', 'Qc', 'As')",0.0,0.0,0.0,2.0,12.0,1.0
21245,"('Th', 'Qc', 'Ah')",1.0,0.0,0.0,2.0,12.0,1.0
21246,"('Th', 'Qc', 'Ac')",1.0,0.0,0.0,2.0,12.0,1.0
21247,"('Th', 'Qc', 'Ad')",0.0,0.0,0.0,2.0,12.0,1.0
